Code Commune;Nom Commune;Nb -25;Nb 25-64;Nb 65+;Prop -25;Prop 25-64;Prop 65+;Taux Nat 1999-2010;Taux Mort 1999-2010
54344;Mangonville;64;130;34;27.9;57.1;15;13.9;3.6
54345;Manoncourt-en-Vermois;118;191;28;35.1;56.6;8.3;14.9;6.7
54346;Manoncourt-en-Woëvre;71;123;35;30.8;53.8;15.4;12.6;5
54348;Manonville;88;112;42;36.5;46.3;17.2;14.8;9
54349;Manonviller;46;87;31;28.2;52.9;19;8.7;7
54350;Marainviller;229;358;115;32.6;50.9;16.5;10.5;7.7
54351;Marbache;550;937;288;31;52.8;16.2;11.4;5.9
54352;Maron;237;461;141;28.3;54.9;16.8;11.1;5.7
54353;Mars-la-Tour;296;469;203;30.6;48.5;21;10.1;19.3
54354;Marthemont;11;29;4;25;65.9;9.1;9.6;4.8
54355;Martincourt;28;49;18;29.7;51.6;18.7;12.9;8.6
54356;Mattexey;20;41;8;28.4;59.7;11.9;15;5.4
54357;Maxéville;3370;4991;1200;35.2;52.2;12.5;14.1;8
54358;Mazerulles;63;137;41;26.1;56.7;17.1;9;7.2
54359;Méhoncourt;86;140;30;33.6;54.5;11.9;11.1;5.6
54360;Ménil-la-Tour;96;172;45;30.7;55;14.4;10.1;3.3
54362;Mercy-le-Bas;376;744;239;27.7;54.7;17.6;12;9.1
54363;Mercy-le-Haut;72;136;39;29;55.1;15.9;9.7;10.8
54364;Méréville;443;817;130;31.9;58.8;9.4;13;4.1
54365;Merviller;119;210;51;31.3;55.3;13.4;10;5.8
54366;Messein;599;1007;215;32.9;55.3;11.8;10.9;6
54367;Mexy;626;1151;448;28.1;51.7;20.1;9.7;8.7
54368;Mignéville;54;90;32;30.5;51.4;18.1;15.9;9.7
54369;Millery;186;358;93;29.2;56.2;14.6;10.2;8.1
54370;Minorville;83;103;43;36.2;45;18.8;14.8;7.9
54371;Moineville;356;616;134;32.2;55.7;12.1;11.2;5
54372;Moivrons;150;253;58;32.5;55;12.6;13;5.5
54373;Moncel-lès-Lunéville;164;280;80;31.4;53.3;15.3;10.7;5.3
54374;Moncel-sur-Seille;174;276;36;35.9;56.8;7.4;15.5;5.1
54375;Montauville;351;636;180;30.1;54.5;15.4;9.4;5.7
54376;Montenoy;125;224;47;31.6;56.6;11.9;11.8;5.3
54377;Montigny;33;72;29;24.5;54;21.6;11;8.3
54378;Montigny-sur-Chiers;115;284;78;24.2;59.4;16.3;11.7;8.7
54379;Mont-l'Étroit;44;47;16;40.8;43.9;15.3;12.3;9.5
54380;Mont-le-Vignoble;119;216;56;30.4;55.2;14.3;12;7.8
54381;Montreux;16;30;14;26.7;50;23.3;6;13.5
54382;Mont-Saint-Martin;2583;4107;1426;31.8;50.6;17.6;13.2;8.3
54383;Mont-sur-Meurthe;342;623;154;30.6;55.7;13.7;10.8;6.2
54385;Morfontaine;382;638;105;33.9;56.7;9.4;14.1;5.9
54386;Moriviller;31;53;16;31.1;52.8;16;14.2;12.2
54387;Morville-sur-Seille;41;79;10;31.5;60.8;7.7;15.1;6.3
54388;Mouacourt;25;37;24;29.1;43;27.9;12.4;5.6
54389;Mouaville;36;63;10;33;58.3;8.7;15;6.9
54390;Mousson;34;68;19;28.3;56.1;15.7;8.2;6.2
54391;Moutiers;419;939;390;24;53.7;22.3;8.4;9.6
54392;Moutrot;113;157;33;37.3;51.8;10.9;17.4;3
54393;Moyen;171;286;71;32.4;54.2;13.4;11.5;8
54394;Murville;70;142;32;28.5;58.3;13.2;13.5;6.2
54395;Nancy;40150;51536;13736;38.1;48.9;13;12.7;7.6
54396;Neufmaisons;83;116;38;35.1;49;15.9;10.8;6.8
54397;Neuves-Maisons;2192;3698;1272;30.6;51.6;17.8;11.5;8.7
54398;Neuviller-lès-Badonviller;26;42;22;28.9;46.7;24.4;13.9;12.9
54399;Neuviller-sur-Moselle;86;131;32;34.4;52.6;13;9.1;8
54400;Nomeny;366;619;183;31.3;53;15.7;11;6.5
54401;Nonhigny;41;51;21;36.2;44.9;18.9;19.9;15.6
54402;Norroy-le-Sec;136;211;65;33;51.2;15.8;11.9;8.9
54403;Norroy-lès-Pont-à-Mousson;387;709;144;31.2;57.2;11.6;11.1;4.7
54404;Noviant-aux-Prés;101;132;27;38.9;50.8;10.3;21;8.6
54405;Ochey;204;254;17;42.9;53.5;3.6;27.7;4.5
54406;Ogéviller;105;142;52;35;47.5;17.5;12.7;5.9
54407;Ognéville;44;55;24;35.7;45;19.4;13;9.2
54408;Olley;92;129;31;36.4;51.2;12.4;12.7;11.1
54409;Omelmont;50;96;21;30.1;57.4;12.5;16.8;7.6
54410;Onville;163;274;102;30.3;50.8;18.9;13.4;28.2
54411;Ormes-et-Ville;81;131;33;33.2;53.3;13.5;14.1;5.3
54412;Othe;7;17;8;21.2;54.5;24.2;0;14.4
54413;Ozerailles;51;91;16;32.2;57.7;10.1;15.8;9.5
54414;Pagney-derrière-Barine;181;308;82;31.7;54;14.3;9.3;6.1
54415;Pagny-sur-Moselle;1197;2211;633;29.6;54.7;15.7;11.2;6.8
54416;Pannes;69;89;27;37.1;48.3;14.6;12.3;12.8
54417;Parey-Saint-Césaire;62;131;31;27.7;58.5;13.8;11.3;6.5
54418;Parroy;37;86;39;22.7;53.4;23.9;6;6
54419;Parux;22;43;15;26.9;53.8;19.2;8.9;12.7
54420;Petit-Failly;26;43;12;32.2;52.9;14.9;8.1;8.1
54421;Petitmont;116;182;65;31.9;50.1;18;10.3;13.1
54422;Pettonville;15;30;14;25;51.7;23.3;23.7;10.9
54423;Pexonne;119;213;79;29;51.8;19.2;12.6;12.4
54424;Phlin;10;25;8;23.1;59;17.9;15.8;4.5
54425;Piennes;747;1200;521;30.3;48.6;21.1;11.7;10.8
54426;Pierre-la-Treiche;142;317;76;26.5;59.3;14.2;15.4;5.4
54427;Pierre-Percée;19;67;17;18.4;65;16.5;7.4;5.5
54428;Pierrepont;239;509;154;26.5;56.4;17.1;9.4;8.7
54429;Pierreville;93;190;42;28.7;58.4;12.9;9.6;5.2
54430;Pompey;1462;2396;1135;29.3;48;22.7;12.5;18.3
54431;Pont-à-Mousson;4717;7420;2368;32.5;51.2;16.3;14.5;10.3
54432;Pont-Saint-Vincent;568;1031;369;28.9;52.4;18.8;11.5;8.9
54433;Port-sur-Seille;76;130;29;32.3;55.5;12.2;13.8;4.3
54434;Praye;79;143;46;29.6;53.2;17.2;11.5;11.5
54435;Prény;125;214;35;33.4;57.2;9.4;14.1;4.1
54436;Preutin-Higny;43;84;20;29.3;57.1;13.6;10.4;8.5
54437;Pulligny;402;658;167;32.7;53.7;13.6;10.6;6.2
54438;Pulney;18;33;16;26.9;49.3;23.9;12.8;8
54439;Pulnoy;1331;2430;725;29.7;54.2;16.2;8.6;5.6
54440;Puxe;31;58;23;28;51.4;20.6;6.8;6.8
54441;Puxieux;91;140;15;36.8;57.1;6.1;11.4;4.8
54442;Quevilloncourt;40;60;12;35.8;53.2;11;13;3.7
54443;Raon-lès-Leau;11;17;12;27.5;42.5;30;14;11.2
54444;Raucourt;63;110;29;31.4;54.5;14.1;9.9;9.4
54445;Raville-sur-Sânon;33;57;13;32.4;54.9;12.7;6.5;10.2
54446;Réchicourt-la-Petite;25;41;12;32;52;16;18.1;7.2
54447;Réclonville;16;37;21;22.2;50;27.8;6;12
54449;Rehainviller;302;549;117;31.2;56.8;12.1;10.6;4.9
54450;Reherrey;36;59;32;28.5;46.2;25.4;15.1;7.9
54451;Réhon;1113;1998;608;29.9;53.7;16.3;14;8.9
54452;Reillon;17;37;6;28.3;61.7;10;6.8;5.5
54453;Rembercourt-sur-Mad;57;111;19;30.5;59.5;10;9.2;6.8
54455;Remenoville;53;83;21;33.8;53;13.2;10.6;8.8
54456;Réméréville;175;282;65;33.5;53.9;12.5;15.7;6
54457;Remoncourt;11;21;8;27.5;52.5;20;11.5;18.4
54458;Repaix;21;42;18;25.6;52.4;22;6.6;8.8
54459;Richardménil;618;1427;442;24.9;57.4;17.8;7.7;5.3
54460;Rogéville;49;103;18;28.7;60.5;10.8;17.2;10.9
54461;Romain;16;39;5;26.5;65.3;8.2;8.3;8.3
54462;Rosières-aux-Salines;789;1618;460;27.5;56.4;16;11.5;9.9
54463;Rosières-en-Haye;83;128;26;34.9;54.2;10.8;14.6;5.5
54464;Rouves;35;61;6;34.6;59.8;5.6;17.6;5.9
54465;Roville-devant-Bayon;271;434;105;33.5;53.6;13;17;7.8
54466;Royaumeix;88;164;89;25.8;48.1;26.2;10.4;33.8
54467;Rozelieures;69;90;24;37.7;49.2;13.1;10.4;5.8
54468;Saffais;42;67;19;32.8;52.3;14.8;10;7.5
54469;Saint-Ail;123;204;33;34.1;56.7;9.1;9;5
54470;Saint-Baussant;21;37;12;29.7;52.7;17.6;15.7;4.3
54471;Saint-Boingt;21;38;18;27.3;49.4;23.4;8;4.6
54472;Saint-Clément;231;463;162;27;54.1;18.9;10.6;10
54473;Saint-Firmin;67;114;98;24;40.9;35;7.9;53.1
54474;Sainte-Geneviève;50;114;24;26.5;60.8;12.7;12.3;6.4
54475;Saint-Germain;43;89;19;28.7;58.7;12.7;15.3;5.5
54476;Saint-Jean-lès-Longuyon;126;213;61;31.6;53.2;15.3;10.3;7.4
54477;Saint-Julien-lès-Gorze;48;90;24;29.6;55.6;14.8;9.5;10.7
54478;Saint-Marcel;43;83;13;30.9;59.7;9.4;21;5.7
54479;Saint-Mard;34;50;14;34.7;51;14.3;13.2;5.1
54480;Saint-Martin;24;36;14;32.9;48.6;18.6;21.6;13
54481;Saint-Maurice-aux-Forges;21;53;14;24.1;59.8;16.1;7.1;9.5
54482;Saint-Max;2629;5075;2226;26.5;51.1;22.4;11.9;9.7
54483;Saint-Nicolas-de-Port;2278;3945;1474;29.6;51.3;19.1;12.1;14.1
54484;Sainte-Pôle;69;106;29;33.7;51.9;14.4;13;9.1
54485;Saint-Pancré;96;179;40;30.5;56.7;12.8;6.7;8
54486;Saint-Remimont;100;193;42;29.9;57.7;12.4;11.3;5.9
54487;Saint-Rémy-aux-Bois;18;41;13;24.7;57.1;18.2;14.6;13.2
54488;Saint-Sauveur;16;24;7;34;50.9;15.1;7.3;22
54489;Saint-Supplet;54;94;19;32.3;56.3;11.4;9.3;13.7
54490;Saizerais;547;800;172;36;52.7;11.3;13.3;6.1
54491;Sancy;102;202;45;29.2;57.8;13;11.1;7.6
54492;Sanzey;49;71;15;36.2;52.9;10.9;14;8
54493;Saulnes;623;1262;465;26.5;53.7;19.8;11.7;8.9
54494;Saulxerotte;27;48;9;32.1;57.1;10.7;12.2;7.8
54495;Saulxures-lès-Nancy;1072;1928;884;27.6;49.6;22.8;8.5;5.9
54496;Saulxures-lès-Vannes;118;183;53;33.3;51.7;15;18.6;8.4
54497;Saxon-Sion;17;39;14;24.3;55.1;20.6;2.4;12.1
54498;Seichamps;1414;2485;1082;28.4;49.9;21.7;7.9;5.9
54499;Seicheprey;45;62;11;37.7;52.6;9.6;16;3.8
54500;Selaincourt;54;112;26;28;58.2;13.8;11.7;5.8
54501;Seranville;35;43;22;35;43;22;13.5;9.6
54502;Serres;83;147;26;32.2;57.6;10.2;13.7;7.6
54504;Serrouville;220;377;51;34;58.2;7.8;12.9;8.8
54505;Sexey-aux-Forges;208;360;90;31.7;54.7;13.7;13;5.8
54507;Sionviller;32;82;3;27.3;70;2.7;4.7;3.9
54508;Sivry;97;134;23;38.2;52.8;9.1;14.6;2.4
54509;Sommerviller;263;503;139;29.1;55.6;15.3;10.3;7.5
54510;Sornéville;159;170;37;43.4;46.4;10.2;11.5;6.9
54511;Sponville;30;69;16;26.1;60;13.9;9.4;6.5
54512;Tanconville;20;48;25;21.5;51.6;26.9;12.1;13.9
54513;Tantonville;202;351;99;30.9;53.9;15.2;14.7;6.1
54514;Tellancourt;172;319;80;30.1;55.9;14;11.4;7
54515;Thélod;83;155;27;31.2;58.6;10.3;9.7;3.1
54516;They-sous-Vaudemont;3;8;2;23.1;61.5;15.4;15.3;0
54517;Thézey-Saint-Martin;63;114;24;31.2;56.7;12;8;2.8
54518;Thiaucourt-Regniéville;386;633;220;31.1;51.1;17.8;12;24.4
54519;Thiaville-sur-Meurthe;117;254;108;24.4;53;22.5;7.3;11
54520;Thiébauménil;111;224;60;28.1;56.7;15.2;13.3;5.8
54521;Thil;395;922;299;24.4;57.1;18.5;8.8;10.6
54522;Thorey-Lyautey;43;72;18;32.1;54.5;13.4;14.6;5.8
54523;Thuilley-aux-Groseilles;225;236;18;46.9;49.4;3.7;12.8;1.7
54524;Thumeréville;28;58;12;28.6;59.2;12.2;6;9
54525;Tiercelet;182;391;87;27.6;59.3;13.1;9.2;5.6
54526;Tomblaine;2667;3853;1203;34.5;49.9;15.6;12.3;7.4
54527;Tonnoy;222;424;94;30;57.3;12.7;11.6;4.5
54528;Toul;4937;8129;2628;31.5;51.8;16.7;15.4;9
54529;Tramont-Émy;7;20;7;20.6;58.8;20.6;11;13.2
54530;Tramont-Lassus;26;43;14;31;52.4;16.7;9.9;14.3
54531;Tramont-Saint-André;14;33;8;25;60.7;14.3;5.8;9.6
54532;Tremblecourt;61;95;41;31;48.2;20.8;11.7;4.8
54533;Trieux;631;1098;336;30.5;53.2;16.3;11.7;9
54534;Trondes;200;275;57;37.6;51.7;10.7;16.5;6.2
54535;Tronville;63;124;26;29.7;58;12.3;15.3;5.9
54536;Tucquegnieux;643;1319;613;25;51.2;23.8;9.3;11
54537;Ugny;252;421;70;33.9;56.7;9.4;11.7;6.3
54538;Uruffe;116;201;61;30.7;53.2;16.1;12.2;7
54539;Vacqueville;84;127;45;32.8;49.8;17.4;10.3;9.9
54540;Val-et-Châtillon;187;337;132;28.5;51.4;20.1;13.4;15.7
54541;Valhey;54;86;26;32.6;51.7;15.7;11.2;6.7
54542;Valleroy;699;1376;378;28.5;56.1;15.4;10.5;8.4
54543;Vallois;45;75;28;30.1;50.7;19.2;10;8.1
54544;Vandelainville;37;83;25;25.5;57.4;17;14.1;9.8
54545;Vandeléville;66;117;22;32.2;56.9;10.9;13.8;10.7
54546;Vandières;264;524;141;28.4;56.4;15.2;8.9;7.2
54547;Vandœuvre-lès-Nancy;12867;14002;4105;41.5;45.2;13.3;12.4;5.9
54548;Vannes-le-Châtel;187;289;97;32.6;50.4;16.9;12.6;8.4
54549;Varangéville;1196;2089;668;30.3;52.8;16.9;12.2;7.6
54550;Vathiménil;101;187;41;30.7;56.7;12.6;11.7;4.1
54551;Vaucourt;17;41;13;23.9;57.7;18.3;5.5;17.8
54552;Vaudémont;21;46;13;25.6;57.7;16.7;10.3;12.9
54553;Vaudeville;56;97;37;29.6;51.1;19.4;11.1;5.1
54554;Vaudigny;18;24;14;31.2;43.8;25;9.6;7.7
54555;Vaxainville;30;40;17;34.5;46;19.5;14.7;4.5
54556;Vého;50;50;19;42.1;42.1;15.8;5.8;7.8
54557;Bois-de-Haye;561;1028;212;31.2;57.1;11.8;9.1;4
54558;Velaine-sous-Amance;65;156;57;23.5;56;20.6;12.6;6
54559;Velle-sur-Moselle;102;163;42;33.2;53.1;13.7;9.5;6.7
54560;Veney;17;31;9;29.1;54.5;16.4;11.3;5.6
54561;Vennezey;14;19;14;30.8;40.4;28.8;9.9;4
54562;Verdenal;67;69;16;44.1;45.4;10.5;15.6;14.9
54563;Vézelise;437;796;262;29.2;53.2;17.5;12.7;21.7
54564;Viéville-en-Haye;52;92;23;30.9;55.2;13.9;14.4;9.8
54565;Vigneulles;97;147;29;35.4;54;10.6;13.8;6.1
54566;Vilcey-sur-Trey;77;64;9;51.3;42.7;6;4.2;4.2
54567;Villacourt;164;234;71;34.9;49.9;15.2;13.1;6.1
54568;Ville-au-Montois;78;138;51;29.1;51.9;19;11.3;14.1
54569;Ville-au-Val;69;94;14;38.7;53.2;8.1;13.1;6.2
54570;Villecey-sur-Mad;105;179;37;32.7;55.9;11.4;16;6.5
54571;Ville-en-Vermois;172;352;71;28.8;59.2;12;7.3;5.4
54572;Ville-Houdlémont;202;377;55;31.9;59.4;8.7;9.1;6.3
54573;Villers-en-Haye;54;100;26;30;55.6;14.4;11.6;10.1
54574;Villers-la-Chèvre;168;350;45;29.9;62.2;8;7;4.7
54575;Villers-la-Montagne;373;846;230;25.8;58.4;15.9;9.4;6.9
54576;Villers-le-Rond;32;52;11;33.3;55.2;11.5;9.8;12
54577;Villers-lès-Moivrons;60;61;14;44.4;45.2;10.4;16.9;3.6
54578;Villers-lès-Nancy;4209;6930;3202;29.3;48.3;22.3;8.7;8
54579;Villers-sous-Prény;101;201;42;29.4;58.5;12.1;9;7.4
54580;Villerupt;2396;5077;1948;25.4;53.9;20.7;10;11.6
54581;Ville-sur-Yron;81;186;34;26.9;61.8;11.3;9.8;11
54582;Villette;54;125;19;27;63.2;9.7;9.7;8
54583;Villey-le-Sec;142;235;39;34.1;56.5;9.4;12.4;5.1
54584;Villey-Saint-Étienne;324;622;131;30.1;57.8;12.2;11.4;6.2
54585;Virecourt;120;258;77;26.3;56.7;17;6.6;7
54586;Viterne;226;390;105;31.3;54.1;14.6;11.9;8.5
54587;Vitrey;84;122;20;37.3;53.8;8.9;14;4.7
54588;Vitrimont;118;213;49;31;56;13;11.2;7.9
54589;Vittonville;47;77;8;35.6;58.5;5.9;6.8;3.8
54590;Viviers-sur-Chiers;186;374;108;27.8;56;16.2;11.1;8
54591;Voinémont;110;192;50;31.2;54.6;14.2;10.4;4.7
54592;Vroncourt;88;141;28;34.4;54.7;10.9;14.6;3
54593;Waville;136;263;46;30.5;59.2;10.3;15.9;6.4
54594;Xammes;36;70;14;30.1;58.5;11.4;8.3;14.3
54595;Xermaménil;204;314;48;36.1;55.4;8.5;12.6;5.6
54596;Xeuilley;233;429;109;30.3;55.6;14.2;10.5;5.8
54597;Xirocourt;136;245;73;29.8;54;16.1;13.7;7.9
54598;Xivry-Circourt;71;136;57;27;51.4;21.6;8.1;10
54599;Xonville;47;74;15;34.6;54.1;11.3;11.9;8.7
54600;Xousse;30;53;38;25;43.5;31.5;13.3;10.1
54601;Xures;39;70;17;31.2;55.2;13.6;14.8;11.1
54602;Han-devant-Pierrepont;42;69;23;31.5;51.5;16.9;9.6;5.9
55001;Abainville;88;168;42;29.5;56.4;14.1;13;5.6
55002;Abaucourt-Hautecourt;28;55;16;28;56;16;11.2;5.2
55004;Aincreville;24;47;14;28.2;55.3;16.5;14;11.8
55005;Amanty;12;22;11;27.1;47.9;25;11.8;5.9
55007;Ambly-sur-Meuse;81;140;28;32.6;56.3;11.1;11.2;5.4
55008;Amel-sur-l'Étang;56;89;30;31.8;51.1;17;13.5;9.6
55009;Ancemont;181;313;105;30.1;52.3;17.5;13.6;9.3
55010;Ancerville;783;1520;467;28.3;54.9;16.9;9.2;8.4
55011;Andernay;71;130;42;29.1;53.4;17.4;10.1;7.7
55012;Apremont-la-Forêt;120;231;51;29.9;57.5;12.7;11.7;9
55013;Arrancy-sur-Crusnes;156;273;50;32.6;57;10.4;12.4;8.2
55014;Aubréville;124;204;80;30.4;50;19.6;10.8;6.7
55015;Aulnois-en-Perthois;161;274;55;32.9;55.8;11.3;11.5;7.2
55017;Autrécourt-sur-Aire;22;76;31;17.2;58.6;24.1;10.7;13
55018;Autréville-Saint-Lambert;17;24;8;34.9;48.8;16.3;11.9;10
55021;Avillers-Sainte-Croix;16;35;12;26.2;55.4;18.5;13.6;12.3
55022;Avioth;30;77;23;23.1;59;17.9;3;8.9
55023;Avocourt;29;69;24;23.8;56.6;19.7;9.6;9.6
55024;Azannes-et-Soumazannes;47;80;32;29.6;50.3;20.1;15.5;12.2
55025;Baâlon;81;141;40;31;53.7;15.3;11.3;7.5
55026;Badonvilliers-Gérauvilliers;32;74;34;22.9;52.9;24.3;8.1;5.4
55027;Bannoncourt;60;85;29;34.5;48.9;16.7;7.9;10.8
55028;Bantheville;40;65;26;30.5;49.6;19.8;12.7;10.7
55029;Bar-le-Duc;4620;8325;2952;29.1;52.4;18.6;11.4;12
55031;Baudonvilliers;95;279;43;22.8;66.9;10.3;8.3;4.1
55032;Baudrémont;19;26;9;35.2;48.1;16.7;8.8;5.3
55033;Baulny;3;8;4;20;53.3;26.7;4.9;14.7
55034;Bazeilles-sur-Othain;32;54;22;29.8;50;20.2;6.5;9.2
55035;Bazincourt-sur-Saulx;36;94;21;24;62.3;13.6;9.1;6.3
55036;Beauclair;24;48;11;29.4;57.6;12.9;16.2;4.3
55037;Beaufort-en-Argonne;38;82;33;24.8;53.7;21.5;11.2;11.8
55038;Beaulieu-en-Argonne;6;24;7;16.2;64.9;18.9;22;16.5
55040;Beausite;57;148;75;20.2;52.9;26.8;7.2;14.3
55041;Behonne;152;394;124;22.7;58.8;18.5;5.9;4.8
55042;Belleray;95;253;84;22;58.6;19.4;7.5;6.7
55043;Belleville-sur-Meuse;935;1759;508;29.2;54.9;15.9;12.6;8.7
55044;Belrain;17;22;6;37.5;50;12.5;24.6;12.3
55045;Belrupt-en-Verdunois;151;288;41;31.5;60;8.6;10.5;6.3
55046;Beney-en-Woëvre;49;84;22;31.8;53.9;14.3;14.7;8.9
55047;Béthelainville;63;98;30;32.8;51.6;15.6;13.9;8.4
55048;Béthincourt;9;13;7;32.3;45.2;22.6;17;5.7
55049;Beurey-sur-Saulx;137;235;63;31.4;54.1;14.5;12.7;7.8
55051;Biencourt-sur-Orge;29;71;34;22;52.8;25.2;10.3;10.9
55053;Billy-sous-Mangiennes;145;203;46;36.7;51.6;11.7;15.3;12.9
55054;Bislée;17;28;16;27.9;45.9;26.2;14;9.8
55055;Blanzée;6;10;4;30;50;20;4.8;0
55057;Boinville-en-Woëvre;22;37;11;31;53.5;15.5;13.4;10.7
55058;Boncourt-sur-Meuse;78;185;52;24.8;58.6;16.6;10.5;7.4
55059;Bonnet;63;105;47;29.5;48.8;21.7;8;6.6
55060;Bonzée;105;206;53;28.9;56.5;14.6;9.7;6.6
55061;Le Bouchon-sur-Saulx;65;129;43;27.5;54.5;18;14.4;7.2
55062;Bouconville-sur-Madt;32;60;13;30.5;57.1;12.4;12.7;2.9
55063;Bouligny;727;1246;754;26.6;45.7;27.6;10.4;13.9
55064;Bouquemont;41;56;19;35.5;48.4;16.1;7.4;9
55065;Boureuilles;34;68;24;27;54;19;5.2;7.5
55066;Bovée-sur-Barboure;47;61;25;35.3;45.9;18.8;18.8;8.7
55067;Boviolles;32;64;12;29.5;59;11.4;11.1;10.2
55068;Brabant-en-Argonne;29;50;24;28.2;48.5;23.3;10.2;9.4
55069;Brabant-le-Roi;65;125;47;27.3;52.8;19.9;11.2;10
55070;Brabant-sur-Meuse;59;66;13;42.4;48;9.6;14.9;5
55071;Brandeville;41;85;44;24.4;50;25.6;16;9.5
55072;Braquis;22;46;26;23.9;48.9;27.2;6.1;11.2
55073;Bras-sur-Meuse;245;351;109;34.7;49.7;15.5;13.4;7.1
55075;Brauvilliers;49;90;32;28.8;52.5;18.8;13.1;11.4
55076;Bréhéville;52;102;28;28.6;56.1;15.3;7;14.9
55077;Breux;87;140;41;32.4;52.3;15.2;4.6;8
55078;Brieulles-sur-Meuse;100;167;64;30.1;50.4;19.5;9.8;12.3
55079;Brillon-en-Barrois;177;327;92;29.7;54.8;15.4;11;8.4
55080;Brixey-aux-Chanoines;18;45;17;22.2;56.8;21;5.5;6.5
55081;Brizeaux;10;26;14;19.2;51.9;28.8;3.5;10.6
55082;Brocourt-en-Argonne;4;31;12;8.5;66;25.5;6.8;10.2
55083;Brouennes;42;85;27;27.2;55.1;17.7;14.6;14
55084;Broussey-en-Blois;14;33;12;23.7;55.9;20.3;9;9
55085;Broussey-Raulecourt;78;144;31;30.9;57;12.1;11.3;10.9
55087;Bure;31;37;23;33.7;40.7;25.6;8.3;11.4
55088;Burey-en-Vaux;33;75;35;23;52.5;24.5;11.5;7.9
55089;Burey-la-Côte;22;42;19;26.5;50.6;22.9;14.1;8.2
55093;Buxières-sous-les-Côtes;60;153;63;21.7;55.6;22.7;9.2;12.8
55094;Buzy-Darmont;182;300;86;32.1;52.7;15.2;15.2;5.2
55095;Cesse;36;72;22;27.6;55.3;17.1;4.9;9.9
55096;Chaillon;21;56;19;22.1;57.9;20;11.7;16.1
55097;Chalaines;91;184;52;27.8;56.2;16;10.5;7.6
55099;Champneuville;36;68;14;30.2;57.8;12.1;17.2;10.7
55100;Champougny;34;61;11;32.1;57.1;10.7;13.9;8.9
55101;Chardogne;79;159;59;26.6;53.6;19.8;11.3;7.5
55102;Charny-sur-Meuse;181;293;86;32.3;52.3;15.4;11.1;7.5
55103;Charpentry;2;15;8;9.1;59.1;31.8;3.2;3.2
55104;Chassey-Beaupré;34;55;30;28.9;46.3;24.8;9.2;11.3
55105;Châtillon-sous-les-Côtes;51;86;26;31.4;52.7;15.9;15.9;6.6
55106;Chattancourt;56;88;24;33.3;52.4;14.3;14.1;6.3
55107;Chaumont-devant-Damvillers;18;27;4;36.7;55.1;8.2;8.9;4.4
55108;Chaumont-sur-Aire;43;80;38;26.8;49.7;23.5;8.6;9.7
55109;Chauvency-le-Château;85;141;44;31.5;52.2;16.3;11.1;12.1
55110;Chauvency-Saint-Hubert;83;143;31;32.1;55.7;12.2;13.5;7.5
55111;Chauvoncourt;123;273;87;25.5;56.5;18;7.5;8.3
55113;Cheppy;30;71;25;24;56;20;8.4;9.1
55114;Chonville-Malaumont;38;88;42;22.5;52.7;24.9;10.1;14
55115;Cierges-sous-Montfaucon;12;29;17;21.4;50;28.6;4.9;9.9
55116;Le Claon;16;30;8;29.6;55.6;14.8;10.3;17.6
55117;Clermont-en-Argonne;437;802;327;27.9;51.2;20.9;11.8;12.1
55118;Cléry-le-Grand;24;45;9;30.9;58;11.1;9.9;12.4
55119;Cléry-le-Petit;49;98;43;25.8;51.5;22.7;10.6;11.9
55120;Combles-en-Barrois;214;480;169;24.8;55.6;19.6;8.6;6.6
55121;Combres-sous-les-Côtes;31;64;19;27.4;56.4;16.2;4.7;9.3
55122;Commercy;2066;3076;1198;32.6;48.5;18.9;14.1;11.8
55123;Les Hauts-de-Chée;200;428;105;27.3;58.3;14.3;11.1;9.6
55124;Consenvoye;83;146;59;28.8;50.7;20.5;11.7;11.4
55125;Contrisson;234;410;101;31.4;55;13.6;11.5;5.7
55127;Courcelles-en-Barrois;6;19;7;19.4;58.1;22.6;7.8;2.6
55128;Courcelles-sur-Aire;6;22;9;16.2;59.5;24.3;5.8;13.5
55129;Courouvre;9;20;7;26.2;54.8;19;0;16.7
55132;Cousances-les-Forges;527;930;249;30.9;54.5;14.6;14.1;6.9
55133;Couvertpuis;19;45;24;21.6;51.1;27.3;5.1;19.4
55134;Couvonges;51;88;13;33.3;57.8;8.8;15.5;6.3
55137;Cuisy;14;24;9;28.8;51.9;19.2;5.9;7.8
55140;Cunel;0;5;9;0;33.3;66.7;0;45.2
55141;Dagonville;18;50;14;22;61;17.1;6.9;11.5
55142;Dainville-Bertheléville;40;77;40;25.5;49;25.5;9.3;9.9
55143;Damloup;55;81;14;36.7;53.7;9.5;13.7;5.2
55144;Dammarie-sur-Saulx;134;230;78;30.2;52;17.7;14.1;12.3
55145;Damvillers;186;348;121;28.4;53.1;18.5;9;8.9
55146;Dannevoux;69;106;40;32.1;49.3;18.6;8.2;7.8
55148;Delouze-Rosières;36;76;18;27.7;58.5;13.8;11;9.6
55149;Delut;28;55;22;26.9;51.9;21.2;8.4;10.2
55150;Demange-Baudignécourt;196;322;104;31.5;51.8;16.7;10.6;8.8
55153;Dieppe-sous-Douaumont;48;89;43;26.6;49.7;23.7;11.1;10.6
55154;Dieue-sur-Meuse;417;757;224;29.8;54.1;16;11.2;7.4
55155;Dombasle-en-Argonne;129;222;74;30.3;52.3;17.4;13.8;10.2
55156;Dombras;39;80;20;28.2;57.3;14.5;10.2;7
