Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021
71285;Martigny-le-Comte;28;120;14;70;36;106;16;62
71286;Mary;25;74;5;48;21;79;4;50
71287;Massilly;26;81;9;41;32;81;8;48
71289;Matour;61;314;57;178;79;310;53;196
71290;Mazille;23;91;16;47;28;90;11;56
71291;Melay;64;297;40;178;79;257;27;166
71292;Mellecey;97;364;43;230;92;375;42;236
71293;Ménetreuil;27;115;18;63;34;109;12;70
71294;Mercurey;107;379;85;210;85;395;86;202
71295;Mervans;86;409;76;238;94;378;67;225
71296;Messey-sur-Grosne;44;230;32;152;46;223;28;152
71297;Mesvres;63;194;22;116;56;204;24;118
71299;Milly-Lamartine;30;103;15;56;32;91;11;51
71300;Le Miroir;47;171;21;111;39;176;30;99
71301;Mont;16;48;6;30;12;54;4;35
71302;Montagny-lès-Buxy;21;66;9;36;22;59;2;35
71303;Montagny-près-Louhans;31;157;27;95;36;150;20;98
71305;Montbellet;40;247;33;171;43;242;35;168
71306;Montceau-les-Mines;1273;4624;921;2609;1095;4745;809;2662
71307;Montceaux-l'Étoile;20;80;11;48;21;77;11;46
71308;Montceaux-Ragny;8;8;2;4;2;13;1;4
71309;Montcenis;170;476;77;254;144;501;65;266
71310;Montchanin;368;1381;264;831;285;1452;237;847
71311;Montcony;20;81;19;39;24;73;13;40
71312;Montcoy;17;84;13;52;19;77;12;49
71313;Monthelon;26;125;26;75;24;118;20;72
71314;Montjay;20;64;7;38;19;50;3;28
71315;Mont-lès-Seurre;6;61;7;36;18;47;7;34
71316;Montmelard;22;105;18;68;19;102;15;65
71317;Montmort;15;64;14;33;17;52;5;32
71318;Montpont-en-Bresse;88;324;55;169;100;303;40;175
71319;Montret;49;246;36;148;62;209;24;136
71320;Mont-Saint-Vincent;19;81;11;43;27;70;16;35
71321;Morey;9;67;14;37;16;59;5;45
71322;Morlet;10;13;1;9;3;17;0;8
71323;Mornay;15;35;0;23;12;34;1;18
71324;Moroges;42;182;24;107;50;169;22;104
71325;La Motte-Saint-Jean;91;382;45;231;106;338;34;213
71326;Mouthier-en-Bresse;24;116;16;66;34;108;15;69
71327;Mussy-sous-Dun;24;109;16;62;31;99;11;63
71328;Nanton;43;191;25;127;39;197;25;129
71329;Navilly;23;129;22;79;28;108;12;73
71330;Neuvy-Grandchamp;51;232;34;137;61;206;25;130
71331;Nochize;9;28;2;19;7;34;5;19
71332;Ormes;42;134;22;80;32;138;17;79
71333;Oslon;89;408;64;247;96;390;66;235
71334;Oudry;25;124;20;75;29;107;14;68
71335;Ouroux-sous-le-Bois-Sainte-Marie;1;25;6;14;5;12;3;9
71336;Ouroux-sur-Saône;207;961;156;614;192;965;137;621
71337;Oyé;26;84;9;50;25;86;8;53
71338;Ozenay;22;63;10;36;17;61;9;29
71339;Ozolles;26;112;14;61;37;96;15;55
71340;Palinges;107;431;69;259;103;393;52;234
71341;Palleau;10;97;18;64;15;76;11;56
71342;Paray-le-Monial;668;2305;432;1308;566;2489;462;1358
71343;Paris-l'Hôpital;17;77;16;50;11;82;11;55
71344;Passy;6;22;3;11;8;21;3;12
71345;Péronne;43;208;36;127;45;202;21;138
71346;Perrecy-les-Forges;111;427;63;232;132;419;54;255
71347;Perreuil;33;181;32;118;32;172;27;113
71348;Perrigny-sur-Loire;10;41;2;22;18;39;5;24
71349;La Petite-Verrière;3;17;1;11;6;17;1;13
71350;Pierreclos;57;290;45;172;73;257;46;154
71351;Pierre-de-Bresse;162;472;74;265;133;531;81;287
71352;Le Planois;10;21;3;7;10;25;5;10
71353;Plottes;44;146;15;87;44;160;15;101
71354;Poisson;51;164;26;95;43;170;22;96
71355;Pontoux;16;90;12;58;20;77;7;54
71356;Pouilloux;71;312;60;175;76;304;43;189
71357;Pourlans;11;53;4;34;15;52;3;38
71358;Pressy-sous-Dondin;11;27;4;16;6;33;3;19
71359;Préty;52;154;23;89;42;164;9;102
71360;Prissé;137;578;81;346;152;582;80;365
71361;Prizy;4;19;2;14;4;16;2;10
71362;Pruzilly;24;115;15;73;26;101;15;62
71363;Le Puley;6;27;4;17;7;23;4;14
71364;La Racineuse;13;53;6;35;12;49;7;29
71365;Rancy;45;170;27;104;39;173;22;107
71366;Ratenelle;23;106;10;66;30;98;14;60
71367;Ratte;36;108;11;66;31;103;11;56
71368;Reclesne;30;81;9;47;25;85;13;43
71369;Remigny;32;127;23;76;28;130;24;74
71370;Rigny-sur-Arroux;55;182;29;100;52;173;27;90
71371;La Roche-Vineuse;117;428;62;259;107;422;44;260
71372;Romanèche-Thorins;115;593;110;378;104;580;110;355
71373;Romenay;132;451;64;264;123;453;71;250
71374;Rosey;17;49;4;25;20;46;3;26
71376;Roussillon-en-Morvan;13;71;5;46;20;65;7;45
71377;Royer;15;46;5;26;15;38;4;20
71378;Rully;111;480;69;302;109;449;49;290
71379;Sagy;98;362;47;209;106;330;39;193
71380;Saillenard;56;226;39;134;53;230;27;147
71381;Sailly;9;21;2;12;7;21;1;12
71382;Saint-Agnan;56;200;31;113;56;212;31;124
71383;Saint-Albain;38;178;28;106;45;184;32;114
71384;Saint-Ambreuil;35;133;28;77;27;141;25;81
71385;Saint-Amour-Bellevue;38;184;32;113;39;163;20;105
71386;Saint-André-en-Bresse;9;31;2;23;6;34;5;21
71387;Saint-André-le-Désert;10;70;13;40;17;57;8;39
71388;Saint-Aubin-en-Charollais;41;161;28;94;40;154;25;88
71389;Saint-Aubin-sur-Loire;20;76;9;50;17;65;8;36
71390;Saint-Berain-sous-Sanvignes;74;337;63;203;71;310;41;194
71391;Saint-Bérain-sur-Dheune;34;170;28;103;39;162;25;104
71392;Saint-Boil;33;142;25;92;25;151;28;90
71393;Saint-Bonnet-de-Cray;36;147;15;92;39;149;21;91
71394;Saint-Bonnet-de-Joux;66;202;26;118;59;193;25;102
71395;Saint-Bonnet-de-Vieille-Vigne;12;52;10;29;13;58;6;39
71396;Saint-Bonnet-en-Bresse;38;137;23;80;34;126;21;67
71397;Sainte-Cécile;21;96;17;60;18;76;8;47
71398;Saint-Christophe-en-Bresse;77;331;39;218;75;327;46;205
71399;Saint-Christophe-en-Brionnais;50;146;22;79;45;149;20;80
71400;Saint-Clément-sur-Guye;20;37;1;19;18;42;0;23
71401;Sainte-Croix-en-Bresse;54;197;32;114;52;179;24;101
71402;Saint-Cyr;65;225;42;127;56;251;46;140
71403;Saint-Denis-de-Vaux;28;81;11;45;25;94;18;48
71404;Saint-Désert;72;270;30;168;72;279;31;176
71405;Saint-Didier-en-Bresse;10;60;7;41;11;53;7;36
71406;Saint-Didier-en-Brionnais;8;35;2;20;12;23;2;13
71407;Saint-Didier-sur-Arroux;19;63;7;36;20;65;8;38
71408;Saint-Edmond;20;145;28;85;32;113;10;83
71409;Saint-Émiland;17;99;10;63;26;84;17;49
71410;Saint-Étienne-en-Bresse;63;255;42;156;58;237;34;140
71411;Saint-Eugène;15;62;8;42;13;49;9;26
71412;Saint-Eusèbe;76;356;50;221;85;344;46;221
71413;Saint-Firmin;63;233;40;133;61;209;24;121
71414;Saint-Forgeot;42;131;17;73;40;124;15;66
71415;Sainte-Foy;10;39;10;16;14;31;3;18
71416;Saint-Gengoux-de-Scissé;46;175;33;91;51;175;31;98
71417;Saint-Gengoux-le-National;69;272;52;150;70;265;32;164
71419;Saint-Germain-du-Bois;149;458;73;248;136;485;68;268
71420;Saint-Germain-du-Plain;158;665;114;386;165;684;96;429
71421;Saint-Germain-en-Brionnais;12;55;12;27;16;42;4;26
71422;Saint-Germain-lès-Buxy;20;85;8;56;20;81;10;51
71423;Saint-Gervais-en-Vallière;27;122;10;83;29;128;21;80
71424;Saint-Gervais-sur-Couches;15;60;5;46;9;57;5;37
71425;Saint-Gilles;21;89;16;50;24;94;15;57
71426;Sainte-Hélène;31;128;19;84;26;149;29;88
71427;Saint-Huruge;1;12;4;7;1;12;3;8
71428;Saint-Igny-de-Roche;48;235;46;140;49;236;38;150
71430;Saint-Jean-de-Vaux;22;113;9;71;33;125;20;83
71431;Saint-Jean-de-Trézy;30;117;13;73;31;127;19;78
71433;Saint-Julien-de-Civry;38;149;21;90;39;117;13;66
71434;Saint-Julien-de-Jonzy;30;89;17;48;25;91;7;53
71435;Saint-Julien-sur-Dheune;19;74;12;47;14;70;5;46
71436;Saint-Laurent-d'Andenay;80;291;47;181;63;302;48;175
71437;Saint-Laurent-en-Brionnais;36;99;10;50;39;98;9;53
71438;Saint-Léger-du-Bois;34;157;26;87;43;144;20;90
71439;Saint-Léger-lès-Paray;47;217;32;144;42;200;18;134
71440;Saint-Léger-sous-Beuvray;33;93;13;48;33;104;13;58
71441;Saint-Léger-sous-la-Bussière;12;90;18;46;26;72;12;48
71442;Saint-Léger-sur-Dheune;108;458;82;281;95;448;59;282
71443;Saint-Loup-Géanges;89;514;93;325;96;528;87;352
71444;Saint-Loup-de-Varennes;96;375;61;231;84;371;47;228
71445;Saint-Marcel;470;1787;307;1020;460;1887;307;1110
71446;Saint-Marcelin-de-Cray;15;48;6;32;10;49;5;29
71447;Saint-Mard-de-Vaux;21;74;13;47;14;76;7;48
71448;Saint-Martin-Belle-Roche;99;401;76;244;82;407;55;253
71449;Saint-Martin-d'Auxy;7;40;4;30;6;45;7;30
71450;Saint-Martin-de-Commune;10;33;1;23;9;31;5;16
71451;Saint-Martin-de-Lixy;9;38;6;15;17;26;3;14
71452;Saint-Martin-de-Salencey;9;34;3;21;10;30;3;19
71453;Saint-Martin-du-Lac;21;75;15;41;19;76;13;42
71454;Saint-Martin-du-Mont;7;58;13;33;12;46;6;33
71455;Saint-Martin-du-Tartre;13;45;5;24;15;44;3;28
71456;Saint-Martin-en-Bresse;159;580;84;354;143;587;70;358
71457;Saint-Martin-en-Gâtinois;3;33;3;20;10;34;4;27
71458;Saint-Martin-la-Patrouille;7;20;3;13;3;18;1;9
71459;Saint-Martin-sous-Montaigu;32;93;12;53;28;100;9;59
71460;Saint-Maurice-de-Satonnay;29;153;22;102;29;150;22;100
71461;Saint-Maurice-des-Champs;4;17;1;10;5;18;2;11
71462;Saint-Maurice-en-Rivière;25;157;19;112;26;151;21;105
71463;Saint-Maurice-lès-Châteauneuf;40;163;32;93;38;152;22;90
71464;Saint-Maurice-lès-Couches;9;56;9;35;12;44;2;33
71465;Saint-Micaud;18;98;20;59;19;81;8;55
71466;Saint-Nizier-sur-Arroux;7;32;9;16;7;34;8;19
71468;Saint-Pierre-de-Varennes;88;251;36;139;76;267;24;154
71469;Saint-Pierre-le-Vieux;33;123;24;68;31;106;14;59
71470;Saint-Point;28;110;14;67;29;100;10;61
71471;Saint-Privé;12;34;1;22;11;34;6;16
71472;Saint-Prix;20;59;9;26;24;57;5;32
71473;Saint-Racho;15;45;3;27;15;38;4;19
71474;Sainte-Radegonde;16;49;4;23;22;38;6;16
71475;Saint-Rémy;429;1752;338;1007;407;1860;302;1129
71477;Saint-Romain-sous-Gourdon;38;147;23;82;42;146;17;91
71478;Saint-Romain-sous-Versigny;9;28;5;15;7;24;2;12
71479;Saint-Sernin-du-Bois;138;499;69;299;131;519;73;308
71480;Saint-Sernin-du-Plain;48;174;25;98;51;171;20;103
71481;Saint-Symphorien-d'Ancelles;72;359;65;214;80;352;53;227
71482;Saint-Symphorien-de-Marmagne;54;248;37;155;57;242;29;160
71483;Saint-Symphorien-des-Bois;43;137;17;78;43;119;18;58
71484;Saint-Usuge;93;352;44;215;93;344;49;203
71485;Saint-Vallerin;15;75;8;47;20;79;11;54
71486;Saint-Vallier;686;2369;340;1372;657;2426;329;1411
71487;Saint-Vérand;19;52;12;26;13;42;2;20
71488;Saint-Vincent-des-Prés;11;25;3;10;12;24;2;11
71489;Saint-Vincent-en-Bresse;41;185;31;114;40;177;21;115
71490;Saint-Vincent-Bragny;68;304;52;181;72;293;48;177
71491;Saint-Yan;69;318;58;175;84;305;41;194
71493;Saisy;32;104;12;67;25;107;15;60
71494;La Salle;42;163;27;96;39;155;17;96
71495;Salornay-sur-Guye;56;223;39;125;59;222;37;129
71496;Sampigny-lès-Maranges;11;45;2;31;12;48;7;30
71497;Sancé;166;574;99;328;147;634;91;377
71498;Santilly;8;37;3;24;10;39;11;20
71499;Sanvignes-les-Mines;315;1259;208;749;302;1244;172;757
71500;Sarry;8;31;5;13;13;25;3;14
71501;Sassangy;13;50;8;23;19;43;2;28
71502;Sassenay;114;495;71;293;131;466;60;291
71503;Saules;13;44;8;28;9;38;2;24
71504;Saunières;5;24;3;12;8;24;3;15
71505;Savianges;9;19;1;11;7;21;0;12
71506;Savigny-en-Revermont;73;353;52;224;77;326;33;220
71507;Savigny-sur-Grosne;16;42;7;28;7;49;9;24
71508;Savigny-sur-Seille;28;117;14;64;40;104;11;64
71509;La Celle-en-Morvan;35;143;21;87;34;137;19;83
71510;Semur-en-Brionnais;46;126;12;71;43;158;17;96
71512;Sennecey-le-Grand;200;857;156;514;186;880;157;523
71513;Senozan;73;324;55;195;75;336;56;207
71514;Sens-sur-Seille;33;119;13;82;24;119;18;68
71515;Sercy;8;24;4;12;8;30;3;19
71516;Serley;39;164;20;99;44;168;26;103
71517;Sermesse;11;74;12;52;11;69;9;49
71518;Serrières;24;87;13;48;26;86;10;52
71519;Serrigny-en-Bresse;11;53;8;38;7;54;8;35
71520;Sevrey;97;435;61;265;108;366;52;217
71521;Sigy-le-Châtel;10;31;5;14;12;24;2;12
71522;Simandre;121;504;84;316;103;509;75;312
71523;Simard;75;362;62;217;83;354;57;222
71524;Sivignon;19;49;5;31;12;49;3;26
71525;Sologny;40;180;22;112;46;176;18;118
71526;Solutré-Pouilly;33;107;14;59;34;99;10;57
71527;Sommant;16;53;7;34;11;61;0;46
71528;Sornay;164;544;83;290;170;554;75;316
71529;Suin;31;76;8;37;31;69;10;29
71530;Sully;45;149;29;78;42;143;19;79
71531;La Tagnière;17;74;10;41;22;55;7;31
71532;Taizé;7;107;17;71;19;44;21;16
71533;Tancon;52;179;30;98;51;161;30;79
71534;Le Tartre;10;36;5;23;8;33;3;20
71535;Tavernay;37;148;26;80;42;152;27;88
71537;Thil-sur-Arroux;11;36;5;22;9;37;3;24
71538;Thurey;22;124;22;75;26;114;20;72
71539;Tintry;7;23;2;16;5;24;1;16
71540;Torcy;210;753;161;415;177;809;136;463
71541;Torpes;22;109;16;70;24;97;16;60
71542;Toulon-sur-Arroux;124;366;47;214;105;347;43;179
71543;Tournus;406;1590;342;880;368;1557;263;889
71544;Toutenant;16;54;3;30;21;59;6;37
71545;Tramayes;71;271;48;162;61;291;56;164
71546;Trambly;22;140;33;78;29;103;15;66
71547;Trivy;11;67;11;40;16;56;7;38
71548;Tronchy;18;74;7;52;15;75;9;48
71549;La Truchère;14;58;9;28;20;53;6;33
71550;Uchizy;48;240;31;156;54;240;32;160
71551;Uchon;9;30;4;17;9;27;3;16
71552;Uxeau;42;155;21;80;54;150;22;86
71553;Vareilles;20;71;8;43;20;78;6;52
71554;Varenne-l'Arconce;12;30;6;16;8;29;2;15
71555;Varennes-le-Grand;144;1036;208;673;155;588;84;360
71556;Varennes-lès-Mâcon;41;171;24;95;52;173;27;105
71557;Varenne-Saint-Germain;50;211;30;131;50;212;27;135
71558;Varennes-Saint-Sauveur;88;327;50;179;98;297;27;182
71559;Varennes-sous-Dun;47;139;18;75;46;137;16;74
71561;Vauban;20;67;12;33;22;62;6;36
71562;Vaudebarrier;11;54;6;38;10;56;10;34
71563;Vaux-en-Pré;7;23;4;10;9;21;5;9
71564;Vendenesse-lès-Charolles;60;220;27;125;67;201;21;120
71565;Vendenesse-sur-Arroux;38;171;32;102;37;151;19;94
71566;Verdun-sur-le-Doubs;70;296;64;156;77;274;47;158
71567;Vergisson;23;72;7;45;20;72;5;45
71568;Vérissey;4;20;6;8;5;16;4;7
71570;Verjux;34;149;20;92;37;137;18;85
71571;Verosvres;31;130;24;77;29;114;14;68
71572;Vers;14;71;15;40;16;63;7;42
71573;Versaugues;17;53;7;22;24;53;3;33
71574;Verzé;52;247;31;158;58;241;30;160
71576;Le Villars;23;78;14;42;22;73;11;39
71577;Villegaudin;13;75;13;47;14;65;8;43
71578;Clux-Villeneuve;23;104;16;53;35;87;12;52
71579;Villeneuve-en-Montagne;7;47;5;31;11;45;5;33
71580;Vincelles;29;134;21;77;37;113;10;74
71581;Vindecy;14;83;17;47;18;62;10;38
71582;La Vineuse sur Fregande;62;187;27;106;53;181;14;105
71583;Vinzelles;67;214;29;119;66;219;25;127
71584;Viré;79;401;67;230;104;343;48;216
71585;Virey-le-Grand;130;442;58;245;139;453;56;267
71586;Viry;18;75;5;42;27;72;13;42
71588;Vitry-en-Charollais;94;350;60;190;99;336;42;200
71589;Vitry-sur-Loire;31;120;12;71;37;120;19;70
71590;Volesvres;62;189;25;102;61;191;21;107
71591;Fleurville;30;139;20;90;29;142;17;95
72001;Aigné;120;537;107;315;115;529;78;331
72002;Aillières-Beauvoir;23;56;12;33;11;59;7;29
72003;Allonnes;779;2946;600;1670;676;3225;670;1776
72004;Amné;22;184;33;122;29;172;24;125
72005;Ancinnes;67;268;42;157;68;260;37;156
72006;Arçonnay;139;515;112;289;114;556;98;318
72007;Ardenay-sur-Mérize;28;150;31;100;19;150;22;100
72008;Arnage;364;1490;310;835;345;1550;283;903
72009;Arthezé;19;114;23;67;23;115;18;77
72010;Asnières-sur-Vègre;29;124;17;66;41;103;13;61
72011;Assé-le-Boisne;57;273;51;166;56;265;43;165
72012;Assé-le-Riboul;26;170;27;106;37;133;21;86
72013;Aubigné-Racan;163;598;102;348;148;600;102;335
72015;Les Aulneaux;10;39;4;21;14;32;4;18
72016;Auvers-le-Hamon;87;441;89;256;95;416;80;249
72017;Auvers-sous-Montfaucon;12;75;11;53;11;72;13;46
72018;Avesnes-en-Saosnois;8;29;2;18;9;31;1;21
72019;Avessé;26;115;18;70;27;121;18;77
72020;Avezé;67;237;28;141;68;229;28;134
72021;Avoise;45;204;26;128;49;170;20;105
72022;Le Bailleul;56;366;68;235;63;367;71;240
72023;Ballon-Saint Mars;148;639;110;388;141;680;110;423
72024;La Bazoge;268;1126;192;669;265;1111;153;690
72025;Bazouges Cré sur Loir;127;607;109;369;129;599;98;374
72026;Beaufay;94;455;62;289;104;457;71;292
72027;Beaumont-sur-Dême;26;106;25;55;26;94;14;53
72028;Beaumont-Pied-de-Bœuf;34;149;21;82;46;138;17;87
72029;Beaumont-sur-Sarthe;129;532;120;305;107;492;88;275
72031;Beillé;27;175;28;119;28;158;23;108
72032;Berfay;24;108;13;63;32;103;17;62
72034;Bérus;34;118;16;64;39;123;17;72
72035;Bessé-sur-Braye;176;523;83;276;165;547;81;290
72036;Béthon;18;92;9;69;15;85;13;55
72037;Blèves;13;36;5;24;6;37;3;21
72038;Boëssé-le-Sec;44;182;37;107;38;163;25;94
72039;Bonnétable;258;972;188;528;257;982;154;570
72040;La Bosse;10;48;8;30;9;47;11;25
72041;Bouër;10;117;17;80;20;102;12;80
72042;Bouloire;133;575;105;351;119;584;105;345
72043;Bourg-le-Roi;17;89;10;60;19;96;16;63
72044;Bousse;23;139;24;88;27;127;24;80
72045;Brains-sur-Gée;31;261;59;165;36;245;43;171
72046;Le Breil-sur-Mérize;81;496;89;329;77;452;64;307
72047;Brette-les-Pins;130;692;145;418;129;656;109;417
72048;Briosne-lès-Sables;35;173;33;97;44;155;19;100
72049;La Bruère-sur-Loir;11;68;12;42;13;75;12;51
72050;Brûlon;116;444;84;253;107;430;65;248
72051;Cérans-Foulletourte;189;1055;202;648;206;1017;182;645
72052;Chahaignes;52;158;30;76;52;153;21;80
72053;Challes;87;369;67;207;95;363;71;205
72054;Champagné;244;1300;374;687;239;1050;152;654
72056;Champfleur;106;376;65;212;99;390;60;223
72057;Champrond;10;26;3;15;8;23;1;11
72058;Changé;467;1936;354;1098;484;2034;328;1238
72059;Chantenay-Villedieu;49;275;52;166;57;234;39;145
72060;La Chapelle-aux-Choux;22;86;14;41;30;74;7;45
72061;La Chapelle-d'Aligné;77;546;83;380;83;517;81;359
72062;La Chapelle-du-Bois;61;269;42;176;51;254;33;161
72064;La Chapelle-Huon;48;154;32;76;47;140;20;72
72065;La Chapelle-Saint-Aubin;188;648;128;335;184;659;101;369
72066;La Chapelle-Saint-Fray;38;124;9;78;37;138;14;85
72067;La Chapelle-Saint-Rémy;57;311;54;193;64;311;51;203
72068;La Chartre-sur-le-Loir;95;317;65;152;99;328;54;178
72070;Chassillé;19;91;20;49;22;72;11;42
72071;Montval-sur-Loir;415;1444;268;776;400;1533;261;857
72072;Château-l'Hermitage;13;88;12;62;15;75;13;50
72073;Chaufour-Notre-Dame;93;369;62;226;80;384;52;240
72074;Chemiré-en-Charnie;13;58;10;37;11;60;6;41
72075;Chemiré-le-Gaudin;51;327;48;221;58;303;53;200
72076;Chenay;11;72;6;52;14;71;8;52
72077;Chenu;26;125;17;82;26;108;20;62
72078;Chérancé;32;100;15;60;25;112;17;62
72079;Chérisay;14;104;22;61;21;84;14;56
72080;Cherré-Au;205;746;132;435;179;774;124;444
72083;Chevillé;27;123;20;72;31;120;11;82
72084;Clermont-Créans;88;407;67;250;89;386;51;248
72085;Cogners;14;65;15;35;15;50;6;30
72086;Commerveil;15;41;5;25;11;41;3;23
72087;Conflans-sur-Anille;49;147;23;80;44;139;14;76
72088;Congé-sur-Orne;17;117;25;72;20;101;14;70
72089;Conlie;114;498;105;278;115;481;83;283
72090;Connerré;173;800;166;461;173;829;154;502
72091;Contilly;16;42;4;20;18;38;7;15
72093;Cormes;85;286;38;177;72;282;41;156
72094;Coudrecieux;30;192;34;116;43;180;28;122
72095;Coulaines;506;2491;628;1425;438;2326;464;1356
72096;Coulans-sur-Gée;88;500;89;318;94;496;95;314
72098;Coulongé;45;162;28;82;52;152;25;82
72099;Courcebœufs;36;208;36;138;34;201;32;133
72100;Courcelles-la-Forêt;23;132;19;90;24;137;28;87
72101;Courcemont;31;222;26;148;48;213;34;148
72102;Courcival;5;31;6;17;7;27;5;16
72103;Courdemanche;43;183;24;106;53;164;25;96
72104;Courgains;38;173;35;103;34;176;29;109
72105;Courgenard;31;150;27;81;42;133;16;86
72106;Courtillers;65;304;51;177;75;310;57;188
72107;Crannes-en-Champagne;18;128;24;79;25;97;16;63
72109;Crissé;35;185;43;116;25;169;34;100
72110;Crosmières;49;320;75;192;52;341;75;217
72111;Cures;37;169;28;97;45;163;31;96
72112;Dangeul;46;154;25;87;41;151;29;76
72113;Degré;61;240;36;143;62;243;34;148
72114;Dehault;22;85;15;53;17;80;13;45
72115;Dissay-sous-Courcillon;56;259;42;163;54;262;41;165
72118;Dollon;89;443;84;264;94;412;64;258
72119;Domfront-en-Champagne;68;337;53;206;78;334;55;212
72120;Doucelles;19;85;18;49;19;80;18;44
72121;Douillet;17;105;13;69;23;95;17;60
72122;Duneau;78;333;54;201;78;316;42;196
72123;Dureil;5;19;5;10;4;22;9;9
72124;Écommoy;333;1366;243;802;321;1405;235;837
72125;Écorpain;29;99;14;66;19;95;13;53
72126;Épineu-le-Chevreuil;19;106;15;66;24;90;16;54
72127;Étival-lès-le-Mans;155;562;94;295;173;569;92;322
72128;Val-d'Étangson;47;159;24;91;44;152;22;83
72129;Fatines;50;287;40;191;56;298;44;204
72130;Fay;34;247;42;158;47;223;27;161
72131;Fercé-sur-Sarthe;39;187;39;121;28;180;32;108
72132;La Ferté-Bernard;628;2348;486;1366;496;2529;513;1388
72133;Fillé;129;513;107;287;118;510;76;305
72134;Flée;55;163;26;99;38;161;19;87
72135;La Fontaine-Saint-Martin;30;183;34;119;30;180;25;125
72136;Fontenay-sur-Vègre;17;112;15;73;25;93;12;63
72137;Villeneuve-en-Perseigne;148;627;108;383;136;622;97;376
72138;Fresnay-sur-Sarthe;191;717;111;437;168;784;140;452
72139;Fyé;64;291;46;180;64;297;46;187
72141;Gesnes-le-Gandelin;63;295;45;190;61;277;42;172
72142;Grandchamp;15;46;4;27;15;43;2;26
72143;Le Grand-Lucé;136;470;81;259;130;489;76;277
72144;Gréez-sur-Roc;25;94;16;56;22;83;11;47
72145;Le Grez;35;116;20;60;36;117;21;61
72146;Guécélard;214;902;143;568;191;941;146;581
72147;La Guierche;83;401;60;252;89;392;56;253
72148;Jauzé;5;31;9;16;6;21;2;14
72149;Joué-en-Charnie;33;203;41;122;40;201;49;118
72150;Joué-l'Abbé;81;396;73;239;84;397;59;256
72151;Juigné-sur-Sarthe;118;380;66;210;103;370;56;196
72152;Juillé;37;119;18;60;41;117;22;58
72153;Jupilles;42;168;21;97;51;151;22;88
72154;La Flèche;1175;4421;1100;2325;996;4545;960;2410
72155;Laigné-en-Belin;138;676;135;383;158;649;102;408
72156;Lamnay;64;299;47;191;61;289;48;177
72157;Lavardin;32;207;28;126;53;209;31;145
72158;Lavaré;56;263;49;170;45;246;37;153
72160;Lavernat;50;183;24;113;46;180;30;101
72161;Lhomme;74;250;41;128;81;248;45;128
72163;Ligron;21;161;23;113;25;146;28;97
72164;Livet-en-Saosnois;4;22;6;8;8;21;5;11
72165;Lombron;150;594;100;352;142;576;95;331
72166;Longnes;23;107;15;69;23;95;17;55
72167;Louailles;35;246;51;158;37;222;42;145
72168;Loué;146;555;116;314;125;569;96;327
72169;Louplande;109;476;88;288;100;477;81;287
72170;Louvigny;13;54;4;34;16;48;7;29
72171;Louzes;10;31;2;18;11;24;2;12
72172;Le Luart;89;449;86;278;85;429;70;270
72173;Luceau;81;347;76;190;81;356;60;215
72174;Lucé-sous-Ballon;7;40;3;27;10;29;3;19
72175;Luché-Pringé;133;438;69;251;118;425;52;240
72176;Le Lude;322;1039;183;563;293;1059;177;561
72177;Maigné;24;112;16;68;28;119;21;74
72178;Maisoncelles;14;59;11;37;12;61;9;38
72179;Malicorne-sur-Sarthe;116;537;90;319;128;528;80;333
72180;Mamers;377;1325;275;746;303;1384;266;740
72181;Le Mans;8972;42830;10946;24476;7408;45711;10760;25979
72182;Mansigné;105;444;71;277;97;455;81;268
72183;Marçon;79;319;48;183;88;312;41;192
72184;Mareil-en-Champagne;29;111;19;65;27;117;20;67
72185;Mareil-sur-Loir;42;211;37;132;41;197;29;126
72186;Maresché;47;261;44;169;48;258;38;173
72187;Marigné-Laillé;113;489;64;310;115;487;59;316
72188;Marollette;17;49;5;29;15;46;6;23
72189;Marolles-les-Braults;159;522;86;305;131;563;83;321
72190;Marolles-lès-Saint-Calais;22;87;11;52;24;82;11;49
72191;Mayet;206;878;149;515;213;854;141;507
72192;Les Mées;4;27;0;18;9;28;1;23
72193;Melleray;26;128;18;80;29;126;21;78
72194;Meurcé;16;89;19;54;16;82;12;54
72195;Mézeray;82;583;94;388;101;542;96;365
72196;Mézières-sur-Ponthouin;36;242;38;161;42;211;35;140
72197;Mézières-sous-Lavardin;30;227;43;154;30;206;34;142
72198;La Milesse;194;804;140;462;202;800;117;490
72199;Moitron-sur-Sarthe;17;85;15;51;18;81;13;51
72200;Moncé-en-Belin;243;1166;198;732;236;1126;173;710
72201;Moncé-en-Saosnois;18;88;14;50;24;66;7;41
72202;Monhoudou;13;70;11;42;17;58;8;36
72204;Montaillé;32;149;13;103;33;164;34;98
72205;Montbizot;118;569;95;367;106;575;88;369
72208;Montmirail;19;98;15;58;25;83;7;57
