Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb d'hommes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021;Nb de femmes de 15 à 64 ans par tranche d'âge 2021
72209;Montreuil-le-Chétif;17;109;25;60;24;87;12;58
72210;Montreuil-le-Henri;22;98;19;61;18;90;16;52
72211;Mont-Saint-Jean;41;195;35;113;48;181;32;108
72212;Moulins-le-Carbonnel;45;221;43;124;54;195;24;126
72213;Mulsanne;414;1466;302;810;354;1659;293;952
72214;Nauvay;3;4;1;1;2;4;0;1
72215;Neufchâtel-en-Saosnois;70;300;55;176;69;312;57;185
72216;Neuvillalais;28;206;50;131;25;183;35;121
72217;Neuville-sur-Sarthe;194;716;121;412;183;726;108;424
72218;Neuvillette-en-Charnie;15;92;14;59;19;89;15;59
72219;Bernay-Neuvy-en-Champagne;46;263;55;149;59;253;63;144
72220;Nogent-le-Bernard;62;252;30;157;65;232;27;143
72221;Nogent-sur-Loir;26;115;20;69;26;98;12;59
72222;Nouans;16;83;16;49;18;72;12;44
72223;Noyen-sur-Sarthe;159;762;148;461;154;749;119;471
72224;Nuillé-le-Jalais;24;153;23;101;29;158;24;110
72225;Oisseau-le-Petit;39;199;35;133;31;202;38;126
72226;Oizé;55;429;84;282;63;411;80;276
72227;Panon;2;11;1;9;1;14;3;9
72228;Parcé-sur-Sarthe;137;629;127;358;143;620;108;375
72229;Parennes;23;139;18;88;32;127;24;80
72230;Parigné-le-Pôlin;75;335;56;201;78;338;39;224
72231;Parigné-l'Évêque;361;1562;269;934;360;1628;263;1003
72232;Notre-Dame-du-Pé;25;250;47;166;37;222;44;152
72233;Peray;6;17;3;9;5;22;2;14
72234;Pezé-le-Robert;21;116;23;67;26;99;15;64
72235;Piacé;17;120;16;89;15;106;18;70
72236;Pincé;17;62;5;38;20;62;14;32
72237;Pirmil;26;158;16;115;28;152;17;109
72238;Pizieux;4;23;1;14;7;25;5;15
72239;Poillé-sur-Vègre;39;203;35;126;42;196;48;109
72241;Montfort-le-Gesnois;192;834;154;500;179;872;172;509
72243;Pontvallain;97;468;73;290;105;451;78;276
72244;Précigné;204;904;160;538;206;903;141;558
72245;Préval;52;215;40;125;51;213;34;127
72246;Prévelles;12;75;13;48;15;62;7;44
72247;Pruillé-le-Chétif;108;425;71;242;112;421;63;250
72248;Pruillé-l'Éguillé;47;264;45;167;53;251;40;164
72249;La Quinte;45;277;36;185;56;260;36;180
72250;Rahay;11;46;4;27;16;52;12;29
72251;René;19;128;20;80;28;109;17;73
72252;Requeil;73;358;64;206;88;324;50;201
72253;Roëzé-sur-Sarthe;178;849;156;482;211;802;164;460
72254;Rouessé-Fontaine;11;84;15;48;21;80;21;48
72255;Rouessé-Vassé;62;237;42;136;58;217;29;125
72256;Rouez;40;251;44;156;51;224;47;138
72257;Rouillon;187;622;115;343;163;639;113;339
72259;Rouperroux-le-Coquet;21;96;14;52;30;82;12;49
72260;Ruaudin;244;982;171;566;245;1000;166;589
72261;Ruillé-en-Champagne;13;117;22;75;20;89;13;63
72262;Loir en Vallée;174;533;86;263;184;512;74;264
72264;Sablé-sur-Sarthe;850;3587;811;2094;682;3662;929;1883
72265;Saint-Aignan;15;73;8;46;19;63;6;42
72266;Saint-Aubin-de-Locquenay;50;219;40;122;57;210;33;127
72267;Saint-Aubin-des-Coudrais;60;296;53;170;73;273;46;167
72268;Saint-Biez-en-Belin;45;229;44;140;46;218;34;139
72269;Saint-Calais;230;795;142;426;227;736;95;411
72270;Saint-Calez-en-Saosnois;15;45;11;27;7;54;10;30
72271;Saint-Célerin;42;294;44;205;45;277;44;191
72272;Sainte-Cérotte;33;106;9;63;35;94;13;48
72273;Saint-Christophe-du-Jambet;8;72;5;56;11;64;13;43
72274;Saint-Christophe-en-Champagne;12;69;14;46;9;63;10;41
72275;Saint-Corneille;56;486;101;317;67;468;86;327
72276;Saint-Cosme-en-Vairais;115;550;107;297;146;506;79;313
72277;Saint-Denis-des-Coudrais;7;41;2;25;14;35;2;26
72278;Saint-Denis-d'Orques;51;225;39;129;56;194;31;113
72279;Saint-Georges-de-la-Couée;16;44;4;28;12;40;6;18
72280;Saint-Georges-du-Bois;166;662;105;397;160;664;93;404
72281;Saint-Georges-du-Rosay;35;139;26;82;30;132;17;80
72282;Saint-Georges-le-Gaultier;39;160;27;82;51;150;21;90
72283;Saint-Germain-d'Arcé;25;119;25;61;33;96;16;55
72286;Saint-Gervais-de-Vic;28;121;17;68;35;113;15;69
72287;Saint-Gervais-en-Belin;174;621;107;340;173;621;92;355
72289;Sainte-Jamme-sur-Sarthe;122;589;120;351;117;594;117;356
72290;Saint-Jean-d'Assé;89;626;141;391;94;568;109;370
72291;Saint-Jean-de-la-Motte;64;290;42;188;60;280;53;162
72292;Saint-Jean-des-Échelles;21;68;11;41;16;68;9;38
72293;Saint-Jean-du-Bois;33;189;32;118;39;165;27;105
72294;Saint-Léonard-des-Bois;33;156;29;96;31;140;25;82
72295;Saint-Longis;40;135;12;72;51;147;28;80
72296;Saint-Maixent;48;244;45;142;57;216;34;133
72297;Saint-Marceau;31;168;24;109;36;153;16;106
72298;Saint-Mars-de-Locquenay;35;171;31;104;36;178;31;112
72299;Saint-Mars-d'Outillé;125;773;139;490;143;750;125;499
72300;Saint-Mars-la-Brière;165;845;137;529;179;804;123;516
72302;Saint-Martin-des-Monts;12;58;8;36;14;51;5;33
72303;Saint-Michel-de-Chavaignes;38;239;45;158;36;199;26;135
72305;Saint-Ouen-de-Mimbré;60;269;45;155;69;263;37;166
72306;Saint-Ouen-en-Belin;81;435;90;263;81;420;79;259
72307;Saint-Ouen-en-Champagne;9;81;13;56;12;68;8;51
72308;Saint-Paterne - Le Chevain;197;640;176;303;161;611;96;318
72309;Saint-Paul-le-Gaultier;21;101;11;65;25;81;10;50
72310;Saint-Pavace;173;545;75;319;150;581;78;330
72311;Saint-Pierre-de-Chevillé;26;109;19;63;27;97;13;58
72312;Saint-Pierre-des-Bois;10;68;7;49;12;60;8;42
72313;Saint-Pierre-des-Ormes;15;68;5;46;17;62;13;35
72314;Saint-Pierre-du-Lorouër;27;128;18;81;29;116;20;69
72315;Saint-Rémy-de-Sillé;65;254;48;135;71;230;31;135
72316;Saint-Rémy-des-Monts;50;208;32;112;65;198;23;126
72317;Saint-Rémy-du-Val;34;146;14;84;49;143;28;81
72319;Sainte-Sabine-sur-Longève;39;237;27;169;41;233;29;164
72320;Saint-Saturnin;217;824;138;464;223;842;140;484
72321;Saint-Symphorien;32;170;27;110;32;155;24;100
72322;Saint-Ulphace;24;64;11;38;15;63;6;33
72323;Saint-Victeur;22;138;25;89;23;146;28;96
72324;Saint-Vincent-des-Prés;32;160;30;100;30;162;31;99
72325;Saint-Vincent-du-Lorouër;43;242;39;137;66;215;33;139
72326;Saosnes;16;66;5;41;20;65;10;39
72327;Sarcé;20;93;20;55;18;82;8;55
72328;Sargé-lès-le-Mans;320;1040;193;536;311;1076;161;595
72329;Savigné-l'Évêque;294;1149;217;666;267;1154;172;688
72330;Savigné-sous-le-Lude;43;151;24;80;46;145;28;74
72331;Sceaux-sur-Huisne;43;204;28;126;50;191;32;116
72332;Ségrie;28;181;24;118;38;155;24;103
72333;Semur-en-Vallon;36;143;34;76;33;125;18;71
72334;Sillé-le-Guillaume;157;546;103;291;152;554;97;300
72335;Sillé-le-Philippe;77;331;49;213;69;330;53;200
72336;Solesmes;122;329;46;165;119;316;30;164
72337;Sougé-le-Ganelon;65;271;59;143;70;241;41;135
72338;Souillé;29;252;45;177;30;256;48;180
72339;Souligné-Flacé;55;206;28;126;51;208;30;124
72340;Souligné-sous-Ballon;77;384;54;248;81;390;61;253
72341;Soulitré;43;212;33;134;45;190;23;124
72342;Souvigné-sur-Même;14;55;6;34;15;56;8;33
72343;Souvigné-sur-Sarthe;41;182;29;103;49;187;32;113
72344;Spay;228;869;125;507;237;876;116;532
72345;Surfonds;23;109;23;68;18;104;18;64
72346;La Suze-sur-Sarthe;270;1305;252;786;268;1390;268;852
72347;Tassé;20;92;15;61;16;87;16;50
72348;Tassillé;8;48;9;32;7;40;6;26
72349;Teillé;33;179;25;112;42;143;25;85
72350;Teloché;243;943;160;560;223;983;161;578
72351;Tennie;74;307;71;160;76;287;50;163
72352;Terrehault;4;44;8;30;6;40;7;29
72353;Théligny;16;73;10;51;12;65;9;40
72354;Thoigné;13;54;11;27;16;51;7;31
72355;Thoiré-sous-Contensor;6;34;5;25;4;35;10;19
72356;Thoiré-sur-Dinan;33;123;15;83;25;102;8;61
72357;Thorée-les-Pins;46;240;42;141;57;216;32;139
72358;Thorigné-sur-Dué;112;496;98;283;116;472;82;278
72359;Torcé-en-Vallée;79;431;57;296;78;434;68;287
72360;Trangé;113;511;105;307;99;504;84;307
72361;Tresson;30;157;27;100;30;145;25;90
72362;Le Tronchet;3;64;14;40;11;42;5;35
72363;Tuffé Val de la Chéronne;120;465;69;275;122;478;73;285
72364;Vaas;115;405;64;220;121;402;69;217
72366;Valennes;33;103;16;54;33;80;7;39
72367;Vallon-sur-Gée;49;215;36;137;41;226;37;139
72368;Vancé;32;84;11;46;27;85;12;40
72369;Verneil-le-Chétif;39;209;47;109;53;178;31;108
72370;Vernie;15;110;12;75;23;100;17;67
72372;Vezot;9;24;4;12;8;24;3;12
72373;Vibraye;183;685;115;380;191;657;104;370
72374;Villaines-la-Carelle;10;40;0;29;11;37;10;18
72375;Villaines-la-Gonais;41;172;26;95;51;155;18;96
72376;Villaines-sous-Lucé;41;220;37;132;50;209;38;131
72377;Villaines-sous-Malicorne;59;357;79;204;74;317;64;194
72378;Vion;118;490;89;278;124;461;68;276
72379;Viré-en-Champagne;10;63;12;38;13;59;9;40
72380;Vivoin;57;272;57;152;63;260;48;155
72381;Voivres-lès-le-Mans;75;432;61;297;74;428;76;276
72382;Volnay;43;297;40;201;56;287;55;189
72383;Vouvray-sur-Huisne;5;53;14;27;12;44;9;30
72385;Yvré-le-Pôlin;90;543;98;344;101;495;71;334
72386;Yvré-l'Évêque;348;1131;223;612;296;1152;171;633
73001;Aiguebelette-le-Lac;22;74;8;47;19;69;7;41
73003;Grand-Aigueblanche;329;1192;177;718;298;1195;166;700
73004;Aillon-le-Jeune;29;157;23;93;41;132;18;84
73005;Aillon-le-Vieux;15;76;9;44;22;61;5;42
73006;Aime-la-Plagne;312;1351;216;835;301;1392;178;902
73007;Aiton;66;873;185;595;94;397;60;271
73008;Aix-les-Bains;2294;9208;1709;5541;1958;9743;1685;5763
73010;Entrelacs;383;2083;360;1315;408;1955;275;1297
73011;Albertville;1394;5845;1039;3779;1027;6095;1005;3695
73012;Albiez-le-Jeune;11;42;3;27;12;45;6;27
73013;Albiez-Montrond;32;110;21;57;32;101;12;57
73014;Allondaz;11;98;18;65;14;81;10;59
73015;Les Allues;149;635;84;421;130;589;61;378
73017;Apremont;70;293;44;176;74;289;45;174
73018;Arbin;44;216;38;132;45;212;35;133
73019;Argentine;78;307;39;192;76;298;37;183
73020;Arith;24;143;20;98;26;127;14;90
73021;Arvillard;59;265;44;172;50;252;36;158
73022;Attignat-Oncin;39;177;26;106;45;161;19;103
73023;Aussois;60;214;33;138;43;214;17;137
73024;Les Avanchers-Valmorel;61;273;37;163;73;229;23;145
73025;Avressieux;40;180;33;106;41;161;22;99
73026;Avrieux;37;135;22;78;35;123;9;77
73027;Ayn;20;115;13;80;22;117;20;77
73028;La Balme;22;101;10;61;30;98;10;66
73029;Barberaz;337;1512;277;937;298;1659;274;1048
73030;Barby;213;1335;499;626;210;938;165;561
73031;Bassens;355;1693;269;1093;332;1706;268;1083
73032;La Bâthie;158;666;95;398;173;630;78;393
73033;La Bauche;28;175;35;113;28;172;27;117
73034;Beaufort;162;614;88;371;155;584;68;354
73036;Bellecombe-en-Bauges;57;223;26;139;58;248;29;162
73039;Belmont-Tramonet;53;161;25;85;50;166;27;86
73040;Bessans;21;107;26;56;25;99;16;62
73041;Betton-Bettonet;17;112;26;65;21;86;14;55
73042;Billième;21;74;6;45;23;71;10;40
73043;La Biolle;175;868;148;552;168;909;128;606
73047;Bonneval-sur-Arc;22;81;16;46;19;85;15;48
73048;Bonvillard;14;116;14;78;24;95;17;64
73049;Bonvillaret;14;41;4;24;13;40;4;22
73050;Bourdeau;42;198;36;119;42;182;24;115
73051;Le Bourget-du-Lac;279;1929;861;793;275;1614;550;785
73052;Bourget-en-Huile;14;36;4;21;12;43;4;26
73053;Bourgneuf;34;225;51;135;39;205;28;143
73054;Bourg-Saint-Maurice;492;2387;404;1524;459;2240;327;1421
73055;Bozel;138;572;68;368;135;596;66;392
73057;Brides-les-Bains;35;133;17;89;28;135;22;78
73058;La Bridoire;87;382;71;217;93;373;51;236
73059;Brison-Saint-Innocent;180;646;97;362;187;672;105;387
73061;Césarches;31;145;23;87;35;135;14;90
73063;Cevins;44;213;36;122;55;209;41;124
73064;Challes-les-Eaux;419;1762;348;998;416;1808;281;1108
73065;Chambéry;3138;18823;4712;11347;2764;19166;4857;11171
73067;La Chambre;79;317;69;165;83;327;48;199
73068;Chamousset;39;199;38;130;31;202;41;122
73069;Chamoux-sur-Gelon;60;300;43;199;58;292;45;187
73070;Champagneux;42;225;39;130;55;196;18;136
73071;Champagny-en-Vanoise;48;179;27;106;46;176;26;101
73072;Champ-Laurent;2;10;0;6;4;7;0;5
73073;Chanaz;46;160;24;88;48;164;27;91
73074;La Chapelle;23;110;13;70;27;101;10;68
73075;La Chapelle-Blanche;39;180;28;101;51;173;25;109
73076;La Chapelle-du-Mont-du-Chat;18;88;16;56;16;89;12;59
73077;Les Chapelles;35;188;23;122;43;181;24;122
73078;La Chapelle-Saint-Martin;8;55;10;33;13;41;2;31
73079;Châteauneuf;66;292;36;193;63;301;45;190
73081;Le Châtelard;34;207;36;118;52;182;31;117
73082;La Chavanne;41;235;38;147;50;243;37;165
73083;Les Chavannes-en-Maurienne;20;70;9;39;22;62;8;34
73084;Chignin;71;299;51;184;64;283;42;170
73085;Chindrieux;91;415;64;253;98;396;52;253
73086;Cléry;28;136;26;75;35;121;21;72
73087;Cognin;435;1746;331;1110;304;1979;310;1234
73088;Cohennoz;18;48;4;23;21;47;4;25
73089;Coise-Saint-Jean-Pied-Gauthier;87;441;77;267;96;402;54;262
73090;La Compôte;21;81;12;47;22;76;6;49
73091;Conjux;13;49;4;31;14;51;5;33
73092;Corbel;13;50;2;29;18;46;4;28
73094;Crest-Voland;31;107;22;49;36;96;8;57
73095;La Croix-de-la-Rochette;26;126;22;73;31;115;12;77
73096;Cruet;93;317;49;183;85;314;41;179
73097;Curienne;42;202;36;129;37;199;29;127
73098;Les Déserts;58;270;31;166;73;261;37;166
73099;Détrier;26;130;21;82;28;137;28;82
73100;Domessin;124;575;86;366;123;560;78;358
73101;Doucy-en-Bauges;7;32;2;18;12;26;3;16
73103;Drumettaz-Clarafond;199;933;152;594;187;968;130;639
73104;Dullin;31;172;31;110;31;148;14;102
73105;Les Échelles;81;388;63;244;80;383;51;251
73106;École;23;98;15;58;26;91;14;54
73107;Entremont-le-Vieux;37;228;44;134;50;176;24;115
73109;Épierre;49;221;34;137;51;235;34;152
73110;Esserts-Blay;50;244;26;145;72;215;29;135
73113;Feissons-sur-Salins;9;54;8;40;7;48;6;33
73114;Flumet;53;235;32;147;56;234;23;158
73116;Fontcouverte-la-Toussuire;32;150;19;101;30;142;17;93
73117;Fourneaux;53;299;71;159;69;148;19;75
73119;Freney;5;34;4;20;10;27;4;18
73120;Fréterive;31;191;28;126;37;180;28;121
73121;Frontenex;131;580;87;359;134;558;84;343
73122;Gerbaix;29;137;15;90;33;139;15;95
73123;La Giettaz;34;120;8;82;31;104;12;58
73124;Gilly-sur-Isère;284;913;134;504;274;933;131;519
73128;Grésy-sur-Aix;322;1455;242;901;313;1485;202;961
73129;Grésy-sur-Isère;87;373;55;241;78;379;66;227
73130;Grignon;160;654;108;382;165;628;78;390
73131;Hautecour;31;97;15;48;34;92;12;49
73132;Hauteluce;66;267;45;153;69;241;37;138
73133;Hauteville;27;121;30;59;32;111;16;68
73135;La Tour-en-Maurienne;92;322;59;191;72;326;47;187
73137;Jacob-Bellecombette;240;1235;360;683;191;1596;634;722
73138;Jarrier;40;146;21;73;52;137;14;83
73139;Jarsy;30;69;8;35;27;81;8;44
73140;Jongieux;19;102;23;56;22;82;9;53
73141;Laissaud;50;233;33;145;55;235;40;145
73142;Landry;53;271;42;180;49;256;34;170
73145;Lépin-le-Lac;36;154;32;84;38;142;18;88
73146;Lescheraines;55;241;41;154;47;245;37;154
73147;Loisieux;10;64;7;39;18;59;5;44
73149;Lucey;33;95;10;52;33;89;9;47
73150;La Plagne Tarentaise;267;1301;194;807;299;1223;146;810
73151;Porte-de-Savoie;245;1223;203;746;274;1192;166;781
73152;Marcieux;23;70;10;43;17;75;7;45
73153;Marthod;87;411;49;254;109;395;58;251
73154;Mercury;224;1028;168;638;222;1027;155;648
73155;Méry;135;695;119;454;122;716;105;476
73156;Meyrieux-Trouet;26;100;9;69;22;92;11;55
73157;Modane;208;832;138;476;217;792;141;443
73159;Les Mollettes;43;286;58;174;53;272;51;177
73160;Montagnole;53;320;52;204;64;285;46;186
73161;Montagny;41;211;23;135;53;186;24;121
73162;Montailleur;58;215;29;123;63;214;31;125
73164;Montcel;81;355;44;212;99;342;38;223
73166;Montendry;7;21;2;12;7;17;3;8
73168;Montgilbert;8;44;9;21;13;26;3;15
73170;Monthion;49;173;31;101;41;171;27;94
73171;Montmélian;241;1265;313;751;201;1227;238;749
73173;Montricher-Albanne;46;158;9;102;47;146;14;86
73175;Montsapey;3;17;1;11;4;19;2;14
73176;Montvalezan;54;254;29;168;56;247;27;166
73177;Montvernier;14;83;8;52;24;70;5;50
73178;La Motte-en-Bauges;34;167;20;105;42;151;12;105
73179;La Motte-Servolex;977;3616;771;2050;796;3773;601;2194
73180;Motz;30;148;22;88;38;131;8;92
73181;Moûtiers;199;1154;257;691;207;1065;210;656
73182;Mouxy;163;669;114;393;161;649;85;401
73183;Myans;78;410;56;250;104;387;55;254
73184;Nances;28;179;26;117;36;156;19;109
73186;Notre-Dame-de-Bellecombe;35;151;22;86;43;152;20;97
73187;La Léchère;180;835;123;513;199;779;120;478
73188;Notre-Dame-des-Millières;82;333;49;192;92;314;45;187
73189;Notre-Dame-du-Cruet;22;77;6;42;29;69;7;40
73190;Notre-Dame-du-Pré;16;71;7;47;17;69;7;46
73191;Novalaise;165;629;101;384;144;674;91;419
73192;Le Noyer;15;66;9;45;12;63;5;43
73193;Ontex;5;34;4;22;8;32;4;24
73194;Orelle;15;101;17;59;24;89;12;61
73196;Pallud;59;234;28;149;57;233;36;138
73197;Peisey-Nancroix;47;205;28;133;44;206;32;127
73200;Planaise;32;183;24;114;45;171;23;117
73201;Planay;28;149;21;93;35;130;10;93
73202;Plancherine;31;163;22;96;45;136;13;92
73204;Le Pont-de-Beauvoisin;124;609;131;364;114;591;133;334
73205;Le Pontet;8;46;6;24;16;35;2;25
73206;Pralognan-la-Vanoise;46;231;38;144;49;214;35;133
73207;Presle;38;146;27;74;45;133;19;76
73208;Pugny-Chatenod;91;284;41;158;84;305;37;176
73210;Puygros;37;128;15;69;44;118;15;66
73211;Queige;70;272;30;159;82;258;20;168
73212;Val-d'Arc;108;629;116;378;136;564;94;362
73213;La Ravoire;600;2703;514;1689;500;2880;469;1810
73214;Rochefort;17;79;9;46;23;75;8;50
73215;Valgelon-La Rochette;269;1163;229;703;231;1234;199;766
73216;Rognaix;24;161;33;101;27;148;24;100
73217;Rotherens;22;138;31;88;19;111;13;76
73218;Ruffieux;66;250;30;157;63;266;32;168
73219;Saint-Alban-de-Montbel;59;221;41;128;52;214;28;126
73220;Saint-Alban-d'Hurtières;39;105;14;66;25;112;12;61
73221;Saint-Alban-des-Villards;6;20;2;14;4;21;3;12
73222;Saint-Alban-Leysse;523;1903;328;1135;440;2090;324;1243
73223;Saint-André;30;140;21;76;42;127;20;77
73224;Saint-Avre;69;286;52;178;57;268;29;170
73225;Saint-Baldoph;265;821;131;476;214;865;106;493
73226;Saint-Béron;126;546;103;320;124;517;72;319
73227;Courchevel;172;792;108;519;165;764;97;495
73228;Saint-Cassin;62;282;42;187;53;290;32;196
73229;Saint-Christophe;31;159;25;98;36;135;18;86
73230;Saint-Colomban-des-Villards;7;36;6;20;10;32;6;19
73231;Saint-Étienne-de-Cuines;93;357;50;198;108;336;37;205
73232;Sainte-Foy-Tarentaise;41;248;34;155;59;214;28;144
73233;Saint-Franc;13;53;6;32;16;44;5;27
73234;Saint-François-de-Sales;11;67;7;46;13;49;5;33
73235;Saint François Longchamp;46;205;31;125;48;178;24;107
73236;Saint-Genix-les-Villages;206;879;150;528;201;871;141;524
73237;Saint-Georges-d'Hurtières;21;106;10;76;21;108;8;80
73240;Sainte-Hélène-du-Lac;55;254;41;150;63;250;24;172
73241;Sainte-Hélène-sur-Isère;74;420;77;261;83;372;48;250
73242;Saint-Jean-d'Arves;22;103;14;56;33;90;13;55
73243;Saint-Jean-d'Arvey;131;543;88;327;128;552;69;352
73245;Saint-Jean-de-Chevelu;54;279;47;172;60;254;32;168
73246;Saint-Jean-de-Couz;15;105;18;61;26;103;19;69
73247;Saint-Jean-de-la-Porte;65;315;46;187;83;306;38;203
73248;Saint-Jean-de-Maurienne;533;2096;403;1174;519;2177;339;1304
73249;Saint-Jeoire-Prieuré;107;627;95;417;115;614;94;413
73250;Saint-Julien-Mont-Denis;123;444;65;254;124;443;62;258
73252;Saint-Léger;17;64;6;36;22;78;7;54
73253;Saint-Marcel;39;196;24;131;41;185;28;117
73254;Sainte-Marie-d'Alvey;9;37;6;20;11;36;6;21
73255;Sainte-Marie-de-Cuines;53;266;52;161;52;262;45;163
73256;Saint-Martin-d'Arc;18;91;16;54;21;80;9;53
73257;Les Belleville;198;1241;170;803;268;1097;117;782
73258;Saint-Martin-de-la-Porte;34;213;33;133;47;186;27;125
73259;Saint-Martin-sur-la-Chambre;40;168;20;97;50;148;14;94
73261;Saint-Michel-de-Maurienne;181;763;164;428;171;649;72;396
73262;Saint-Nicolas-la-Chapelle;25;146;21;92;32;131;12;93
73263;Saint-Offenge;68;356;43;230;82;352;44;240
73265;Saint-Ours;40;244;46;152;46;241;41;160
73267;Saint-Pancrace;38;93;10;57;26;103;12;53
73268;Saint-Paul-sur-Isère;40;177;22;110;45;162;23;99
73269;Saint-Paul-sur-Yenne;52;232;27;155;51;235;29;155
73270;Saint-Pierre-d'Albigny;278;1246;225;788;233;1217;163;776
73271;Saint-Pierre-d'Alvey;18;90;8;64;19;98;18;62
73272;Saint-Pierre-de-Belleville;9;60;13;38;9;46;4;33
73273;Saint-Pierre-de-Curtille;29;140;27;86;27;174;36;109
73274;Saint-Pierre-d'Entremont;36;140;23;80;37;123;19;68
73275;Saint-Pierre-de-Genebroz;30;113;16;69;28;101;10;61
73276;Saint-Pierre-de-Soucy;30;140;16;81;43;116;12;74
73277;Sainte-Reine;10;50;2;32;16;41;5;26
73278;Saint-Rémy-de-Maurienne;79;371;52;248;71;359;49;231
73280;Saint-Sorlin-d'Arves;24;122;15;82;25;115;11;80
73281;Saint-Sulpice;59;247;41;151;55;233;24;149
73282;Saint-Thibaud-de-Couz;53;342;58;222;62;328;54;222
73283;Saint-Vital;56;233;36;142;55;227;25;146
73284;Salins-Fontaine;80;288;44;173;71;279;33;166
73285;Séez;173;783;119;479;185;776;99;504
73286;Serrières-en-Chautagne;69;355;63;236;57;367;58;240
73288;Sonnaz;127;665;99;443;123;643;83;433
73289;La Table;27;143;18;94;31;128;23;78
73290;Val-Cenis;158;671;86;419;166;631;66;406
73292;Thénésol;33;98;12;59;27;99;13;53
73293;Thoiry;39;151;25;87;39;138;14;85
73294;La Thuile;23;104;15;72;17;87;10;54
73296;Tignes;77;789;120;575;95;700;95;528
73297;Tournon;44;190;34;106;49;157;19;94
73298;Tours-en-Savoie;78;267;50;156;61;271;37;156
73299;Traize;29;109;16;68;24;95;7;59
73300;Tresserve;240;771;125;405;242;793;143;410
73301;Trévignin;62;293;47;181;65;254;25;167
73302;La Trinité;20;108;10;73;25;105;16;68
73303;Ugine;511;2188;417;1301;470;2093;331;1251
73304;Val-d'Isère;107;574;94;368;112;531;47;378
73306;Valloire;81;342;44;214;84;318;35;202
73307;Valmeinier;22;251;63;153;35;188;37;129
73308;Venthon;38;204;26;112;66;177;27;111
73309;Verel-de-Montbel;33;87;11;60;17;110;12;65
73310;Verel-Pragondran;36;153;17;109;27;163;21;105
73311;Le Verneil;5;34;4;26;3;30;10;15
73312;Verrens-Arvey;63;279;42;190;47;285;25;197
73313;Verthemex;12;74;10;45;19;66;7;47
73314;Villard-d'Héry;21;88;13;50;24;82;12;48
73315;Villard-Léger;36;169;36;90;42;152;32;84
73316;Villard-Sallet;18;90;13;60;17;81;12;51
73317;Villard-sur-Doron;50;234;35;142;58;226;34;143
73318;Villarembert;19;89;9;61;19;78;7;53
73320;Villargondran;75;284;37;149;98;269;35;158
73322;Villarodin-Bourget;33;162;21;98;43;159;22;104
73323;Villaroger;33;136;13;87;35;108;12;62
73324;Villaroux;16;64;13;30;22;55;7;33
73326;Vimines;134;679;102;446;131;691;99;458
73327;Vions;21;143;22;89;32;116;14;81
73328;Viviers-du-Lac;160;699;128;437;134;711;91;460
73329;Voglans;142;630;124;367;138;651;109;399
73330;Yenne;173;885;176;531;178;903;157;573
74001;Abondance;110;501;73;315;113;473;67;296
74002;Alby-sur-Chéran;152;912;153;607;153;874;133;589
74003;Alex;75;368;61;227;80;342;43;224
74004;Allèves;21;146;12;103;30;127;16;90
74005;Allinges;321;1483;227;918;338;1510;190;998
74006;Allonzier-la-Caille;108;735;118;510;106;767;124;535
74007;Amancy;171;907;132;616;159;886;116;600
74008;Ambilly;338;1925;267;1332;327;2045;312;1394
74009;Andilly;46;323;40;229;55;301;28;226
74010;Annecy;7632;41774;8953;26320;6502;41782;7323;26828
74012;Annemasse;1652;12488;2218;8827;1443;12575;2058;8864
74013;Anthy-sur-Léman;199;686;89;426;171;727;89;439
74014;Arâches-la-Frasse;120;652;79;422;151;582;68;394
74015;Arbusigny;58;396;59;272;64;373;54;262
74016;Archamps;153;850;124;547;180;849;120;576
74018;Arenthon;118;662;93;433;135;644;91;435
74019;Argonay;226;1194;245;731;218;1168;158;785
74020;Armoy;114;432;77;257;98;448;57;278
74021;Arthaz-Pont-Notre-Dame;105;493;62;334;96;513;58;350
74024;Ayse;143;708;91;451;166;701;91;467
74025;Ballaison;110;460;74;283;103;481;71;300
74026;La Balme-de-Sillingy;337;1626;292;1017;317;1653;266;1050
74027;La Balme-de-Thuy;23;144;21;99;23;144;25;96
74029;Bassy;31;130;15;81;34;123;16;77
74030;La Baume;26;116;8;84;24;108;11;71
74031;Beaumont;169;986;129;692;166;1069;142;758
74032;Bellevaux;94;430;57;258;114;404;57;253
74033;Bernex;85;455;71;287;96;432;58;289
74034;Le Biot;40;214;27;144;43;207;25;142
74035;Bloye;35;195;35;121;39;178;31;113
74036;Bluffy;29;123;20;77;26;124;18;76
74037;Boëge;127;580;97;367;116;607;85;395
74038;Bogève;97;406;54;276;77;364;39;228
