Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010
72264;Sablé-sur-Sarthe;3956;876;2369;710;3836;856;2244;736
72265;Saint-Aignan;81;13;57;11;85;22;49;14
72266;Saint-Aubin-de-Locquenay;223;32;132;59;201;30;123;48
72267;Saint-Aubin-des-Coudrais;317;51;210;56;305;48;201;56
72268;Saint-Biez-en-Belin;236;36;163;36;224;30;159;35
72269;Saint-Calais;967;186;523;258;933;153;535;245
72270;Saint-Calez-en-Saosnois;61;7;36;18;58;10;34;14
72271;Saint-Célerin;234;36;168;30;237;44;159;34
72272;Sainte-Cérotte;113;17;68;28;95;11;70;14
72273;Saint-Christophe-du-Jambet;62;4;44;14;64;6;39;19
72274;Saint-Christophe-en-Champagne;62;10;42;11;59;9;45;6
72275;Saint-Corneille;356;46;247;63;358;49;248;61
72276;Saint-Cosme-en-Vairais;591;92;368;131;556;74;347;135
72277;Saint-Denis-des-Coudrais;45;8;30;7;38;8;21;9
72278;Saint-Denis-d'Orques;253;43;154;57;239;42;149;49
72279;Saint-Georges-de-la-Couée;63;7;26;30;50;5;23;21
72280;Saint-Georges-du-Bois;605;92;383;130;605;84;383;138
72281;Saint-Georges-du-Rosay;158;20;93;45;140;17;90;33
72282;Saint-Georges-le-Gaultier;169;25;105;40;146;18;94;33
72283;Saint-Germain-d'Arcé;128;20;83;25;108;21;69;18
72286;Saint-Gervais-de-Vic;131;25;79;27;117;21;75;21
72287;Saint-Gervais-en-Belin;700;128;428;144;663;92;439;132
72289;Sainte-Jamme-sur-Sarthe;598;120;375;103;608;106;394;108
72290;Saint-Jean-d'Assé;451;74;315;63;442;71;311;61
72291;Saint-Jean-de-la-Motte;284;33;171;80;270;31;177;63
72292;Saint-Jean-des-Échelles;81;12;55;14;71;7;52;12
72293;Saint-Jean-du-Bois;181;25;130;27;176;22;131;24
72294;Saint-Léonard-des-Bois;176;38;102;37;156;24;103;30
72295;Saint-Longis;175;24;99;52;160;22;91;47
72296;Saint-Maixent;243;48;156;39;236;43;149;44
72297;Saint-Marceau;157;19;109;29;154;22;103;29
72298;Saint-Mars-de-Locquenay;165;21;110;34;159;21;104;34
72299;Saint-Mars-d'Outillé;724;107;490;127;680;95;444;141
72300;Saint-Mars-la-Brière;823;122;523;178;816;138;519;159
72302;Saint-Martin-des-Monts;63;10;38;15;57;9;35;13
72303;Saint-Michel-de-Chavaignes;240;40;161;38;226;29;149;47
72305;Saint-Ouen-de-Mimbré;287;47;168;72;306;46;190;70
72306;Saint-Ouen-en-Belin;411;61;291;58;402;57;285;59
72307;Saint-Ouen-en-Champagne;67;10;46;11;54;9;37;8
72308;Saint-Paterne - Le Chevain;763;182;411;170;725;122;424;180
72309;Saint-Paul-le-Gaultier;112;22;63;26;83;5;53;25
72310;Saint-Pavace;617;108;331;177;636;94;358;183
72311;Saint-Pierre-de-Chevillé;117;12;72;33;104;19;61;24
72312;Saint-Pierre-des-Bois;64;8;47;9;60;10;39;10
72313;Saint-Pierre-des-Ormes;72;6;48;18;65;8;43;14
72314;Saint-Pierre-du-Lorouër;128;10;88;30;104;10;66;28
72315;Saint-Rémy-de-Sillé;254;46;151;57;237;46;138;53
72316;Saint-Rémy-des-Monts;216;30;125;60;210;31;125;53
72317;Saint-Rémy-du-Val;178;26;110;41;169;25;103;40
72319;Sainte-Sabine-sur-Longève;225;36;153;37;217;41;149;28
72320;Saint-Saturnin;890;152;555;184;847;143;534;169
72321;Saint-Symphorien;189;28;134;28;170;24;117;30
72322;Saint-Ulphace;76;11;48;17;75;12;47;16
72323;Saint-Victeur;132;13;92;27;138;25;90;23
72324;Saint-Vincent-des-Prés;165;33;106;26;143;23;96;24
72325;Saint-Vincent-du-Lorouër;255;34;169;51;253;42;164;46
72326;Saosnes;74;12;42;20;69;12;43;15
72327;Sarcé;97;15;60;23;82;7;64;11
72328;Sargé-lès-le-Mans;1141;229;637;276;1143;190;664;290
72329;Savigné-l'Évêque;1294;215;724;356;1297;213;741;343
72330;Savigné-sous-le-Lude;144;27;90;27;135;19;85;31
72331;Sceaux-sur-Huisne;202;39;136;27;184;37;126;21
72332;Ségrie;197;32;121;44;188;38;110;40
72333;Semur-en-Vallon;150;19;92;39;148;23;87;38
72334;Sillé-le-Guillaume;645;108;388;149;628;92;384;152
72335;Sillé-le-Philippe;346;46;242;57;364;58;239;67
72336;Solesmes;399;70;219;109;390;57;244;88
72337;Sougé-le-Ganelon;266;40;172;54;255;42;156;57
72338;Souillé;233;42;156;35;216;29;156;32
72339;Souligné-Flacé;246;35;156;55;264;44;166;54
72340;Souligné-sous-Ballon;390;51;253;86;360;57;230;73
72341;Soulitré;229;45;153;30;206;34;147;25
72342;Souvigné-sur-Même;62;10;39;13;61;5;41;15
72343;Souvigné-sur-Sarthe;211;30;131;50;200;33;130;37
72344;Spay;991;151;621;219;972;139;619;214
72345;Surfonds;112;17;75;19;106;13;80;12
72346;La Suze-sur-Sarthe;1236;244;761;231;1236;219;767;250
72347;Tassé;96;5;74;17;96;17;65;14
72348;Tassillé;50;9;31;10;43;5;29;9
72349;Teillé;172;32;113;28;161;18;113;30
72350;Teloché;974;161;604;209;982;160;641;181
72351;Tennie;312;69;180;63;285;53;183;49
72352;Terrehault;42;2;34;6;41;3;25;13
72353;Théligny;68;7;44;17;64;9;46;9
72354;Thoigné;56;10;33;13;45;7;31;7
72355;Thoiré-sous-Contensor;33;6;21;5;23;1;19;3
72356;Thoiré-sur-Dinan;140;22;90;27;118;10;85;23
72357;Thorée-les-Pins;229;42;158;28;212;37;139;36
72358;Thorigné-sur-Dué;505;98;317;90;472;75;321;76
72359;Torcé-en-Vallée;417;57;280;80;384;48;266;70
72360;Trangé;477;94;280;102;463;70;305;87
72361;Tresson;147;24;100;24;130;15;87;29
72362;Le Tronchet;38;4;28;6;43;8;27;8
72363;Tuffé Val de la Chéronne;509;97;321;91;493;88;305;100
72364;Vaas;459;72;282;105;430;60;270;100
72366;Valennes;107;16;69;23;101;11;62;27
72367;Vallon-sur-Gée;242;45;154;43;243;44;153;46
72368;Vancé;107;14;61;31;98;15;53;29
72369;Verneil-le-Chétif;204;43;129;32;181;29;121;31
72370;Vernie;114;21;81;12;101;21;67;13
72372;Vezot;25;3;15;7;20;2;17;1
72373;Vibraye;745;118;472;155;730;101;451;177
72374;Villaines-la-Carelle;61;8;38;15;43;3;28;12
72375;Villaines-la-Gonais;177;28;118;31;164;18;112;34
72376;Villaines-sous-Lucé;216;30;143;43;196;25;137;33
72377;Villaines-sous-Malicorne;312;60;201;51;288;46;184;58
72378;Vion;499;86;326;86;469;77;331;61
72379;Viré-en-Champagne;69;8;45;15;79;20;40;18
72380;Vivoin;302;61;180;61;291;52;176;63
72381;Voivres-lès-le-Mans;440;64;289;86;410;62;277;70
72382;Volnay;277;35;195;47;237;30;165;42
72383;Vouvray-sur-Huisne;49;5;39;4;45;4;37;3
72385;Yvré-le-Pôlin;571;87;371;113;591;83;379;129
72386;Yvré-l'Évêque;1355;241;744;370;1416;227;776;412
73001;Aiguebelette-le-Lac;87;9;57;21;77;12;47;18
73003;Grand-Aigueblanche;1191;173;771;247;1198;176;794;229
73004;Aillon-le-Jeune;151;17;108;26;139;19;94;26
73005;Aillon-le-Vieux;61;5;42;15;46;7;31;9
73006;Aime-la-Plagne;1349;194;888;268;1336;191;917;228
73007;Aiton;894;180;631;83;394;60;263;71
73008;Aix-les-Bains;8227;1550;5038;1639;8656;1468;5211;1977
73010;Entrelacs;1795;300;1175;319;1710;266;1133;311
73011;Albertville;5744;1081;3608;1056;6079;1142;3707;1230
73012;Albiez-le-Jeune;31;3;18;10;37;8;20;9
73013;Albiez-Montrond;129;17;85;28;111;11;76;25
73014;Allondaz;73;6;52;16;73;5;49;19
73015;Les Allues;708;100;480;128;621;80;447;93
73017;Apremont;302;48;190;63;282;31;193;57
73018;Arbin;232;38;132;61;229;30;138;60
73019;Argentine;313;39;205;69;274;32;190;52
73020;Arith;129;9;93;28;113;14;77;23
73021;Arvillard;280;51;181;48;252;28;174;50
73022;Attignat-Oncin;186;22;109;55;169;15;116;38
73023;Aussois;230;32;147;51;229;34;152;43
73024;Les Avanchers-Valmorel;254;23;181;49;234;31;161;41
73025;Avressieux;159;27;104;29;133;8;103;21
73026;Avrieux;152;21;101;30;134;11;102;21
73027;Ayn;113;16;70;27;105;16;67;22
73028;La Balme;88;9;57;22;71;9;45;17
73029;Barberaz;1427;265;867;295;1497;247;907;343
73030;Barby;1405;503;716;187;908;144;554;210
73031;Bassens;1273;214;829;230;1223;198;778;248
73032;La Bâthie;708;129;429;150;666;105;423;138
73033;La Bauche;117;18;83;16;127;20;89;18
73034;Beaufort;733;112;460;161;682;82;448;151
73036;Bellecombe-en-Bauges;206;24;139;44;199;27;135;37
73039;Belmont-Tramonet;175;32;113;30;159;16;115;28
73040;Bessans;111;19;65;26;106;13;63;29
73041;Betton-Bettonet;94;13;64;17;91;11;68;12
73042;Billième;86;17;52;18;78;15;44;19
73043;La Biolle;739;129;450;160;725;112;476;137
73047;Bonneval-sur-Arc;77;10;52;15;83;9;65;9
73048;Bonvillard;112;14;80;18;93;14;61;18
73049;Bonvillaret;42;2;26;14;33;1;22;10
73050;Bourdeau;204;43;128;33;183;36;118;29
73051;Le Bourget-du-Lac;1653;636;792;226;1556;495;818;243
73052;Bourget-en-Huile;50;6;33;11;44;5;29;10
73053;Bourgneuf;209;26;148;34;203;23;151;29
73054;Bourg-Saint-Maurice;3020;831;1781;408;2387;374;1608;404
73055;Bozel;664;102;432;130;634;65;438;131
73057;Brides-les-Bains;188;18;119;51;180;19;115;46
73058;La Bridoire;377;65;226;85;395;70;237;87
73059;Brison-Saint-Innocent;643;109;366;168;634;71;383;180
73061;Césarches;134;24;89;21;134;19;87;29
73063;Cevins;227;41;142;44;213;32;134;47
73064;Challes-les-Eaux;1694;351;1032;312;1702;316;1055;331
73065;Chambéry;17952;4419;10937;2597;19461;4853;11209;3400
73067;La Chambre;305;38;194;73;348;51;221;76
73068;Chamousset;190;24;132;33;189;24;127;37
73069;Chamoux-sur-Gelon;264;46;168;50;288;61;179;48
73070;Champagneux;201;35;131;36;172;24;114;34
73071;Champagny-en-Vanoise;221;27;156;37;205;21;147;36
73072;Champ-Laurent;7;1;4;2;10;1;6;3
73073;Chanaz;176;26;109;41;155;24;92;39
73074;La Chapelle;125;19;83;23;115;21;74;20
73075;La Chapelle-Blanche;170;24;107;39;169;27;97;45
73076;La Chapelle-du-Mont-du-Chat;93;14;63;16;90;13;64;13
73077;Les Chapelles;178;24;122;33;167;23;123;22
73078;La Chapelle-Saint-Martin;52;4;35;12;47;3;34;10
73079;Châteauneuf;260;31;185;44;229;26;158;45
73081;Le Châtelard;200;25;137;39;195;29;135;32
73082;La Chavanne;190;31;129;29;195;28;142;24
73083;Les Chavannes-en-Maurienne;80;10;46;23;74;6;53;14
73084;Chignin;272;46;175;52;256;39;163;54
73085;Chindrieux;373;39;235;99;362;35;214;112
73086;Cléry;138;20;92;26;129;24;88;17
73087;Cognin;1730;335;1015;379;1897;341;1087;469
73088;Cohennoz;58;10;41;7;43;3;32;7
73089;Coise-Saint-Jean-Pied-Gauthier;398;64;256;78;367;42;253;72
73090;La Compôte;89;15;56;19;62;7;41;14
73091;Conjux;55;7;32;16;50;7;30;13
73092;Corbel;49;3;33;14;43;3;31;9
73094;Crest-Voland;134;15;81;38;138;17;87;34
73095;La Croix-de-la-Rochette;112;24;64;24;89;12;61;17
73096;Cruet;358;72;213;73;338;64;211;63
73097;Curienne;217;28;130;59;226;36;141;49
73098;Les Déserts;282;38;196;48;260;32;183;45
73099;Détrier;132;16;89;27;133;25;80;29
73100;Domessin;579;90;350;139;549;71;342;136
73101;Doucy-en-Bauges;30;2;23;5;29;1;20;8
73103;Drumettaz-Clarafond;795;120;501;174;807;121;510;176
73104;Dullin;132;26;80;26;120;15;87;18
73105;Les Échelles;402;74;275;54;394;72;260;62
73106;École;88;11;57;20;64;6;45;13
73107;Entremont-le-Vieux;204;21;142;41;184;20;122;42
73109;Épierre;210;23;147;39;230;28;140;63
73110;Esserts-Blay;243;33;160;50;212;22;137;53
73113;Feissons-sur-Salins;69;13;43;14;60;10;40;11
73114;Flumet;288;53;187;49;245;36;159;50
73116;Fontcouverte-la-Toussuire;208;36;130;42;210;28;134;48
73117;Fourneaux;221;34;135;53;222;37;121;65
73119;Freney;46;8;31;7;42;9;26;7
73120;Fréterive;168;27;102;39;145;20;94;31
73121;Frontenex;555;106;356;93;519;90;332;97
73122;Gerbaix;137;19;94;24;132;22;90;20
73123;La Giettaz;140;17;91;32;131;22;83;26
73124;Gilly-sur-Isère;951;149;579;222;957;139;592;227
73128;Grésy-sur-Aix;1331;243;845;243;1357;201;901;254
73129;Grésy-sur-Isère;403;64;261;78;398;47;276;75
73130;Grignon;657;112;419;125;605;77;395;132
73131;Hautecour;105;13;66;26;97;13;59;25
73132;Hauteluce;274;38;183;53;250;33;175;42
73133;Hauteville;97;10;68;19;104;15;67;22
73135;La Tour-en-Maurienne;332;40;218;73;331;47;216;68
73137;Jacob-Bellecombette;1196;351;670;175;1634;666;717;251
73138;Jarrier;152;14;95;43;147;14;83;50
73139;Jarsy;93;14;58;21;84;14;56;15
73140;Jongieux;108;8;85;16;101;17;73;11
73141;Laissaud;206;31;134;41;194;31;128;36
73142;Landry;278;44;189;45;255;31;185;40
73145;Lépin-le-Lac;138;19;91;28;139;16;98;25
73146;Lescheraines;215;38;132;45;217;31;150;36
73147;Loisieux;60;8;39;13;63;9;39;15
73149;Lucey;94;9;59;26;87;13;57;17
73150;La Plagne Tarentaise;1341;196;916;229;1228;167;849;211
73151;Porte-de-Savoie;1064;189;670;205;1081;166;700;215
73152;Marcieux;65;9;41;15;61;9;43;10
73153;Marthod;468;89;298;81;428;54;282;92
73154;Mercury;925;121;573;232;878;111;554;213
73155;Méry;478;95;276;108;466;80;293;93
73156;Meyrieux-Trouet;97;15;60;23;85;13;52;21
73157;Modane;1127;201;702;224;1044;138;666;240
73159;Les Mollettes;248;59;148;41;249;44;158;47
73160;Montagnole;262;46;151;65;248;32;151;65
73161;Montagny;231;36;147;48;203;35;130;38
73162;Montailleur;222;34;131;58;201;28;134;39
73164;Montcel;285;45;178;62;283;35;196;52
73166;Montendry;22;1;17;4;20;2;13;5
73168;Montgilbert;46;6;28;11;38;5;25;7
73170;Monthion;162;26;105;31;151;21;109;21
73171;Montmélian;1295;265;811;218;1303;246;822;235
73173;Montricher-Albanne;291;71;175;45;217;55;131;31
73175;Montsapey;29;1;16;12;20;3;10;7
73176;Montvalezan;242;40;163;39;212;20;153;39
73177;Montvernier;81;16;50;15;72;6;49;16
73178;La Motte-en-Bauges;133;22;86;25;134;13;90;31
73179;La Motte-Servolex;3645;735;2082;827;3772;624;2271;876
73180;Motz;132;13;87;32;113;10;78;25
73181;Moûtiers;1248;300;747;200;1238;270;732;236
73182;Mouxy;677;94;414;170;681;98;426;157
73183;Myans;376;54;235;87;333;34;210;90
73184;Nances;156;21;101;33;141;23;90;27
73186;Notre-Dame-de-Bellecombe;187;26;123;39;142;16;102;24
73187;La Léchère;887;140;589;157;827;123;554;149
73188;Notre-Dame-des-Millières;313;40;210;64;294;39;196;59
73189;Notre-Dame-du-Cruet;66;5;50;11;65;5;50;10
73190;Notre-Dame-du-Pré;95;14;54;27;88;10;52;26
73191;Novalaise;598;90;374;134;623;97;402;124
73192;Le Noyer;57;7;34;15;56;7;35;13
73193;Ontex;32;3;24;5;26;0;21;5
73194;Orelle;130;19;80;31;100;13;62;25
73196;Pallud;254;37;149;68;231;23;150;58
73197;Peisey-Nancroix;232;36;151;45;216;21;158;37
73200;Planaise;180;23;127;31;159;17;107;35
73201;Planay;149;19;100;29;130;22;85;24
73202;Plancherine;149;16;105;28;116;7;90;19
73204;Le Pont-de-Beauvoisin;556;91;366;99;579;97;356;126
73205;Le Pontet;46;10;26;9;36;9;22;6
73206;Pralognan-la-Vanoise;252;34;165;54;235;26;164;45
73207;Presle;152;26;96;30;131;14;88;28
73208;Pugny-Chatenod;303;40;176;87;311;36;185;90
73210;Puygros;129;20;84;26;114;18;83;14
73211;Queige;285;39;177;68;272;43;164;64
73212;Val-d'Arc;608;97;385;126;606;103;383;121
73213;La Ravoire;2439;451;1520;468;2670;479;1631;560
73214;Rochefort;69;9;39;21;62;9;42;10
73215;Valgelon-La Rochette;1143;181;709;252;1160;185;735;239
73216;Rognaix;132;21;83;27;138;21;94;23
73217;Rotherens;102;17;70;15;92;11;68;13
73218;Ruffieux;280;43;176;61;263;40;183;40
73219;Saint-Alban-de-Montbel;196;35;126;35;201;40;133;28
73220;Saint-Alban-d'Hurtières;103;18;62;22;93;8;67;19
73221;Saint-Alban-des-Villards;21;0;13;8;24;2;13;9
73222;Saint-Alban-Leysse;1838;355;1129;354;1939;338;1237;363
73223;Saint-André;147;18;100;30;146;26;93;28
73224;Saint-Avre;255;42;161;52;250;46;152;52
73225;Saint-Baldoph;948;168;581;199;1016;161;647;209
73226;Saint-Béron;529;90;334;106;484;79;297;108
73227;Courchevel;821;109;576;137;807;99;580;128
73228;Saint-Cassin;244;40;153;51;248;44;151;53
73229;Saint-Christophe;153;30;96;27;148;23;93;32
73230;Saint-Colomban-des-Villards;52;8;29;15;51;7;25;19
73231;Saint-Étienne-de-Cuines;390;64;232;93;373;57;224;91
73232;Sainte-Foy-Tarentaise;265;40;183;42;230;26;167;37
73233;Saint-Franc;46;4;34;8;46;9;28;9
73234;Saint-François-de-Sales;58;8;33;17;41;2;31;8
73235;Saint François Longchamp;159;21;112;26;134;21;97;15
73236;Saint-Genix-les-Villages;835;112;570;154;852;125;553;174
73237;Saint-Georges-d'Hurtières;110;20;53;36;94;5;65;25
73240;Sainte-Hélène-du-Lac;251;50;147;55;225;39;140;45
73241;Sainte-Hélène-sur-Isère;383;67;266;50;359;54;250;55
73242;Saint-Jean-d'Arves;104;7;77;20;90;12;68;9
73243;Saint-Jean-d'Arvey;487;71;325;90;491;73;324;93
73245;Saint-Jean-de-Chevelu;250;43;163;45;237;38;163;35
73246;Saint-Jean-de-Couz;86;10;56;20;92;23;51;18
73247;Saint-Jean-de-la-Porte;285;53;191;41;262;38;178;45
73248;Saint-Jean-de-Maurienne;2538;440;1552;546;2540;405;1541;594
73249;Saint-Jeoire-Prieuré;348;60;230;57;336;52;221;63
73250;Saint-Julien-Mont-Denis;501;53;318;130;538;73;318;146
73252;Saint-Léger;78;14;46;18;78;11;50;17
73253;Saint-Marcel;232;38;149;45;196;28;135;34
73254;Sainte-Marie-d'Alvey;51;7;27;16;43;3;28;12
73255;Sainte-Marie-de-Cuines;242;32;165;45;234;31;165;38
73256;Saint-Martin-d'Arc;118;13;72;33;107;10;73;24
73257;Les Belleville;1227;187;857;184;1116;157;785;174
73258;Saint-Martin-de-la-Porte;205;27;133;45;200;23;122;55
73259;Saint-Martin-sur-la-Chambre;156;20;94;43;149;13;97;39
73261;Saint-Michel-de-Maurienne;887;168;540;179;808;109;527;172
73262;Saint-Nicolas-la-Chapelle;136;23;89;25;127;18;77;33
73263;Saint-Offenge;314;46;200;68;287;32;201;54
73265;Saint-Ours;171;26;118;26;181;24;126;30
73267;Saint-Pancrace;118;22;66;30;98;13;68;17
73268;Saint-Paul-sur-Isère;175;24;119;31;161;20;114;27
73269;Saint-Paul-sur-Yenne;229;43;140;47;210;30;141;39
73270;Saint-Pierre-d'Albigny;1125;182;701;242;1206;207;749;250
73271;Saint-Pierre-d'Alvey;87;10;53;24;85;12;56;17
73272;Saint-Pierre-de-Belleville;48;3;35;10;49;8;32;8
73273;Saint-Pierre-de-Curtille;146;28;97;20;146;20;104;21
73274;Saint-Pierre-d'Entremont;126;11;91;24;124;18;83;23
73275;Saint-Pierre-de-Genebroz;111;13;74;24;104;20;71;13
73276;Saint-Pierre-de-Soucy;132;20;79;33;107;20;66;21
73277;Sainte-Reine;50;6;36;8;41;4;25;12
73278;Saint-Rémy-de-Maurienne;408;69;261;78;396;70;254;71
73280;Saint-Sorlin-d'Arves;130;14;88;28;107;20;74;13
73281;Saint-Sulpice;247;37;144;66;249;42;154;53
73282;Saint-Thibaud-de-Couz;334;70;196;68;295;45;192;58
73283;Saint-Vital;219;28;145;46;216;20;142;54
73284;Salins-Fontaine;324;53;204;67;327;38;198;90
73285;Séez;810;129;536;145;777;105;537;135
73286;Serrières-en-Chautagne;353;65;224;64;352;52;237;63
73288;Sonnaz;482;76;312;94;492;71;326;95
73289;La Table;127;19;83;25;125;24;80;21
73290;Val-Cenis;746;106;502;138;667;75;456;137
73292;Thénésol;86;11;52;22;73;7;49;18
73293;Thoiry;147;23;102;22;135;26;92;17
73294;La Thuile;80;7;60;12;86;15;57;13
73296;Tignes;911;132;663;116;789;131;559;99
73297;Tournon;177;28;124;25;172;20;123;29
73298;Tours-en-Savoie;275;34;172;68;268;33;170;64
73299;Traize;93;13;62;18;85;8;56;21
73300;Tresserve;1005;187;558;260;965;155;556;253
73301;Trévignin;265;41;165;59;251;43;158;50
73302;La Trinité;100;16;65;20;91;14;57;21
73303;Ugine;2196;412;1350;433;2202;391;1333;478
73304;Val-d'Isère;547;70;403;74;542;65;398;79
73306;Valloire;465;67;303;94;407;52;284;70
73307;Valmeinier;182;54;108;19;126;30;83;13
73308;Venthon;179;31;122;26;171;25;112;34
73309;Verel-de-Montbel;94;13;60;21;95;13;67;15
73310;Verel-Pragondran;138;31;79;27;137;22;85;29
73311;Le Verneil;34;2;24;7;24;2;19;3
73312;Verrens-Arvey;264;47;152;65;253;26;167;60
73313;Verthemex;58;5;33;20;51;5;33;13
73314;Villard-d'Héry;82;10;58;14;77;9;51;17
73315;Villard-Léger;170;28;115;27;154;26;102;25
73316;Villard-Sallet;86;12;50;24;82;12;43;26
73317;Villard-sur-Doron;228;38;148;41;212;31;139;41
73318;Villarembert;88;14;57;17;97;20;60;18
73320;Villargondran;343;57;240;47;330;64;217;50
73322;Villarodin-Bourget;171;33;110;29;148;21;101;26
73323;Villaroger;159;27;99;33;118;21;79;19
73324;Villaroux;74;10;45;20;65;10;43;13
73326;Vimines;585;92;356;137;592;100;363;129
73327;Vions;140;29;82;29;116;17;80;18
73328;Viviers-du-Lac;694;136;426;132;672;111;421;140
73329;Voglans;585;119;366;100;598;109;375;114
73330;Yenne;879;149;552;178;886;140;562;184
74001;Abondance;458;84;289;85;409;70;271;68
74002;Alby-sur-Chéran;678;132;453;92;657;106;462;88
74003;Alex;336;51;219;66;313;37;215;61
74004;Allèves;123;17;85;21;113;17;77;19
74005;Allinges;1343;259;833;251;1320;194;868;259
74006;Allonzier-la-Caille;580;100;398;82;572;93;404;75
74007;Amancy;669;103;447;120;646;85;439;123
74008;Ambilly;1876;321;1278;277;2134;332;1400;402
74009;Andilly;274;39;195;40;260;41;178;41
74010;Annecy;39072;8671;23776;6625;39376;7291;24110;7976
74012;Annemasse;10374;1777;7009;1587;11229;1930;7445;1854
74013;Anthy-sur-Léman;636;90;395;151;666;89;433;144
74014;Arâches-la-Frasse;688;94;481;113;611;81;439;91
74015;Arbusigny;352;52;247;52;329;51;236;42
74016;Archamps;765;118;555;92;697;102;503;92
74018;Arenthon;526;79;350;97;520;74;342;104
74019;Argonay;940;276;529;135;828;137;540;151
74020;Armoy;376;49;235;92;420;56;248;116
74021;Arthaz-Pont-Notre-Dame;439;62;256;121;440;87;255;98
74024;Ayse;638;82;420;136;663;95;410;158
74025;Ballaison;433;72;278;83;468;80;294;94
74026;La Balme-de-Sillingy;1705;314;1093;298;1735;284;1149;302
74027;La Balme-de-Thuy;136;19;86;31;123;14;90;19
74029;Bassy;143;19;101;23;135;16;98;21
74030;La Baume;88;16;58;14;91;21;55;15
74031;Beaumont;709;104;516;89;728;98;521;109
74032;Bellevaux;455;78;306;71;402;70;265;66
74033;Bernex;415;63;266;86;410;64;264;83
74034;Le Biot;169;19;108;42;155;18;99;38
74035;Bloye;175;28;111;37;167;17;110;40
74036;Bluffy;119;15;78;26;99;8;73;18
74037;Boëge;574;107;346;121;602;92;406;104
74038;Bogève;382;62;266;54;350;66;244;41
74040;Bonne;897;152;598;148;896;135;615;147
74041;Bonnevaux;84;11;60;13;89;16;56;17
74042;Bonneville;4085;772;2707;607;3809;757;2437;615
74043;Bons-en-Chablais;1611;257;1068;286;1646;263;1104;279
74044;Bossey;244;35;160;50;247;21;174;52
74045;Le Bouchet-Mont-Charvin;74;9;48;17;71;10;50;11
74046;Boussy;169;28;108;33;157;17;112;27
74048;Brenthonne;292;29;207;56;314;59;200;55
74049;Brizon;154;16;108;30;144;20;98;25
74050;Burdignin;240;57;140;43;223;45;131;47
74051;Cercier;202;33;131;38;178;27;123;28
74052;Cernex;277;29;186;62;290;35;185;70
74053;Cervens;333;57;222;54;320;37;220;64
74054;Chainaz-les-Frasses;204;36;132;36;194;32;132;29
74055;Challonges;152;18;104;29;150;16;113;21
74056;Chamonix-Mont-Blanc;2972;449;1974;549;2904;394;1936;574
74057;Champanges;285;49;186;49;282;39;186;57
74058;La Chapelle-d'Abondance;316;48;220;48;286;48;172;66
74059;La Chapelle-Rambaud;69;10;47;12;73;13;51;9
74060;La Chapelle-Saint-Maurice;49;9;28;12;45;7;30;8
74061;Chapeiry;266;52;166;48;253;32;165;56
74062;Charvonnex;362;63;236;63;349;50;247;53
74063;Châtel;409;70;271;68;424;75;292;58
74064;Châtillon-sur-Cluses;389;60;251;78;389;45;259;85
74065;Chaumont;137;25;83;28;136;14;88;34
74066;Chavannaz;59;13;39;8;56;9;41;7
74067;Chavanod;725;127;410;187;729;92;459;178
74068;Chêne-en-Semine;148;23;99;26;144;21;103;20
74069;Chênex;198;25;143;30;202;25;146;31
74070;Chens-sur-Léman;623;107;426;90;642;91;452;99
74071;Chessenaz;61;8;41;12;62;8;40;14
74072;Chevaline;58;14;34;10;45;9;30;6
74073;Chevenoz;197;32;128;37;173;25;117;31
74074;Chevrier;136;25;91;20;142;21;98;23
74075;Chilly;376;52;241;83;359;58;238;63
74076;Choisy;573;105;357;111;501;74;336;91
74077;Clarafond-Arcine;297;48;202;47;288;41;204;43
74078;Clermont;150;27;103;19;135;20;94;20
74079;Les Clefs;199;35;126;39;187;34;126;27
74080;La Clusaz;642;117;416;109;599;84;394;122
74081;Cluses;5815;1114;3668;1033;5529;1005;3569;955
74082;Collonges-sous-Salève;1263;218;858;188;1268;191;848;229
74083;Combloux;646;96;417;133;712;124;462;126
74085;Les Contamines-Montjoie;386;58;248;80;396;58;248;90
74086;Contamine-Sarzin;197;30;143;24;187;22;143;21
74087;Contamine-sur-Arve;529;103;339;88;551;111;354;87
74088;Copponex;310;47;208;55;303;43;206;54
74089;Cordon;351;59;236;57;319;38;221;60
74090;Cornier;413;78;283;53;401;65;272;65
74091;La Côte-d'Arbroz;102;20;70;12;78;12;56;11
74094;Cranves-Sales;1803;307;1113;383;1863;294;1181;387
74095;Crempigny-Bonneguête;86;11;66;9;86;10;65;11
74096;Cruseilles;1344;268;857;219;1260;197;843;220
74097;Cusy;575;93;364;119;537;71;370;97
74098;Cuvat;347;67;216;64;322;36;222;63
74099;Demi-Quartier;325;57;198;70;316;41;204;71
74100;Desingy;260;39;174;47;238;31;162;45
