Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb d'hommes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010;Nb de femmes de 15 à 64 ans par tranche d'âge 2010
74101;Dingy-en-Vuache;215;28;151;35;203;27;146;29
74102;Dingy-Saint-Clair;454;71;311;72;423;57;303;63
74103;Domancy;632;103;414;115;594;76;391;127
74104;Doussard;1188;182;777;229;1152;165;754;233
74105;Douvaine;1584;233;1092;259;1743;239;1215;288
74106;Draillant;230;35;162;34;224;36;154;35
74107;Droisy;51;8;34;8;46;6;34;6
74108;Duingt;284;35;188;60;296;45;193;58
74109;Éloise;287;43;185;59;287;42;185;60
74111;Entrevernes;70;5;54;11;62;7;45;11
74112;Epagny Metz-Tessy;2283;406;1500;377;2313;356;1591;366
74114;Essert-Romand;147;19;99;30;134;13;86;34
74116;Etaux;586;78;407;100;572;79;402;91
74117;Étercy;247;51;151;45;249;52;149;48
74118;Étrembières;649;128;428;93;623;117;415;91
74119;Évian-les-Bains;2625;460;1715;450;2720;445;1749;526
74121;Excenevex;363;75;216;71;334;43;236;55
74122;Faucigny;170;29;105;36;165;13;116;36
74123;Faverges-Seythenex;2355;415;1469;471;2311;369;1433;509
74124;Feigères;474;64;302;108;525;103;326;96
74126;Fessy;250;43;154;53;250;43;161;46
74127;Féternes;456;83;306;67;436;72;289;74
74128;Fillinges;1072;161;685;226;1061;157;707;197
74129;La Forclaz;70;13;43;14;58;9;39;10
74130;Franclens;169;34;103;33;147;17;105;24
74131;Frangy;626;117;396;112;612;97;410;104
74133;Gaillard;3901;629;2629;643;4021;695;2599;728
74134;Les Gets;444;69;275;101;420;68;264;89
74135;Giez;189;31;117;40;175;20;115;40
74136;Le Grand-Bornand;751;149;456;145;686;102;452;131
74137;Groisy;1079;208;663;207;1025;158;670;196
74138;Gruffy;477;89;305;83;441;57;322;61
74139;Habère-Lullin;238;32;168;38;268;39;191;39
74140;Habère-Poche;433;58;300;75;388;52;269;66
74141;Hauteville-sur-Fier;275;51;180;44;269;42;189;38
74142;Héry-sur-Alby;311;61;198;51;310;50;207;52
74143;Les Houches;1018;141;719;158;1015;129;707;179
74144;Jonzier-Épagny;251;42;167;42;253;42;178;32
74145;Juvigny;240;60;127;53;212;27;138;48
74146;Larringes;406;63;291;52;402;53;293;56
74147;Lathuile;340;52;215;73;321;50;192;79
74148;Leschaux;98;10;59;29;90;14;54;22
74150;Loisin;460;68;287;105;469;75;288;107
74151;Lornay;160;29;114;17;145;21;112;12
74152;Lovagny;392;66;259;67;390;62;277;51
74153;Lucinges;522;88;346;88;527;80;337;111
74154;Lugrin;736;114;484;138;715;102;466;147
74155;Lullin;265;50;175;40;258;40;177;41
74156;Lully;230;36;150;44;219;29;146;44
74157;Lyaud;484;68;337;79;473;59;346;68
74158;Machilly;322;40;212;70;331;34;217;80
74159;Magland;1034;180;680;174;999;170;674;154
74160;Manigod;335;54;207;74;308;38;209;62
74161;Marcellaz-Albanais;641;105;396;140;571;76;383;112
74162;Marcellaz;279;49;176;54;267;31;186;50
74163;Margencel;625;94;413;117;591;97;389;105
74164;Marignier;2068;358;1362;348;1991;293;1347;351
74165;Marigny-Saint-Marcel;195;32;125;39;213;41;122;50
74166;Marin;530;92;341;96;507;73;331;103
74167;Val de Chaise;409;68;242;98;389;61;232;95
74168;Marlioz;240;32;160;47;223;27;154;43
74169;Marnaz;1739;291;1144;304;1598;264;1086;248
74170;Massingy;265;44;173;48;252;37;175;40
74171;Massongy;486;67;313;106;484;64;318;102
74172;Maxilly-sur-Léman;438;85;288;65;432;69;294;70
74173;Megève;1129;199;688;241;1127;140;685;302
74174;Mégevette;179;24;116;39;162;18;114;31
74175;Meillerie;112;13;80;18;105;18;67;19
74176;Menthon-Saint-Bernard;568;70;357;141;601;71;382;148
74177;Menthonnex-en-Bornes;294;46;208;40;308;57;214;37
74178;Menthonnex-sous-Clermont;224;28;145;52;208;25;143;41
74179;Mésigny;240;43;134;63;230;28;151;51
74180;Messery;639;90;423;127;709;93;469;148
74183;Mieussy;744;120;485;139;677;72;482;123
74184;Minzier;295;39;215;42;291;35;222;35
74185;Monnetier-Mornex;707;86;470;151;713;84;462;167
74186;Montagny-les-Lanches;186;30;118;39;189;29;129;32
74188;Montriond;273;51;174;48;246;32;167;47
74189;Mont-Saxonnex;586;80;406;100;515;66;370;79
74190;Morillon;204;38;134;31;164;23;122;20
74191;Morzine;962;141;642;179;931;122;631;178
74192;Moye;359;57;232;70;333;45;221;67
74193;La Muraz;361;67;235;59;339;53;234;52
74194;Mûres;247;44;159;44;213;30;149;34
74195;Musièges;130;33;75;22;114;17;78;19
74196;Nancy-sur-Cluses;148;26;106;17;140;19;103;19
74197;Nangy;515;84;341;91;500;84;341;76
74198;Nâves-Parmelan;303;53;177;73;308;46;193;69
74199;Nernier;123;16;84;24;136;14;86;35
74200;Neuvecelle;853;158;545;149;823;147;507;169
74201;Neydens;519;97;326;96;529;79;349;101
74202;Nonglard;167;26;106;35;176;30;111;35
74203;Novel;22;2;14;6;11;0;7;4
74205;Onnion;433;85;287;61;388;62;269;58
74206;Orcier;276;42;171;62;261;49;157;54
74208;Passy;3803;627;2380;796;3694;515;2411;768
74209;Peillonnex;492;75;331;86;457;60;322;75
74210;Perrignier;517;75;358;84;527;78;360;90
74211;Pers-Jussy;878;142;561;176;877;121;593;163
74212;Glières-Val-de-Borne;612;98;413;101;546;82;385;79
74213;Poisy;2255;460;1381;413;2168;335;1417;416
74215;Praz-sur-Arly;477;82;291;104;458;62;301;95
74216;Présilly;231;37;149;45;232;34;154;45
74218;Publier;2008;342;1281;385;2120;325;1383;413
74219;Quintal;380;58;247;76;354;48;240;66
74220;Reignier-Ésery;2269;392;1525;353;2346;373;1573;400
74221;Le Reposoir;192;43;123;26;153;20;111;23
74222;Reyvroz;172;26;112;35;155;21;105;30
74223;La Rivière-Enverse;144;18;94;32;150;17;102;31
74224;La Roche-sur-Foron;3598;708;2378;512;3489;596;2376;517
74225;Rumilly;4456;850;2924;682;4383;772;2826;785
74226;Saint-André-de-Boëge;222;42;135;45;207;31;140;36
74228;Saint-Blaise;111;24;77;11;106;19;79;8
74229;Saint-Cergues;1039;173;654;212;1082;169;698;215
74231;Saint-Eusèbe;160;24;100;36;148;22;95;31
74232;Saint-Eustache;148;26;91;31;149;28;97;24
74233;Saint-Félix;722;125;495;102;694;123;462;109
74234;Saint-Ferréol;293;48;160;85;247;23;161;63
74235;Saint-Germain-sur-Rhône;141;25;89;27;141;21;92;28
74236;Saint-Gervais-les-Bains;1889;325;1213;351;1821;278;1202;341
74237;Saint-Gingolph;273;32;179;62;239;30;161;48
74238;Saint-Jean-d'Aulps;353;43;239;71;368;31;265;72
74239;Saint-Jean-de-Sixt;503;74;338;91;463;54;308;101
74240;Saint-Jean-de-Tholome;280;46;194;41;286;40;205;42
74241;Saint-Jeoire;1106;208;746;153;1043;176;725;142
74242;Saint-Jorioz;1741;309;1003;429;1834;246;1103;485
74243;Saint-Julien-en-Genevois;3981;677;2742;562;4156;646;2805;705
74244;Saint-Laurent;270;44;184;42;273;28;203;42
74249;Saint-Paul-en-Chablais;725;101;489;135;710;105;473;132
74250;Saint-Pierre-en-Faucigny;1975;347;1309;319;1948;316;1313;319
74252;Saint-Sigismond;223;34;139;50;198;37;129;32
74253;Saint-Sixt;296;55;197;44;293;45;205;43
74254;Saint-Sylvestre;211;46;123;42;197;27;132;38
74255;Sales;551;96;332;123;514;69;327;119
74256;Sallanches;5014;832;3280;902;5272;827;3429;1015
74257;Sallenôves;193;28;133;32;190;36;120;34
74258;Samoëns;751;119;472;159;731;100;470;160
74259;Le Sappey;123;14;82;27;120;17;75;28
74260;Savigny;249;38;169;43;242;32;166;45
74261;Saxel;137;18;104;15;129;17;96;17
74262;Scientrier;374;60;261;53;393;71;278;45
74263;Sciez;1735;274;1153;308;1827;278;1213;336
74264;Scionzier;2515;515;1609;391;2362;460;1555;347
74265;Serraval;206;33;139;33;201;30;136;35
74266;Servoz;319;64;196;60;310;36;214;60
74267;Sevrier;1195;166;739;290;1250;169;771;310
74269;Seyssel;730;147;458;125;719;134;474;111
74271;Seytroux;146;19;105;22;129;16;93;20
74272;Sillingy;1566;280;1015;272;1454;228;1005;221
74273;Sixt-Fer-à-Cheval;277;58;178;40;260;36;181;42
74275;Talloires-Montmin;668;115;415;138;671;90;424;157
74276;Taninges;1112;194;721;197;1059;145;730;185
74278;Thyez;1968;337;1256;376;1897;292;1221;384
74279;Thollon-les-Mémises;236;29;162;45;223;55;147;21
74280;Thônes;1985;403;1241;341;1927;373;1223;331
74281;Thonon-les-Bains;10240;1898;6460;1881;11092;2136;6831;2124
74282;Fillière;2907;468;1894;545;2764;406;1871;487
74283;Thusy;321;49;201;71;293;27;192;74
74284;La Tour;384;63;269;51;350;49;249;51
74285;Usinens;118;23;76;19;116;16;81;19
74286;Vacheresse;237;31;160;46;242;40;160;42
74287;Vailly;281;47;182;52;254;38;170;46
74288;Valleiry;1087;161;778;148;1137;178;787;172
74289;Vallières-sur-Fier;660;117;420;123;646;97;431;118
74290;Vallorcine;144;17;109;18;119;11;88;19
74291;Vanzy;100;16;66;18;87;8;62;17
74292;Vaulx;305;48;203;54;274;44;177;53
74293;Veigy-Foncenex;1138;167;735;237;1259;178;812;269
74294;Verchaix;218;30;147;41;214;24;143;47
74295;La Vernaz;85;14;60;11;103;25;63;15
74296;Vers;249;48;156;45;241;35;170;36
74297;Versonnex;187;33;126;29;175;33;123;19
74298;Vétraz-Monthoux;2282;398;1499;386;2366;373;1568;425
74299;Veyrier-du-Lac;613;88;365;159;619;67;371;180
74301;Villard;269;41;184;45;254;46;174;34
74302;Les Villards-sur-Thônes;370;74;233;63;333;58;230;46
74303;Villaz;977;186;626;165;915;131;616;168
74304;Ville-en-Sallaz;249;37;167;44;225;31;155;38
74305;Ville-la-Grand;2550;479;1595;475;2787;467;1778;542
74306;Villy-le-Bouveret;190;44;124;22;179;33;127;19
74307;Villy-le-Pelloux;291;50;198;43;314;53;220;40
74308;Vinzier;247;39;152;56;242;33;163;46
74309;Viry;1198;198;801;199;1229;215;791;223
74310;Viuz-la-Chiésaz;433;77;267;89;429;64;280;84
74311;Viuz-en-Sallaz;1273;202;826;245;1311;195;864;252
74312;Vougy;500;94;339;67;489;83;344;63
74313;Vovray-en-Bornes;119;18;84;17;118;22;77;19
74314;Vulbens;326;47;224;55;316;47;215;54
74315;Yvoire;287;39;197;51;315;56;210;49
75056;Paris;767707;140515;507497;119695;832215;164124;528550;139541
76001;Allouville-Bellefosse;395;73;239;83;366;49;250;67
76002;Alvimare;172;22;110;40;169;24;108;37
76004;Ambrumesnil;175;35;102;38;167;27;99;41
76005;Amfreville-la-Mi-Voie;1004;195;676;132;1046;194;706;146
76006;Amfreville-les-Champs;51;11;34;6;45;8;33;5
76007;Anceaumeville;241;46;136;59;226;33;138;55
76008;Ancourt;251;43;148;60;247;38;150;59
76009;Ancourteville-sur-Héricourt;88;16;56;16;86;9;61;16
76010;Ancretiéville-Saint-Victor;124;20;81;23;122;15;89;18
76011;Ancretteville-sur-Mer;69;10;50;9;59;10;40;8
76012;Angerville-Bailleul;83;13;52;18;68;8;45;15
76013;Angerville-la-Martel;298;51;182;64;279;39;192;48
76014;Angerville-l'Orcher;463;82;278;103;468;81;282;105
76015;Angiens;195;33;111;51;176;25;106;45
76016;Anglesqueville-la-Bras-Long;40;12;23;5;41;11;24;6
76017;Anglesqueville-l'Esneval;186;36;114;35;174;18;116;39
76018;Val-de-Saâne;448;71;293;84;451;66;295;90
76019;Anneville-sur-Scie;155;15;102;38;146;11;102;33
76020;Anneville-Ambourville;390;54;249;86;367;52;224;90
76021;Annouville-Vilmesnil;157;20;109;29;149;20;101;27
76022;Anquetierville;124;13;90;21;117;12;82;23
76023;Anvéville;84;17;55;13;83;13;60;11
76024;Ardouval;55;6;34;14;54;7;36;10
76025;Argueil;107;15;72;19;109;17;68;23
76026;Arques-la-Bataille;761;157;436;169;798;141;485;173
76028;Aubéguimont;66;9;45;11;62;10;44;7
76029;Aubermesnil-aux-Érables;68;15;37;16;66;12;37;17
76030;Aubermesnil-Beaumais;156;21;97;38;153;27;97;29
76032;Auberville-la-Manuel;37;2;20;14;31;3;18;9
76033;Auberville-la-Renault;138;26;90;22;132;17;93;22
76034;Val-de-Scie;760;138;466;155;781;129;479;173
76035;Aumale;711;149;394;168;724;142;391;191
76036;Auppegard;230;35;145;49;230;33;158;39
76038;Authieux-Ratiéville;150;23;95;32;154;27;99;29
76039;Les Authieux-sur-le-Port-Saint-Ouen;415;76;236;103;428;70;241;117
76040;Autigny;102;12;77;13;88;10;66;13
76041;Les Hauts-de-Caux;491;93;284;115;481;74;302;105
76042;Auvilliers;40;6;22;11;41;7;20;13
76043;Auzebosc;406;161;177;68;415;170;187;58
76045;Auzouville-l'Esneval;135;23;81;31;116;16;74;26
76046;Auzouville-sur-Ry;219;32;135;52;213;38;131;44
76047;Auzouville-sur-Saâne;43;3;27;13;50;9;27;15
76048;Avesnes-en-Bray;105;15;71;18;107;21;68;17
76049;Avesnes-en-Val;85;11;48;26;86;7;54;25
76050;Avremesnil;332;46;219;67;311;45;201;65
76051;Bacqueville-en-Caux;571;120;348;103;577;105;365;107
76052;Bailleul-Neuville;60;9;42;9;65;14;37;14
76053;Baillolet;43;8;29;6;43;5;25;13
76054;Bailly-en-Rivière;166;16;109;42;173;26;115;32
76055;Baons-le-Comte;118;19;75;24;117;22;74;21
76056;Bardouville;211;33;139;38;204;29;139;35
76057;Barentin;3818;791;2350;676;3874;738;2378;758
76058;Baromesnil;84;17;43;24;68;10;43;15
76059;Bazinval;120;16;82;22;113;13;68;33
76060;Beaubec-la-Rosière;156;31;94;32;137;22;94;22
76062;Beaumont-le-Hareng;79;14;52;12;71;10;42;18
76063;Beauval-en-Caux;154;21;100;33;143;13;107;23
76064;Beaurepaire;169;23;107;39;161;23;106;32
76065;Beaussault;123;26;77;20;123;22;79;22
76066;Beautot;42;7;25;10;37;3;27;7
76067;Beauvoir-en-Lyons;194;38;117;38;169;29;112;28
76068;Bec-de-Mortagne;238;44;146;49;228;36;156;35
76069;Belbeuf;669;116;365;188;706;126;396;185
76070;Bellencombre;225;37;149;39;200;26;135;39
76071;Bellengreville;160;34;96;29;151;23;95;32
76072;Belleville-en-Caux;194;33;132;29;194;27;138;29
76074;La Bellière;23;5;14;4;16;2;11;3
76075;Belmesnil;170;28;118;25;154;29;104;21
76076;Bénarville;81;12;53;17;73;12;49;13
76077;Bénesville;63;10;41;12;60;9;37;14
76079;Bénouville;51;8;30;13;49;8;30;11
76082;Bernières;216;28;147;41;222;34;147;41
76083;Bertheauville;43;14;24;5;40;10;25;5
76084;Bertreville;36;7;24;6;30;3;24;4
76085;Bertreville-Saint-Ouen;111;8;76;27;109;11;66;32
76086;Bertrimont;72;10;51;11;64;9;48;7
76087;Berville-en-Caux;183;32;116;35;173;25;119;29
76088;Berville-sur-Seine;174;23;113;38;188;30;122;36
76090;Beuzeville-la-Grenier;340;55;203;82;349;57;217;76
76091;Beuzeville-la-Guérard;61;5;42;13;61;13;36;13
76092;Beuzevillette;236;39;146;51;238;36;147;55
76093;Bézancourt;112;11;68;33;99;14;64;21
76094;Bierville;98;14;63;21;81;9;53;19
76095;Bihorel;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible
76096;Biville-la-Baignarde;203;28;136;39;191;27;133;31
76097;Biville-la-Rivière;35;7;23;6;33;4;23;7
76099;Blacqueville;204;34;131;39;199;29;124;46
76100;Blainville-Crevon;393;65;251;78;392;60;255;77
76101;Blangy-sur-Bresle;880;167;503;210;911;160;531;220
76103;Bonsecours;1887;352;1068;467;2121;372;1207;542
76104;Blosseville;93;21;51;20;89;15;58;15
76105;Le Bocasse;264;56;146;62;259;37;156;65
76106;Bois-d'Ennebourg;183;25;115;43;175;21;108;46
76107;Bois-Guilbert;81;6;67;8;86;8;65;13
76108;Bois-Guillaume;6057;1207;3518;1332;6874;1263;4046;1565
76109;Bois-Héroult;62;8;43;11;52;4;38;10
76110;Bois-Himont;192;26;117;49;124;22;76;27
76111;Bois-l'Évêque;130;12;97;21;135;15;99;21
76112;Le Bois-Robert;104;11;71;21;104;8;69;26
76113;Boissay;114;16;80;17;99;6;78;14
76114;Bolbec;3727;801;2220;707;3778;832;2280;666
76115;Bolleville;184;28;121;35;179;39;106;33
76116;Boos;1095;235;676;184;1127;197;730;199
76117;Bordeaux-Saint-Clair;199;32;126;41;196;27;123;46
76118;Bornambusc;93;16;57;20;90;17;52;21
76119;Bosc-Bérenger;62;8;43;11;60;9;42;9
76120;Bosc-Bordel;152;25;90;36;141;19;91;31
76121;Bosc-Édeline;104;13;61;30;104;14;63;27
76122;Callengeville;155;29;91;35;149;24;99;27
76123;Bosc-Guérard-Saint-Adrien;286;55;197;35;299;71;192;36
76124;Bosc-Hyons;119;13;83;23;122;12;82;27
76125;Bosc-le-Hard;432;79;278;75;444;78;276;90
76126;Bosc-Mesnil;97;8;74;15;86;13;59;14
76128;Bosville;181;33;116;32;165;26;110;29
76129;Boudeville;63;7;47;10;66;10;45;12
76130;Bouelles;77;11;45;21;79;8;48;24
76131;La Bouille;265;47;175;43;281;49;180;52
76132;Bourdainville;146;24;98;23;147;20;103;23
76133;Le Bourg-Dun;137;16;90;31;139;17;100;22
76134;Bourville;94;18;58;18;93;13;66;14
76135;Bouville;289;40;164;85;312;46;164;102
76136;Brachy;249;37;158;54;236;36;152;48
76138;Bracquetuit;104;14;68;22;95;14;64;17
76139;Bradiancourt;69;15;47;7;67;13;44;10
76140;Brametot;58;8;34;16;52;5;39;8
76141;Bréauté;413;61;259;92;411;62;258;90
76142;Brémontier-Merval;185;51;111;22;156;30;101;24
76143;Bretteville-du-Grand-Caux;404;67;264;74;398;60;273;66
76144;Bretteville-Saint-Laurent;55;7;40;9;52;10;38;5
76146;Buchy;777;147;490;140;801;152;498;151
76147;Bully;293;45;190;59;280;43;184;54
76148;Bures-en-Bray;104;18;73;14;105;26;66;14
76149;Butot;104;21;68;15;90;14;64;12
76151;Cailleville;81;6;51;24;89;15;58;16
76152;Cailly;210;29;130;51;252;43;151;58
76153;Calleville-les-Deux-Églises;113;15;71;27;94;6;64;25
76154;Campneuseville;170;38;108;24;156;36;92;28
76155;Canehan;113;19;68;26;96;8;62;26
76156;Canouville;99;14;65;19;102;20;69;13
76157;Canteleu;4722;1010;2822;891;4934;1060;2936;938
76158;Canville-les-Deux-Églises;94;16;60;19;104;16;69;20
76159;Cany-Barville;988;210;604;174;991;178;616;197
76160;Carville-la-Folletière;128;21;89;18;124;18;90;16
76161;Carville-Pot-de-Fer;30;1;22;7;28;4;17;7
76162;Le Catelier;66;6;47;13;69;7;48;14
76163;Catenay;243;36;141;66;247;36;146;65
76164;Rives-en-Seine;1355;241;862;253;1276;235;783;259
76165;Caudebec-lès-Elbeuf;3101;643;1861;598;3199;651;1938;609
76166;Le Caule-Sainte-Beuve;151;26;107;17;140;22;98;19
76167;Cauville-sur-Mer;512;89;309;114;484;75;308;102
76168;Les Cent-Acres;14;4;8;3;12;1;9;3
76169;La Cerlangue;427;74;273;79;417;67;285;65
76170;La Chapelle-du-Bourgay;41;2;27;12;43;6;28;9
76171;La Chapelle-Saint-Ouen;29;2;26;1;28;3;24;1
76172;La Chapelle-sur-Dun;64;8;40;16;47;3;26;18
76173;La Chaussée;165;26;112;28;158;20;113;24
76174;Cideville;109;15;67;26;102;14;65;22
76175;Clais;70;18;40;12;66;13;40;12
76176;Clasville;83;13;52;18;88;18;53;17
76177;Claville-Motteville;90;14;55;21;80;11;45;24
76178;Cléon;1720;396;978;347;1934;417;1190;326
76179;Clères;460;78;282;100;452;74;290;88
76180;Cleuville;47;3;38;5;59;13;39;7
76181;Cléville;59;10;40;9;45;5;30;10
76182;Cliponville;82;14;56;12;79;13;50;16
76183;Colleville;256;42;155;59;251;29;158;64
76184;Colmesnil-Manneville;44;11;21;12;40;6;24;10
76185;Compainville;58;13;33;11;42;3;30;9
76186;Conteville;158;27;99;32;169;34;99;36
76187;Contremoulins;70;14;39;17;73;14;41;18
76188;Cottévrard;139;18;89;32;129;14;87;28
76189;Crasville-la-Mallet;46;8;26;12;49;7;28;14
76190;Crasville-la-Rocquefort;83;15;44;25;69;11;39;20
76192;Criel-sur-Mer;909;176;523;210;862;131;525;206
76193;La Crique;131;21;85;26;114;16;78;19
76194;Criquebeuf-en-Caux;134;25;63;46;129;10;70;49
76195;Criquetot-le-Mauconduit;59;6;44;8;54;9;33;11
76196;Criquetot-l'Esneval;708;120;428;160;715;132;436;147
76197;Criquetot-sur-Longueville;70;9;47;14;59;3;41;15
76198;Criquetot-sur-Ouville;251;35;175;40;243;33;176;33
76199;Criquiers;218;31;138;49;212;33;137;42
76200;Critot;176;27;110;39;179;36;112;31
76201;Croisy-sur-Andelle;178;28;105;45;176;36;107;33
76202;Croixdalle;77;11;51;16;73;14;47;13
76203;Croix-Mare;232;42;150;40;224;32;150;42
76204;Cropus;79;8;53;18;67;9;43;15
76205;Crosville-sur-Scie;76;7;37;32;80;8;39;33
76206;Cuverville;113;20;76;17;108;16;74;19
76207;Cuverville-sur-Yères;62;8;43;11;74;12;46;16
76208;Cuy-Saint-Fiacre;227;33;149;44;207;30;140;36
76209;Dampierre-en-Bray;156;29;103;24;141;20;97;23
76210;Dampierre-Saint-Nicolas;168;22;110;37;152;20;98;34
76211;Dancourt;71;8;45;18;63;8;39;16
76212;Darnétal;2903;627;1781;494;3199;648;1974;577
76213;Daubeuf-Serville;129;18;86;24;124;22;84;17
76214;Dénestanville;77;12;48;17;72;11;43;18
76216;Déville-lès-Rouen;3291;728;2045;518;3379;783;2015;582
76217;Dieppe;8998;1890;5232;1876;10523;2148;6147;2228
76218;Doudeauville;32;4;18;10;29;1;19;9
76219;Doudeville;792;136;483;173;809;145;486;177
76220;Douvrend;174;29;106;40;166;37;97;33
76221;Drosay;59;11;34;14;57;6;34;17
76222;Duclair;1293;258;792;243;1316;242;788;286
76223;Écalles-Alix;181;28;118;35;170;27;117;26
76224;Écrainville;349;67;195;87;329;43;210;76
76225;Écretteville-lès-Baons;149;29;91;28;132;24;85;22
76226;Écretteville-sur-Mer;48;8;34;7;42;4;34;3
76227;Ectot-l'Auber;190;24;133;34;182;22;137;24
76228;Ectot-lès-Baons;131;15;83;33;139;26;79;35
76229;Elbeuf-en-Bray;137;26;90;21;125;14;89;22
76230;Elbeuf-sur-Andelle;129;18;89;22;121;12;88;21
76231;Elbeuf;5500;1183;3412;904;5807;1447;3429;931
76232;Életot;205;39;122;43;189;24;126;38
76233;Ellecourt;47;6;30;11;39;4;28;7
76234;Émanville;203;41;124;38;179;25;122;33
76235;Envermeu;681;144;411;126;635;103;400;132
76236;Envronville;110;25;66;19;111;26;68;16
76237;Épinay-sur-Duclair;165;24;125;16;153;17;119;17
76238;Épouville;938;182;531;225;933;152;540;241
76239;Épretot;267;62;156;49;246;38;174;34
76240;Épreville;318;51;196;71;310;46;196;67
76241;Ermenouville;49;6;29;13;46;5;30;11
76242;Ernemont-la-Villette;65;13;41;11;68;11;43;14
76243;Ernemont-sur-Buchy;75;12;52;11;83;16;54;13
76244;Esclavelles;126;20;83;23;119;20;81;18
76245;Eslettes;522;102;315;105;516;76;340;99
76247;Esteville;169;19;120;29;160;23;108;29
76249;Étaimpuis;237;25;161;52;228;37;159;31
76250;Étainhus;375;62;243;70;343;49;237;56
76251;Étalleville;154;29;83;42;143;20;82;41
76252;Étalondes;383;64;229;90;378;56;234;88
76253;Étoutteville;239;50;154;35;222;40;151;31
76254;Étretat;445;73;273;100;464;92;270;103
76255;Eu;2264;432;1328;504;2362;419;1389;555
76257;Fallencourt;58;6;38;13;51;11;31;10
76258;Terres-de-Caux;1201;243;736;222;1170;205;742;224
76259;Fécamp;5631;1141;3264;1225;6191;1230;3645;1316
76260;Ferrières-en-Bray;484;73;294;118;520;95;297;128
76261;La Ferté-Saint-Samson;160;22;112;26;140;24;90;26
76262;Fesques;47;4;32;11;37;1;25;11
76263;La Feuillie;368;63;214;91;371;49;231;92
76264;Flamanville;154;35;102;18;137;25;91;22
76265;Flamets-Frétils;50;5;36;9;56;9;35;12
76266;Flocques;240;33;153;53;218;28;141;50
76268;Fongueusemare;62;17;36;9;55;11;35;9
76269;Fontaine-en-Bray;51;5;34;12;53;8;36;9
76270;Fontaine-la-Mallet;868;154;449;265;876;127;478;271
76271;Fontaine-le-Bourg;485;71;314;100;470;72;310;88
76272;Fontaine-le-Dun;303;50;174;79;303;58;172;73
76273;Fontaine-sous-Préaux;178;33;98;47;187;32;108;47
76274;La Fontelaye;13;3;7;2;13;4;7;1
76275;Fontenay;370;80;173;117;353;47;184;123
76276;Forges-les-Eaux;1108;233;642;234;1130;216;645;270
76278;Foucarmont;323;62;201;60;319;58;196;65
76279;Foucart;117;15;84;17;112;19;73;19
76280;Fréauville;42;6;24;12;45;10;21;14
76281;La Frénaye;631;95;402;134;612;77;395;139
76282;Freneuse;315;37;167;111;299;33;155;112
76283;Fresles;90;15;65;10;68;9;52;7
76284;Fresnay-le-Long;108;19;64;25;99;11;67;21
76285;Fresne-le-Plan;196;30;136;30;189;20;143;26
76286;Fresnoy-Folny;219;33;144;43;212;28;136;49
76287;Fresquiennes;356;70;219;67;358;64;222;72
76288;Freulleville;122;18;73;31;122;21;80;21
76289;Saint Martin de l'If;540;91;348;101;521;93;338;90
76290;Frichemesnil;135;20;89;25;146;29;87;29
76291;Froberville;334;47;210;77;326;45;208;73
76292;Fry;45;5;31;9;44;5;30;9
76293;Fultot;66;20;34;12;59;6;37;16
76294;La Gaillarde;143;20;85;37;127;14;78;35
76295;Gaillefontaine;399;66;246;87;398;75;233;90
76296;Gainneville;873;152;527;193;911;141;586;184
76297;Gancourt-Saint-Étienne;79;8;53;18;75;11;50;14
