Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Taux de natalité annuel moyen 2015-2021;Taux de mortalité annuel moyen 2015-2021;Part des pers. âgées de - 15 ans 2021;Nb de pers. âgées de - de 25 ans 2021;Part des pers. âgées de - de 25 ans 2021;Nb de pers. âgées de 25 à 64 ans 2021;Part des pers. âgées de 25 à 64 ans 2021;Nb de pers. âgées de 65 ans ou + 2021;Part des pers. âgées de 65 ans ou + 2021;Nb de pers. âgées  de 75 ans ou plus 2021;Part des pers. âgées de 75 ans ou + 2021;Nb de pers. âgées de 80 ans ou + 2021;Part des pers. âgées de 80 ans ou + 2021
84114;Saint-Pantaléon;8.8;12.8;19.6;53;27.5;99;51.9;39;20.6;14;7.4;11;5.8
84115;Saint-Pierre-de-Vassols;6.6;8.2;19;127;25.7;262;52.7;107;21.6;39;7.8;20;4.1
84116;Saint-Romain-en-Viennois;6.2;7.4;11.2;169;20.2;389;46.6;276;33.1;115;13.7;54;6.5
84117;Saint-Roman-de-Malegarde;9.5;6.5;16.7;85;25.4;186;55.3;65;19.3;30;9.1;20;6
84118;Saint-Saturnin-lès-Apt;7.2;15.4;13.8;623;21.1;1381;46.8;944;32;440;14.9;282;9.6
84119;Saint-Saturnin-lès-Avignon;8.1;9.9;16.5;1366;26.7;2578;50.4;1175;23;570;11.1;346;6.8
84120;Saint-Trinit;8.1;6.7;10.1;24;19.3;59;48.7;39;31.9;15;12.6;4;3.4
84121;Sannes;9.6;3.4;18;91;31.3;153;52.5;47;16.2;19;6.5;12;4
84122;Sarrians;10;10;17.1;1636;27.6;2945;49.7;1350;22.8;620;10.5;367;6.2
84123;Sault;6.5;14.7;14.3;276;20.4;655;48.4;423;31.2;209;15.4;122;9
84124;Saumane-de-Vaucluse;6.3;6;13.5;205;22.6;460;50.7;243;26.7;121;13.3;65;7.2
84125;Savoillan;2.3;0;7.4;8;12.3;38;58;20;29.6;10;14.8;4;6.2
84126;Séguret;8.3;10.3;13.5;168;21;402;50.2;231;28.8;90;11.2;49;6.1
84127;Sérignan-du-Comtat;10.2;8.5;18.1;780;27.2;1491;52;595;20.8;248;8.7;139;4.9
84128;Sivergues;11.7;11.7;20;11;24.4;27;57.8;8;17.8;5;11.1;5;11.1
84129;Sorgues;14;9.5;19.7;5959;31.2;9497;49.7;3660;19.1;1660;8.7;968;5.1
84130;Suzette;2.8;9.8;8.7;20;18.3;56;51.3;33;30.4;12;11.3;10;8.7
84131;Taillades;6;10.4;15.3;450;23;966;49.4;541;27.7;291;14.9;165;8.5
84132;Le Thor;9.4;9.3;17.6;2468;27.9;4568;51.6;1822;20.6;760;8.6;445;5
84133;La Tour-d'Aigues;8.1;13.7;18;1210;27.8;2098;48.3;1039;23.9;541;12.5;383;8.8
84134;Travaillan;11.4;9.1;23.3;223;31.2;364;51;127;17.7;51;7.1;34;4.8
84135;Uchaux;8.5;7.2;17.6;396;23.5;919;54.4;373;22.1;126;7.5;50;2.9
84136;Vacqueyras;10.9;6.1;17.1;310;25.6;632;52.3;267;22;112;9.3;73;6.1
84137;Vaison-la-Romaine;8.4;18.2;13.8;1262;21.3;2546;42.9;2121;35.8;1124;19;794;13.4
84138;Valréas;10.2;15.6;17;2491;26.7;4104;43.9;2750;29.4;1276;13.7;760;8.1
84139;Fontaine-de-Vaucluse;8.7;10.6;12.3;128;22.6;318;56.1;121;21.3;61;10.7;37;6.5
84140;Vaugines;7.1;11.6;14.5;123;22;293;52.6;141;25.4;59;10.6;33;5.8
84141;Vedène;11.3;6.2;18.6;3300;28.8;6038;52.7;2120;18.5;1063;9.3;640;5.6
84142;Velleron;6.8;8.9;15.6;789;25.6;1514;49.1;781;25.3;343;11.1;165;5.3
84143;Venasque;4;15;9.4;151;14.4;450;42.9;449;42.8;231;22;149;14.2
84144;Viens;6.9;11.2;14.6;136;21.5;306;48.6;189;29.9;83;13.2;47;7.5
84145;Villars;8.6;7.1;13.6;169;21.9;394;51.1;208;27;90;11.7;49;6.4
84146;Villedieu;8.1;7.7;15.4;90;19.6;231;50;140;30.4;47;10.2;31;6.7
84147;Villelaure;10.8;6.4;17.7;906;27.1;1828;54.8;603;18.1;242;7.2;139;4.2
84148;Villes-sur-Auzon;9.6;8.6;13.6;301;23.6;638;49.8;340;26.6;157;12.3;78;6.1
84149;Violès;11.4;15.1;18.9;486;28;853;49.1;398;22.9;212;12.2;146;8.4
84150;Visan;7.4;6.7;15.1;472;24.8;936;49.2;494;26;218;11.5;119;6.2
84151;Vitrolles-en-Lubéron;10.4;12.2;20.6;46;25.8;88;48.6;46;25.6;25;14;17;9.3
85001;L'Aiguillon-la-Presqu'île;3.3;22.7;6.7;316;11.4;1033;37.3;1424;51.4;730;26.3;446;16.1
85002;L'Aiguillon-sur-Vie;9.1;12.4;15.6;507;23.7;1034;48.4;596;27.9;292;13.7;166;7.8
85003;Aizenay;11.7;7.2;20.8;3216;31.7;5142;50.7;1788;17.6;740;7.3;518;5.1
85004;Angles;5.2;20.6;10;435;14.9;1141;39;1351;46.2;555;19;340;11.6
85005;Antigny;8.6;25.5;15.3;256;24.5;480;46;307;29.4;158;15.1;107;10.3
85006;Apremont;12.2;11.8;20.1;563;28.9;978;50.2;407;20.9;150;7.7;88;4.5
85008;Aubigny-Les Clouzeaux;11.6;5.5;21.9;2214;31.3;3655;51.7;1201;17;430;6.1;272;3.8
85009;Auchay-sur-Vendée;7.2;4.7;19.9;334;29.5;556;49;244;21.5;94;8.3;49;4.3
85010;Avrillé;6.1;14.5;14.5;289;20.4;648;45.8;478;33.7;195;13.8;127;9
85011;Barbâtre;4;16.1;9.3;286;16.3;722;41.1;747;42.6;380;21.6;223;12.7
85012;La Barre-de-Monts;7.5;12.4;11.8;434;18.9;1059;46.1;806;35.1;346;15.1;189;8.2
85013;Bazoges-en-Paillers;16.6;1.8;25.4;546;35.8;829;54.4;150;9.8;56;3.7;35;2.3
85014;Bazoges-en-Pareds;11.8;7.2;19.1;325;28.5;583;51.2;232;20.3;120;10.5;74;6.5
85015;Beaufou;14.4;2.7;27.5;571;35.7;849;53.1;181;11.3;56;3.5;37;2.3
85016;Beaulieu-sous-la-Roche;9.9;12.4;19.5;663;28.6;1185;51.2;467;20.2;211;9.1;156;6.7
85017;Beaurepaire;10.5;7.4;21.6;837;34.5;1239;51.1;349;14.4;172;7.1;107;4.4
85018;Beauvoir-sur-Mer;5;16.3;9.9;644;16.6;1715;44.2;1518;39.2;691;17.8;410;10.6
85019;Bellevigny;11.3;5.6;21.2;1987;31.9;3320;53.3;927;14.9;343;5.5;229;3.7
85020;Benet;7.7;13.6;18.8;1115;27.5;2011;49.5;932;23;435;10.7;300;7.4
85021;La Bernardière;14.6;2.6;25.1;659;35;1042;55.4;179;9.5;56;3;26;1.4
85022;Le Bernard;7.4;7.4;15.3;309;23.9;591;45.7;393;30.4;144;11.2;78;6
85023;Bessay;9.3;5.8;20.9;127;29.1;214;48.8;97;22.2;36;8.3;18;4.2
85024;Bois-de-Céné;12.5;8.5;19.7;625;28.9;1088;50.4;446;20.7;198;9.2;115;5.3
85025;La Boissière-de-Montaigu;10.8;3.6;18.7;688;30.2;1216;53.4;375;16.4;158;6.9;89;3.9
85026;La Boissière-des-Landes;11.2;5.9;21.6;457;31.5;733;50.6;259;17.9;106;7.3;64;4.4
85028;Bouillé-Courdault;11.8;4.9;23.3;184;31.1;306;51.8;101;17.1;40;6.8;24;4.1
85029;Bouin;5.2;25;10.8;409;19.2;994;46.6;732;34.3;348;16.3;248;11.6
85031;Le Boupère;9.8;9.5;18.6;946;29.7;1558;48.9;685;21.5;326;10.2;216;6.8
85033;Bourneau;10.2;6.6;19.9;216;29.9;381;52.6;127;17.5;43;5.9;26;3.5
85034;Bournezeau;11.2;10.5;20.5;1099;31.8;1734;50.2;618;17.9;254;7.4;184;5.3
85035;Bretignolles-sur-Mer;5.9;14.9;11.5;850;16.6;2099;41.1;2163;42.3;883;17.3;520;10.2
85036;La Bretonnière-la-Claye;10;7.7;17.2;153;26.2;300;51.5;130;22.3;62;10.7;31;5.3
85038;Les Brouzils;11.7;10.9;21.5;904;31;1528;52.4;482;16.5;281;9.6;223;7.6
85039;La Bruffière;10.7;9.4;20;1266;31.3;2047;50.6;730;18.1;333;8.2;212;5.2
85040;La Caillère-Saint-Hilaire;6.3;23.4;14.6;243;22;494;44.7;369;33.3;210;19;156;14.1
85042;Chaillé-les-Marais;8.9;18;16.9;474;25;941;49.7;478;25.2;253;13.3;179;9.4
85045;La Chaize-Giraud;9;15.3;16.2;259;23.7;491;44.9;344;31.5;152;13.9;87;7.9
85046;La Chaize-le-Vicomte;12.8;11;21.9;1234;32.2;2001;52.1;603;15.7;286;7.5;188;4.9
85047;Challans;6.8;11;14;5344;23.8;10144;45.1;7006;31.1;3269;14.5;2047;9.1
85049;Champagné-les-Marais;9.9;11.3;15.7;447;24.8;869;48.1;490;27.1;213;11.8;135;7.4
85050;Le Champ-Saint-Père;8.6;20;17.1;512;26.3;881;45.3;554;28.5;251;12.9;156;8
85051;Chantonnay;9.2;8.8;17.8;2403;28.5;4140;49;1903;22.5;850;10.1;551;6.5
85054;La Chapelle-Hermier;13.4;4.9;21;297;29.1;525;51.4;200;19.5;64;6.2;29;2.8
85055;La Chapelle-Palluau;11.6;5.9;21.8;340;32.4;547;52.1;163;15.5;64;6;36;3.4
85056;La Chapelle-Thémer;8.7;11.3;16.3;100;25.5;181;46.3;110;28.2;61;15.6;37;9.5
85058;Chasnais;11.2;5.6;19.5;222;29;402;52.4;143;18.6;58;7.5;28;3.7
85059;La Châtaigneraie;6.5;22.1;13.1;577;22.2;1127;43.4;891;34.3;462;17.8;325;12.5
85061;Château-Guibert;10.4;16.8;19.3;437;28.8;753;49.7;326;21.5;162;10.7;113;7.4
85062;Châteauneuf;10;4.9;24.4;381;33.6;595;52.4;158;14;62;5.5;37;3.2
85064;Chauché;12.1;9.4;21.2;740;29.5;1356;54.1;410;16.4;206;8.2;143;5.7
85065;Chavagnes-en-Paillers;9.2;14.1;18.7;976;27.3;1813;50.8;780;21.9;488;13.7;339;9.5
85066;Chavagnes-les-Redoux;10.2;5.6;21.6;258;30.7;417;49.6;165;19.7;81;9.7;49;5.8
85067;Cheffois;11.1;4.2;21.1;314;31.4;515;51.5;171;17.1;73;7.3;53;5.3
85070;Coëx;8.4;13.4;16.5;861;25.4;1614;47.7;909;26.9;416;12.3;305;9
85071;Commequiers;9.7;12;17.6;950;25.9;1770;48.3;948;25.8;442;12;316;8.6
85072;La Copechagnière;14.8;4.5;25.2;370;35.3;556;53;122;11.7;40;3.8;21;2
85073;Corpe;11;4.8;22.6;342;33.8;530;52.5;139;13.7;50;5;30;3
85074;La Couture;10.6;5.3;25.5;72;31.8;115;50.5;40;17.7;19;8.2;11;5
85076;Cugand;9.5;13.5;17.6;965;26.2;1891;51.3;829;22.5;408;11.1;311;8.4
85077;Curzon;7.4;8.7;17.4;137;27;248;48.9;122;24.1;54;10.7;42;8.3
85078;Damvix;8.1;9.4;11.5;130;17.8;364;49.9;236;32.3;91;12.5;57;7.7
85080;Doix lès Fontaines;10;15.3;19.8;506;29;802;45.9;439;25.1;198;11.3;142;8.1
85081;Dompierre-sur-Yon;9.4;5.1;20.3;1360;30.5;2411;54.1;686;15.4;217;4.9;130;2.9
85082;Les Epesses;12.3;4.7;23.9;929;31.1;1562;52.4;493;16.5;214;7.2;152;5.1
85083;L'Épine;4.8;12.5;10.2;270;16.4;763;46.3;615;37.3;294;17.8;173;10.5
85084;Essarts-en-Bocage;12.1;6.9;22.5;3044;32.4;4954;52.7;1402;14.9;604;6.4;411;4.4
85086;Falleron;11;8.2;20.3;499;29.7;881;52.4;303;18;104;6.2;74;4.4
85087;Faymoreau;11.2;11.2;13;40;19.7;107;53.2;55;27.1;19;9.6;11;5.6
85088;Le Fenouiller;6.1;9.4;13.3;1011;20.5;2254;45.7;1671;33.9;618;12.5;333;6.7
85089;La Ferrière;11.1;8.3;20.9;1634;30.3;2704;50.1;1060;19.6;388;7.2;250;4.6
85090;Sèvremont;10.4;8.1;20;1997;31.2;3179;49.7;1216;19;546;8.5;379;5.9
85092;Fontenay-le-Comte;7;14.6;12.8;3120;23.2;5975;44.4;4375;32.5;2313;17.2;1526;11.3
85093;Fougeré;14.4;6;22.3;409;33.1;655;53;173;14;59;4.8;35;2.8
85094;Foussais-Payré;8.2;10.1;17.7;304;25.7;582;49.2;297;25.1;157;13.3;101;8.5
85095;Froidfond;15.6;5;22.7;714;34.8;1061;51.8;274;13.4;80;3.9;31;1.5
85096;La Garnache;10.6;9.1;18.6;1449;27.3;2757;51.9;1110;20.9;432;8.1;263;4.9
85097;La Gaubretière;11.7;8.7;20.3;902;28.4;1691;53.3;579;18.2;268;8.4;178;5.6
85098;La Genétouze;11.6;4.2;19.6;580;29.3;1058;53.5;339;17.1;119;6;61;3.1
85099;Le Girouard;11.2;5.8;22.9;354;31.5;601;53.4;170;15.1;68;6;38;3.4
85100;Givrand;6.7;16;12.5;468;21;1071;48.1;689;30.9;278;12.5;175;7.9
85101;Le Givre;11.4;5.5;16.3;124;25.7;242;50;117;24.3;39;8.2;24;5
85102;Grand'Landes;12.5;6.1;25.2;249;34.5;385;53.3;87;12.1;42;5.8;27;3.7
85103;Grosbreuil;9.9;5.5;18.2;639;28.8;1154;52;427;19.2;161;7.3;102;4.6
85104;Grues;6;12.5;10.4;142;15.8;423;47;335;37.2;143;15.9;92;10.3
85105;Le Gué-de-Velluire;9;7.2;17.2;127;24.3;272;51.9;125;23.8;52;10;36;6.9
85106;La Guérinière;5.6;14.9;11.6;247;18.6;616;46.3;468;35.1;220;16.6;130;9.8
85108;L'Herbergement;12.6;9.8;24.6;1133;33.4;1811;53.4;446;13.1;218;6.4;147;4.3
85109;Les Herbiers;9.6;9.7;17.2;4651;28.3;8469;51.5;3333;20.3;1561;9.5;1038;6.3
85110;L'Hermenault;9.1;28.4;16;212;23;409;44.4;300;32.6;183;19.8;142;15.4
85111;L'Île-d'Elle;7.9;9.3;17.4;415;27.5;730;48.4;363;24.1;154;10.2;93;6.1
85112;L'Île-d'Olonne;7.5;6.5;14.8;680;24.2;1424;50.6;709;25.2;233;8.3;124;4.4
85113;L'Île-d'Yeu;6.4;13.6;12;949;19.5;2333;47.8;1595;32.7;720;14.8;414;8.5
85114;Jard-sur-Mer;2.7;23.3;4.4;221;7.7;909;31.8;1727;60.4;789;27.6;475;16.6
85115;La Jaudonnière;12.3;6.2;22.1;191;30.6;306;49.2;126;20.2;53;8.5;34;5.4
85116;La Jonchère;7.9;10.8;15.9;103;22;221;47.2;144;30.8;57;12.3;32;6.8
85117;Lairoux;7.1;7.7;14.5;136;22.3;298;49;175;28.7;53;8.7;28;4.6
85118;Landeronde;9.5;4.2;19;652;28.2;1225;53;433;18.7;125;5.4;76;3.3
85119;Les Landes-Genusson;12.2;10.9;19.6;735;29.3;1249;49.8;522;20.8;245;9.8;150;6
85120;Landevieille;11.5;8;18;400;26.6;736;48.9;367;24.4;172;11.5;103;6.8
85121;Le Langon;5.8;7.6;15.7;254;24.7;532;51.6;244;23.7;103;9.9;62;6
85123;Liez;11.3;8.9;18.2;89;30.8;145;50.1;55;19.1;21;7.2;9;3
85125;Loge-Fougereuse;6.9;5.6;19.5;109;27.8;195;49.7;88;22.5;27;6.8;17;4.2
85126;Longèves;10.5;5.8;18;373;27.6;666;49.3;312;23.1;124;9.2;62;4.6
85127;Longeville-sur-Mer;5.1;19.1;8.7;328;13.6;950;39.4;1135;47;512;21.2;303;12.6
85128;Luçon;6.1;16.1;10.4;2032;21.4;4070;42.9;3381;35.7;1725;18.2;1081;11.4
85129;Les Lucs-sur-Boulogne;11.6;12.3;19.8;1124;30.9;1832;50.3;687;18.9;369;10.1;267;7.3
85130;Maché;13.9;6.3;20;510;30.4;897;53.4;272;16.2;90;5.4;44;2.6
85131;Les Magnils-Reigniers;6.9;6.6;15.5;368;25;757;51.4;346;23.6;105;7.2;60;4.1
85132;Maillé;10.5;19.7;17.8;180;24;368;49;203;27;111;14.8;82;10.9
85133;Maillezais;5.3;23;12.5;188;20.8;374;41.5;340;37.7;170;18.8;118;13.1
85134;Mallièvre;10;7.3;18.1;64;26.4;122;50.7;55;22.9;26;10.9;15;6.3
85135;Mareuil-sur-Lay-Dissais;10.9;13.8;16.9;718;25.9;1277;46;778;28.1;373;13.5;261;9.4
85136;Marillet;7.2;7.2;19.5;32;26;58;47.2;33;26.8;12;9.8;9;7.3
85137;Marsais-Sainte-Radégonde;11.9;6.8;14.5;114;22.8;247;49.4;139;27.8;59;11.8;27;5.4
85138;Martinet;13;4.4;24.5;391;33;636;53.6;160;13.4;66;5.6;44;3.7
85139;Le Mazeau;7.7;7.3;15.8;88;19.7;223;49.7;137;30.6;61;13.7;38;8.5
85140;La Meilleraie-Tillay;8.7;7.8;16.6;389;26;759;50.8;346;23.1;161;10.8;109;7.3
85141;Menomblet;13.4;6.1;19.6;214;31.6;333;49.1;132;19.4;63;9.3;34;5
85142;La Merlatière;14.2;4.5;23.9;353;34.9;546;54;112;11;45;4.5;33;3.2
85143;Mervent;8.7;7.4;15.3;248;23.2;537;50.4;280;26.3;108;10.1;65;6.1
85144;Mesnard-la-Barotière;12.6;2.2;25.4;555;35.6;831;53.2;175;11.2;60;3.8;33;2.1
85145;Monsireigne;12;4.3;21.6;311;32;505;52;156;16;73;7.6;44;4.5
85146;Montaigu-Vendée;10.1;6.6;19.5;6451;31.3;10659;51.7;3495;17;1567;7.6;972;4.7
85147;Montournais;8.5;8;17.4;437;26.9;852;52.4;337;20.7;142;8.7;100;6.2
85148;Montreuil;9.9;5.4;17.1;226;27.5;434;52.8;162;19.7;74;9;46;5.6
85149;Moreilles;10.5;5.9;18.7;130;31.7;197;48.3;82;20;36;8.8;28;6.9
85151;Mortagne-sur-Sèvre;7.7;9.4;17.2;1720;28.4;3099;51.1;1245;20.5;562;9.3;361;5.9
85152;Les Achards;11.2;9.2;21.3;1678;31.1;2702;50.1;1012;18.8;464;8.6;295;5.5
85153;Mouchamps;13.4;6.3;21.5;950;32.1;1484;50.2;523;17.7;235;8;136;4.6
85154;Mouilleron-Saint-Germain;9.4;14.8;19.1;507;28.6;833;47;431;24.3;205;11.6;151;8.5
85155;Mouilleron-le-Captif;8;6.4;18.9;1422;28.2;2491;49.5;1124;22.3;364;7.2;216;4.3
85156;Moutiers-les-Mauxfaits;6.9;13.6;18.1;639;27.8;1026;44.6;634;27.6;311;13.5;199;8.6
85157;Moutiers-sur-le-Lay;11.6;7;20.5;234;29.2;394;49.1;174;21.7;92;11.4;49;6.1
85158;Mouzeuil-Saint-Martin;9.8;8.7;18.7;303;25.5;614;51.7;271;22.8;123;10.4;76;6.4
85159;Nalliers;10;13.8;17.3;632;26.9;1131;48.1;589;25;269;11.4;178;7.6
85160;Nesmy;10.4;4.2;20.1;904;30;1529;50.8;579;19.2;201;6.7;97;3.2
85161;Nieul-le-Dolent;8.7;10.7;17.8;715;28.2;1263;49.8;557;22;258;10.2;167;6.6
85162;Rives-d'Autise;9.4;12.5;18.5;610;29.5;1019;49.3;439;21.2;229;11.1;153;7.4
85163;Noirmoutier-en-l'Île;5.2;18.7;9.9;771;17.2;1981;44.2;1733;38.6;808;18;523;11.7
85164;Notre-Dame-de-Monts;5.6;19.6;9.4;345;16;960;44.4;855;39.6;389;18;261;12.1
85165;L'Oie;11.9;6.6;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible
85167;L'Orbrie;6.2;5.8;13.8;174;21.9;392;49.3;229;28.8;64;8.1;33;4.2
85169;Palluau;12.6;7.8;21.3;361;32.5;562;50.6;187;16.9;62;5.6;39;3.5
85171;Péault;10.6;7.2;21.7;194;31.7;313;51.2;105;17.1;38;6.3;23;3.8
85172;Le Perrier;9.3;13.4;14.5;534;25;1027;48;579;27.1;239;11.2;144;6.8
85174;Petosse;11.4;3.4;21;209;30.7;360;52.6;114;16.7;48;7;35;5.2
85175;Les Pineaux;16.4;6.3;25.4;237;35.4;354;53;77;11.6;30;4.5;19;2.9
85176;Pissotte;6.2;22.6;16.4;273;23.6;514;44.5;369;31.9;195;16.9;138;11.9
85177;Les Velluire-sur-Vendée;10.7;7.4;19.1;385;28;676;49.2;312;22.7;129;9.4;87;6.4
85178;Le Poiré-sur-Vie;9.2;5.8;20.4;2743;31.8;4389;50.9;1495;17.3;545;6.3;323;3.7
85179;Poiroux;12.3;6.5;20.9;358;29.5;600;49.4;256;21.1;98;8;59;4.9
85181;Pouillé;8.8;7.4;20.2;192;30;313;49;134;20.9;58;9.1;36;5.6
85182;Pouzauges;8.6;9.6;16.2;1546;27.6;2747;49.1;1304;23.3;612;10.9;423;7.6
85184;Puy-de-Serre;9.8;6.2;17.5;84;25.8;161;49.5;80;24.7;32;9.9;16;4.9
85185;Puyravault;8;21.7;15.2;148;22.7;329;50.7;172;26.5;94;14.5;75;11.6
85186;La Rabatelière;9;7.3;21.2;334;32.9;530;52.3;149;14.7;82;8.1;55;5.4
85187;Réaumur;8.6;6.2;17.8;242;28.2;430;50.1;187;21.8;90;10.5;67;7.8
85188;La Réorthe;12;6.7;21.9;354;31.2;567;50;214;18.8;80;7;48;4.2
85189;Notre-Dame-de-Riez;9.3;14.4;16;548;25.4;1054;48.8;559;25.9;282;13.1;198;9.2
85190;Rocheservière;11.7;10.1;21.8;1191;33.8;1718;48.8;610;17.3;319;9.1;217;6.2
85191;La Roche-sur-Yon;9.5;9.1;15;17321;31.5;25535;46.5;12096;22;5862;10.7;3775;6.9
85192;Rochetrejoux;10;3.9;22.2;328;33.3;487;49.5;169;17.2;58;5.9;40;4
85193;Rosnay;13.5;6.6;21.3;213;32.3;331;50.1;116;17.5;45;6.9;30;4.6
85194;Les Sables-d'Olonne;5.6;15.7;10.5;8809;18.2;20221;41.8;19372;40;9425;19.5;5881;12.2
85196;Saint-André-Goule-d'Oie;12.5;4.8;22.7;651;33.8;1023;53.2;250;13;97;5;54;2.8
85197;Montréverd;14;6.1;24.9;1270;33.5;2020;53.2;504;13.3;226;6;168;4.4
85198;Saint-Aubin-des-Ormeaux;10.6;4.1;21.8;435;31.8;752;54.9;183;13.4;88;6.4;59;4.3
85199;Saint-Aubin-la-Plaine;13.5;4.1;22.9;189;35.1;277;51.6;71;13.3;21;4;11;2
85200;Saint-Avaugourd-des-Landes;12.3;5.4;22.3;336;30;585;52.2;199;17.8;70;6.3;40;3.6
85201;Saint-Benoist-sur-Mer;4.9;9.2;13.1;102;20.2;226;44.7;178;35.1;75;14.7;43;8.5
85202;Sainte-Cécile;11.4;7.8;21.6;507;32;803;50.7;274;17.3;127;8;92;5.8
85204;Saint-Christophe-du-Ligneron;11.3;11.7;19.3;795;30.2;1308;49.7;529;20.1;249;9.5;175;6.7
85205;Saint-Cyr-des-Gâts;8.7;9.6;17.8;142;26.3;279;51.7;118;22;40;7.4;21;4
85206;Saint-Cyr-en-Talmondais;7;13.5;10.3;71;17.9;196;49.2;131;32.9;42;10.6;21;5.3
85207;Saint-Denis-du-Payré;7.3;9.5;12.1;69;17.6;185;47.3;137;35.1;60;15.2;33;8.5
85208;Saint-Denis-la-Chevasse;13.2;9.7;21.1;762;31.6;1250;51.9;397;16.5;199;8.3;140;5.8
85209;Saint-Étienne-de-Brillouet;13.5;4.4;23.9;221;35.5;316;50.8;85;13.7;36;5.8;18;2.9
85210;Saint-Étienne-du-Bois;12.2;17.3;21.4;686;31.3;1101;50.2;405;18.5;204;9.3;151;6.9
85211;Sainte-Flaive-des-Loups;11.3;6.8;22.7;788;31.2;1334;52.9;400;15.9;162;6.4;112;4.4
85212;Sainte-Florence;12.1;6.8;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible
85213;Rives de l'Yon;9.8;11.2;20.1;1238;29.2;2187;51.5;820;19.3;359;8.5;236;5.6
85214;Sainte-Foy;14.6;5;19.2;704;28.6;1390;56.4;370;15;134;5.4;86;3.5
85215;Saint-Fulgent;11;11;18.8;1139;29.5;1945;50.4;776;20.1;410;10.6;282;7.3
85216;Sainte-Gemme-la-Plaine;8.3;11.9;18.1;593;28.7;1019;49.4;450;21.8;213;10.3;139;6.7
85218;Saint-Georges-de-Pointindoux;9.8;4.9;19.4;551;31.1;943;53.3;276;15.6;99;5.6;45;2.5
85220;Saint-Germain-de-Prinçay;11;8.6;18.2;447;27.9;847;52.7;312;19.4;114;7.1;78;4.8
85221;Saint-Gervais;9.2;7.5;15.9;682;25;1374;50.5;667;24.5;267;9.8;122;4.5
85222;Saint-Gilles-Croix-de-Vie;6;18.5;9.5;1282;16.1;3041;38.1;3652;45.8;1790;22.4;1210;15.2
85223;Sainte-Hermine;10.6;12.4;19.8;888;30.1;1369;46.4;694;23.5;356;12.1;250;8.5
85226;Saint-Hilaire-de-Riez;5.1;13;11.1;2209;17.4;5297;41.8;5176;40.8;2298;18.1;1327;10.5
85227;Saint-Hilaire-des-Loges;9.5;19.5;17.4;500;26.3;898;47.2;505;26.5;260;13.7;201;10.6
85229;Saint-Hilaire-de-Voust;6.7;10.7;15.4;153;24.9;264;43;198;32.2;81;13.1;54;8.7
85231;Saint-Hilaire-la-Forêt;5.3;9.4;14.5;171;21.3;360;44.9;271;33.8;99;12.3;51;6.4
85232;Saint-Hilaire-le-Vouhis;14;3.8;24;380;34.8;573;52.6;137;12.6;54;4.9;33;3
85233;Saint-Jean-de-Beugné;15.9;4.4;23.7;191;30.7;329;52.9;102;16.4;37;5.9;23;3.7
85234;Saint-Jean-de-Monts;6;17.9;11.2;1523;17.4;3666;41.9;3553;40.6;1672;19.1;1096;12.5
85235;Saint-Juire-Champgillon;13.3;5.6;17.8;118;27.6;218;51;91;21.4;43;10.1;28;6.6
85236;Saint-Julien-des-Landes;13.5;7.7;20.6;541;27.7;985;50.4;427;21.9;172;8.8;96;4.9
85237;Saint-Laurent-de-la-Salle;8.9;6.7;18;102;26;190;48.8;98;25.2;40;10.2;32;8.1
85238;Saint-Laurent-sur-Sèvre;9.4;21.4;17.8;1097;30;1631;44.5;935;25.5;539;14.7;385;10.5
85239;Saint-Maixent-sur-Vie;11.5;7.1;23.1;356;30.7;608;52.4;197;17;73;6.3;56;4.9
85240;Saint-Malô-du-Bois;11.2;3.1;21.8;522;32.2;877;54.2;219;13.5;69;4.2;42;2.6
85242;Saint-Mars-la-Réorthe;10;3.7;23.6;327;31.9;538;52.6;158;15.4;56;5.4;28;2.8
85243;Brem-sur-Mer;7.2;17.1;11.8;516;18;1237;43.1;1120;39;508;17.7;304;10.6
85244;Saint-Martin-de-Fraigneau;10.1;4.5;18.7;230;28.4;421;52;158;19.6;47;5.8;23;2.8
85245;Saint-Martin-des-Fontaines;6.9;9.8;15.4;42;24.9;83;49.1;44;26;18;10.7;16;9.5
85246;Saint-Martin-des-Noyers;11.9;10.2;20.5;766;30.4;1254;49.8;500;19.8;247;9.8;177;7
85247;Saint-Martin-des-Tilleuls;12.3;2.6;23.7;380;33.9;597;53.3;143;12.8;51;4.5;36;3.2
85248;Saint-Martin-Lars-en-Sainte-Hermine;9.2;8;15.7;102;24.3;204;48.8;113;27;45;10.6;23;5.6
85250;Saint-Mathurin;10.4;4.5;20.2;711;29.8;1257;52.6;422;17.6;156;6.5;91;3.8
