Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Taux de natalité annuel moyen 2015-2021;Taux de mortalité annuel moyen 2015-2021;Part des pers. âgées de - 15 ans 2021;Nb de pers. âgées de - de 25 ans 2021;Part des pers. âgées de - de 25 ans 2021;Nb de pers. âgées de 25 à 64 ans 2021;Part des pers. âgées de 25 à 64 ans 2021;Nb de pers. âgées de 65 ans ou + 2021;Part des pers. âgées de 65 ans ou + 2021;Nb de pers. âgées  de 75 ans ou plus 2021;Part des pers. âgées de 75 ans ou + 2021;Nb de pers. âgées de 80 ans ou + 2021;Part des pers. âgées de 80 ans ou + 2021
85251;Saint-Maurice-des-Noues;9.5;6.9;17.5;161;25.5;309;48.9;162;25.6;86;13.6;52;8.3
85252;Saint-Maurice-le-Girard;9.5;10.1;17.6;162;27.2;298;49.9;137;23;73;12.2;49;8.3
85254;Saint-Mesmin;9.3;7.1;16.6;425;24.2;891;50.8;437;24.9;216;12.3;151;8.6
85255;Saint-Michel-en-l'Herm;5.8;10.9;11.9;438;18.8;908;39;983;42.2;405;17.4;228;9.8
85256;Saint-Michel-le-Cloucq;7.1;5.5;16.7;323;25.4;592;46.5;358;28.1;140;11;62;4.9
85259;Saint-Paul-en-Pareds;12.5;4.6;21.8;417;30.9;719;53.3;212;15.8;75;5.6;60;4.4
85260;Saint-Paul-Mont-Penit;11.6;4.5;24.2;274;32.9;436;52.2;124;14.9;49;5.9;25;3.1
85261;Sainte-Pexine;12;3.8;22.3;101;34.7;151;51.9;39;13.5;20;6.9;13;4.3
85262;Saint-Philbert-de-Bouaine;13.4;7.6;25.3;1251;34.8;1858;51.8;481;13.4;204;5.7;128;3.6
85264;Saint-Pierre-du-Chemin;8;22.1;15.1;309;23.3;614;46.2;405;30.5;231;17.4;177;13.3
85265;Saint-Pierre-le-Vieux;6.3;6.1;17.1;258;27.9;476;51.4;192;20.7;85;9.2;53;5.7
85266;Saint-Prouant;11.8;13.3;20.8;507;30.3;831;49.6;336;20.1;158;9.4;105;6.3
85267;Sainte-Radégonde-des-Noyers;14.4;6.5;19.8;274;28.3;524;54.2;169;17.5;65;6.7;34;3.5
85268;Saint-Révérend;10.2;6.3;18.4;405;27.1;757;50.6;334;22.3;128;8.5;72;4.8
85269;Saint-Sigismond;7.3;11;19.8;111;26.3;199;47.2;112;26.4;45;10.6;25;5.9
85273;Saint-Urbain;11.6;6.3;22.3;621;32;1012;52.2;306;15.8;97;5;46;2.4
85274;Saint-Valérien;9.7;11.3;17.8;162;29.9;248;45.8;132;24.4;47;8.7;30;5.5
85276;Saint-Vincent-Sterlanges;14;6;19.1;234;31.1;394;52.3;124;16.5;51;6.8;32;4.2
85277;Saint-Vincent-sur-Graon;11.3;6.8;21;468;29.8;800;50.9;303;19.3;108;6.9;64;4.1
85278;Saint-Vincent-sur-Jard;4.1;13.4;7.9;197;13.5;543;37.1;723;49.4;284;19.4;149;10.2
85280;Sallertaine;8.8;6.3;17.4;863;26.4;1608;49.2;794;24.3;324;9.9;201;6.1
85281;Sérigné;8.6;6.5;18.4;272;26.9;512;50.7;225;22.3;89;8.9;58;5.7
85282;Sigournais;10.5;7.2;20.1;286;30.3;468;49.5;191;20.2;68;7.2;30;3.2
85284;Soullans;6.8;13.2;14.1;986;22.3;2124;48.1;1306;29.6;533;12.1;311;7
85285;Le Tablier;11.8;2.7;23.5;239;32;417;55.9;90;12.1;22;2.9;11;1.5
85286;La Taillée;6.5;8.5;17.7;159;28.7;275;49.6;120;21.7;61;11;38;6.8
85287;Tallud-Sainte-Gemme;12.9;6.1;20.6;140;31.2;239;53;71;15.8;30;6.7;23;5.1
85288;Talmont-Saint-Hilaire;7.5;12.4;13;1657;20.3;3708;45.4;2796;34.3;1130;13.8;608;7.4
85289;Terval;8.6;5;15.7;555;25.6;1084;50;530;24.4;199;9.2;116;5.4
85290;Thiré;5.7;6.6;18.1;143;26.7;262;48.9;131;24.4;47;8.8;23;4.2
85291;Thorigny;14.5;4.2;23;393;31.4;678;54.1;181;14.5;72;5.8;53;4.2
85292;Rives-du-Fougerais;8.2;6.6;17.4;403;26.7;743;49.3;361;24;159;10.6;105;6.9
85293;Tiffauges;8.4;5.7;17.3;465;29.7;807;51.5;296;18.9;159;10.1;92;5.9
85294;La Tranche-sur-Mer;5.4;19.6;7.7;390;12.8;1179;38.6;1484;48.6;697;22.8;425;13.9
85295;Treize-Septiers;12.8;8;21.1;1015;30.6;1732;52.2;568;17.1;269;8.1;179;5.4
85296;Treize-Vents;10.6;4.5;23.6;388;31.2;615;49.5;239;19.3;98;7.9;63;5.1
85297;Triaize;9.5;11.1;14.9;236;22.8;505;48.7;295;28.5;118;11.4;71;6.9
85298;Vairé;10.5;12.3;19.6;553;29.4;925;49.1;405;21.5;189;10;134;7.1
85300;Venansault;9.2;6.6;20.4;1449;30.7;2469;52.3;802;17;302;6.4;208;4.4
85301;Vendrennes;12;4.6;22.5;613;34.2;938;52.4;239;13.4;110;6.2;70;3.9
85302;Chanverrie;9.8;7;18.7;1504;27.3;2825;51.3;1176;21.4;521;9.5;352;6.4
85303;Vix;8.6;17.7;17.1;468;25.7;866;47.5;488;26.8;263;14.4;182;10
85304;Vouillé-les-Marais;9.6;22.4;18.8;208;27.4;361;47.7;189;24.9;98;13;77;10.1
85305;Vouvant;5.3;20.6;13.6;162;19.4;386;46.3;286;34.3;156;18.8;124;14.8
85306;Xanton-Chassenon;13;4.8;22.1;214;28.9;378;51;149;20.1;59;7.9;34;4.6
86001;Adriers;2.6;12.1;7.9;110;15.7;339;48.3;253;36;125;17.8;94;13.4
86002;Amberre;8.8;6.4;21.5;168;29.5;302;53.1;99;17.4;43;7.6;24;4.2
86003;Anché;10.2;9.7;13.8;89;26.6;174;52;72;21.4;36;10.8;16;4.9
86004;Angles-sur-l'Anglin;6.4;12.3;10.4;54;15.4;157;44.4;142;40.3;77;21.7;49;14
86005;Angliers;7.5;8.6;14.8;140;23;319;52.7;147;24.2;67;11.1;45;7.4
86006;Antigny;5.1;10.8;13.5;113;21;248;46.1;177;32.9;93;17.4;64;11.8
86007;Antran;6.6;5.8;15.9;291;25.1;578;49.9;289;25;126;10.8;69;6
86008;Arçay;7.9;9.8;11.1;62;18.5;173;51.3;102;30.2;38;11.4;23;6.9
86009;Archigny;9;12.8;18;271;25.5;506;47.6;285;26.8;150;14.1;107;10.1
86010;Aslonnes;11.6;4.8;19.2;306;27.5;640;57.4;168;15.1;42;3.7;30;2.7
86011;Asnières-sur-Blour;2.8;12.9;6.5;30;16.4;84;45.4;70;38.2;35;19.2;23;12.5
86012;Asnois;9;11.2;6.8;16;11.4;63;43.9;64;44.7;27;18.9;11;7.6
86013;Aulnay;5.1;23.7;13.4;19;19.6;45;46.4;33;34;15;15.5;11;11.3
86014;Availles-en-Châtellerault;9.4;5.2;19.7;495;28.5;895;51.6;345;19.9;120;6.9;73;4.2
86015;Availles-Limouzine;5.5;15.6;10.6;228;18;568;45;466;36.9;236;18.7;146;11.5
86016;Avanton;14.5;2.5;21;668;30.1;1156;52.1;397;17.9;154;7;81;3.7
86017;Ayron;10.9;7;17;297;27.3;553;50.8;239;22;124;11.4;98;9
86018;Basses;6.1;9.1;15.9;85;26.1;177;54.1;65;19.8;21;6.4;14;4.2
86019;Beaumont Saint-Cyr;9.3;6;18.4;852;28.9;1541;52.3;554;18.8;255;8.7;158;5.3
86020;Bellefonds;8.6;7.3;15.9;61;24.2;136;53.8;56;22;17;6.8;15;6
86022;Berrie;6.5;15.1;11.9;48;19.1;124;49.6;78;31.2;38;15.2;31;12.4
86023;Berthegon;4.7;8.7;15.7;67;25.3;130;49.1;68;25.6;42;16;31;11.8
86024;Béruges;11.7;10;18.2;426;27.5;778;50.2;345;22.3;131;8.4;75;4.9
86025;Béthines;4.2;34.8;12.1;82;17.3;210;44.5;180;38.1;108;22.8;94;19.9
86026;Beuxes;8.8;6.7;17.4;160;29.2;275;50.3;112;20.5;46;8.5;26;4.8
86027;Biard;10.7;8.3;17.7;547;29;955;50.7;383;20.3;167;8.9;83;4.4
86028;Bignoux;8.5;4.9;17;269;25;579;53.7;230;21.4;80;7.4;45;4.2
86029;Blanzay;7.8;11.8;16.1;200;25.1;380;47.7;216;27.2;93;11.7;66;8.3
86031;Bonnes;8.6;7.1;16.8;443;26.1;860;50.6;397;23.4;175;10.3;112;6.6
86032;Bonneuil-Matours;10.3;7.3;19.7;616;29.4;1067;50.9;412;19.7;162;7.7;99;4.7
86034;Bouresse;9;9.9;19.4;167;26.9;302;48.6;152;24.5;78;12.6;58;9.4
86035;Bourg-Archambault;7.2;9;12.9;31;17.5;78;44.4;67;38;40;22.8;28;15.8
86036;Bournand;15.1;7.4;22;298;32.8;453;50;156;17.2;76;8.4;45;5
86037;Brigueil-le-Chantre;4.7;45.3;7;60;12.5;183;38.4;234;49.1;132;27.7;91;19.2
86038;Brion;7.2;3.6;18.9;61;28;120;55.2;36;16.7;16;7.3;4;2
86039;Brux;11.9;9.4;20.3;204;27.2;355;47.3;192;25.6;80;10.6;39;5.2
86040;La Bussière;3.7;10.1;11;54;17.9;144;47.4;105;34.7;55;18;38;12.5
86041;Buxerolles;10.3;7.5;15.5;2908;28.8;4717;46.7;2480;24.5;1217;12;782;7.7
86042;Buxeuil;4.2;10.1;13.9;201;22;468;51.2;244;26.8;127;13.9;80;8.8
86044;Ceaux-en-Loudun;7.6;10.9;15.5;140;25.5;287;52.2;123;22.3;57;10.4;34;6.2
86045;Celle-Lévescault;10.3;5.2;21.1;420;30.8;716;52.6;227;16.6;103;7.6;57;4.2
86046;Cenon-sur-Vienne;7;8;13.3;366;21.5;865;50.8;470;27.7;210;12.4;136;8
86047;Cernay;7.7;7.3;19.5;141;28.7;254;51.8;96;19.5;48;9.8;29;5.9
86048;Chabournay;13;4.7;24.1;423;34.6;647;52.9;152;12.4;54;4.5;33;2.7
86049;Chalais;6.6;10.9;13;98;20.1;261;53.6;128;26.3;45;9.2;26;5.4
86050;Chalandray;9;5.7;19.7;245;30.5;401;49.9;157;19.6;71;8.9;46;5.7
86051;Champagné-le-Sec;8.8;8;15.5;53;25.4;100;47.9;56;26.8;26;12.7;15;7
86052;Champagné-Saint-Hilaire;11.3;8;20.7;311;31.3;470;47.4;211;21.3;92;9.3;57;5.7
86053;Champigny en Rochereau;12.6;5.2;20.3;577;30.2;1027;53.6;310;16.2;138;7.2;96;5
86054;Champniers;5.2;10.5;11.9;65;18.5;167;47.4;120;34.1;70;19.9;35;9.9
86055;La Chapelle-Bâton;5.2;8;13.9;73;20.7;182;51.8;97;27.5;58;16.3;34;9.7
86058;La Chapelle-Moulière;9.5;6.4;23.4;228;31;387;52.5;121;16.5;54;7.3;37;5
86059;Chapelle-Viviers;9.9;8.4;23;196;34;281;48.8;100;17.3;55;9.5;34;5.9
86061;Charroux;5.7;11.2;11.3;195;18.2;451;42;426;39.8;211;19.7;135;12.5
86062;Chasseneuil-du-Poitou;9.4;8.1;13.8;1743;36.6;2217;46.5;808;16.9;399;8.4;243;5.1
86063;Chatain;4;7.9;7.8;31;12.6;125;51.1;89;36.3;35;14.3;16;6.5
86064;Château-Garnier;8.7;39.9;14.6;124;20.5;245;40.6;235;38.9;154;25.5;125;20.7
86065;Château-Larcher;11.1;5.9;22.6;346;32.7;542;51.2;170;16.1;63;5.9;42;3.9
86066;Châtellerault;11.4;12.6;16.3;8585;27.4;14272;45.6;8427;26.9;4491;14.4;3097;9.9
86068;Chaunay;7.2;23.4;13.8;246;20.3;555;45.9;408;33.7;220;18.2;153;12.6
86069;La Chaussée;4.5;11.6;15;45;24.1;96;51.9;45;24.1;21;11.2;13;7
86070;Chauvigny;8.2;15.8;14.9;1851;26.1;3306;46.6;1941;27.3;1105;15.6;757;10.7
86072;Chenevelles;9.8;5.4;19.8;131;29.4;237;53.3;77;17.3;37;8.4;23;5.1
86073;Cherves;8;11;16;123;23.6;249;47.8;149;28.5;75;14.5;45;8.7
86074;Chiré-en-Montreuil;9.1;6.4;19.8;261;28.3;516;55.9;147;15.9;66;7.2;49;5.3
86075;Chouppes;12.2;9.1;19.5;221;28.3;390;49.8;172;21.9;58;7.4;32;4.1
86076;Cissé;11.2;3.4;20.8;870;30.2;1507;52.3;504;17.5;164;5.7;92;3.2
86077;Civaux;10.8;14.4;23.5;407;33.9;561;46.7;233;19.4;142;11.8;104;8.6
86078;Civray;4.5;27.1;9.4;491;19.2;977;38.2;1090;42.6;701;27.4;534;20.9
86079;La Roche-Rigault;8.2;13.6;15.7;138;24.7;302;54;119;21.3;43;7.7;27;4.8
86080;Cloué;9.5;5.9;19.8;139;28.1;281;56.8;75;15.1;31;6.2;16;3.3
86081;Colombiers;7;6;20;417;29.3;725;51;279;19.7;102;7.2;67;4.7
86082;Valence-en-Poitou;9;12.8;18.1;1151;26.4;2084;47.7;1133;25.9;546;12.5;379;8.7
86083;Coulombiers;12;8.2;19;315;27.7;571;50.3;250;22;83;7.3;52;4.6
86084;Coulonges-les-Hérolles;3.5;20.2;8;35;15.2;92;39.3;106;45.6;54;23.2;30;12.9
86085;Coussay;11.4;8;15.2;67;26.4;129;50.8;58;22.7;31;12.3;19;7.4
86086;Coussay-les-Bois;10.2;6.6;18.4;243;26.5;463;50.4;212;23.1;104;11.4;72;7.8
86087;Craon;8.1;16.3;14.8;41;22.4;89;48.6;53;29;19;10.4;14;7.7
86088;Croutelle;10.3;3.9;16.5;261;28.6;470;51.5;182;20;82;9;49;5.4
86089;Cuhon;5.1;6.3;19.9;103;26.7;202;52.3;81;21;40;10.4;31;8.1
86090;Curçay-sur-Dive;10.2;16.4;19;54;25;100;46.3;62;28.7;26;12;18;8.3
86091;Curzay-sur-Vonne;7.4;7;12.9;90;23.9;195;51.6;93;24.5;33;8.8;22;5.9
86092;Dangé-Saint-Romain;7.4;13.4;14.5;679;23;1463;49.4;816;27.6;400;13.5;294;9.9
86093;Dercé;11.5;6.3;15.3;38;23.3;77;47.9;46;28.8;29;17.8;17;10.4
86094;Dienné;14.5;5.3;25.3;192;32.8;335;57.4;57;9.8;25;4.2;20;3.3
86095;Dissay;9.9;6.4;20.4;986;31;1642;51.6;557;17.5;237;7.4;131;4.1
86096;Doussay;13.3;9.3;20.5;197;29.4;343;51.2;130;19.4;53;8;27;4.1
86097;La Ferrière-Airoux;8.6;4.6;19.1;101;30.6;177;53.5;53;16;28;8.4;23;6.9
86098;Fleix;9.5;8.3;20.8;42;29.2;72;50;30;20.8;11;7.6;4;2.8
86099;Fleuré;12.4;14.3;17.8;308;28.5;546;50.6;225;20.9;91;8.5;61;5.7
86100;Fontaine-le-Comte;7.9;5.6;17.2;1084;27.3;1807;45.5;1078;27.2;462;11.6;266;6.7
86102;Frozes;12.3;5;21.6;196;32.6;333;55.4;72;12;28;4.6;17;2.8
86103;Gençay;7.8;20.2;13.5;392;23;700;41;616;36.1;375;21.9;264;15.4
86104;Genouillé;7.6;9.9;11.6;96;19.7;231;47.3;161;33;58;11.9;37;7.6
86105;Gizay;8.7;6.5;19.6;111;30.6;191;52.7;61;16.7;18;4.9;6;1.6
86106;Glénouze;1.6;14.2;11;16;17;49;53;28;30;11;12;7;8
86107;Gouex;7.5;6.5;14.4;98;21;230;49.3;139;29.7;66;14.1;47;10.1
86108;La Grimaudière;14.2;10.8;17.1;95;23.6;192;48;114;28.4;48;12;33;8.2
86109;Guesnes;8.7;10.8;9.5;45;19.8;121;53.5;60;26.6;29;12.7;18;8
86110;Haims;11.7;5.8;17.6;60;26.1;133;57.7;37;16.2;15;6.6;7;3.1
86111;Ingrandes;6.5;8.3;16.5;444;25.9;839;49;430;25.1;184;10.7;104;6
86112;L'Isle-Jourdain;3.6;34.5;10.3;190;16.2;436;37.4;541;46.4;353;30.2;265;22.7
86113;Iteuil;7.5;6.2;17.1;796;26.7;1536;51.5;649;21.8;244;8.2;123;4.1
86114;Jardres;11;4.5;22;401;31.9;630;50;228;18.1;100;8;54;4.3
86115;Jaunay-Marigny;10.4;7.8;19.1;2447;31.8;3889;50.6;1351;17.6;621;8.1;410;5.3
86116;Jazeneuil;8;5.6;15.7;185;23.3;449;56.7;158;19.9;74;9.3;40;5
86117;Jouhet;8.3;7.7;17.6;138;26.7;260;50.1;120;23.2;49;9.4;25;4.7
86118;Journet;9.6;7.3;13.8;78;21;172;46.5;120;32.5;58;15.7;29;8
86119;Joussé;3.2;12.5;11.5;57;18.6;160;52.3;89;29.1;41;13.4;29;9.5
86120;Lathus-Saint-Rémy;7;23.1;11.8;258;21.3;528;43.5;427;35.2;221;18.2;158;13
86121;Latillé;6.8;16.6;17.1;405;27.5;715;48.6;351;23.8;179;12.2;126;8.6
86122;Lauthiers;17.3;0;26.5;21;30.9;36;52.9;11;16.2;5;7.4;5;7.4
86123;Boivre-la-Vallée;11;4.6;20.8;904;29.5;1631;53.3;524;17.1;227;7.4;131;4.3
86124;Lavoux;12.1;5.3;20.6;353;29.9;613;51.9;215;18.2;73;6.2;33;2.8
86125;Leigné-les-Bois;8.9;7.1;17.9;149;25.6;311;53.3;123;21.1;56;9.5;39;6.7
86126;Leignes-sur-Fontaine;15.2;6.3;22.7;205;31.9;315;48.8;125;19.4;56;8.7;35;5.5
86127;Leigné-sur-Usseau;7.9;4.5;19.1;127;27.9;252;55.3;77;16.9;35;7.6;21;4.7
86128;Lencloître;7.7;15.2;16;637;25.7;1122;45.2;723;29.1;376;15.2;267;10.8
86129;Lésigny;6.8;11.2;14.7;123;23.7;259;49.6;139;26.7;53;10.2;42;8.1
86130;Leugny;6.2;7.1;13.2;81;21.9;191;51.6;98;26.5;49;13.3;39;10.5
86131;Lhommaizé;11.7;6.3;21.4;282;31.3;471;52.2;149;16.5;63;7;46;5.1
86132;Liglet;5.9;15.4;10.4;58;19.2;135;44.4;111;36.4;45;14.9;29;9.5
86133;Ligugé;8.4;11.6;18.1;927;27.2;1598;46.9;883;25.9;399;11.7;258;7.6
86134;Linazay;9.8;5.3;16.3;54;24.9;116;53;48;22.1;12;5.5;8;3.7
86135;Liniers;10.8;3.8;18.8;166;28.6;315;54.1;101;17.3;25;4.3;14;2.4
86136;Lizant;4.6;13.8;9.7;58;15.7;177;47.8;135;36.5;70;18.9;45;12.1
86137;Loudun;6.2;16.4;13.2;1600;23.7;3024;44.8;2119;31.4;1080;16;708;10.5
86138;Luchapt;5.2;33.7;6.2;22;8.9;111;44.5;116;46.6;56;22.5;35;14.1
86139;Lusignan;7.6;24;13.9;600;23.2;1174;45.3;815;31.5;452;17.5;299;11.5
86140;Lussac-les-Châteaux;7.8;16.7;15;519;22.9;1001;44.1;748;33;421;18.6;289;12.7
86141;Magné;10.4;5.7;19.9;194;29;357;53.3;118;17.7;53;7.9;29;4.3
86142;Maillé;9.9;3.6;26.1;230;36.1;332;52.2;75;11.7;44;7;28;4.4
86143;Mairé;4;9;12.6;36;20.6;94;54.3;43;25.1;19;10.9;11;6.3
86144;Maisonneuve;7.6;9.6;18.2;83;25.9;166;52.2;70;21.9;30;9.5;15;4.8
86145;Marçay;12.7;4.5;24.9;388;33.6;614;53.1;154;13.3;58;5;30;2.6
86147;Marigny-Chemereau;10.5;5.8;19.1;199;32.9;301;49.9;104;17.2;57;9.4;35;5.7
86148;Marnay;9.5;7.6;17.1;199;27.8;398;55.7;118;16.5;68;9.6;46;6.4
86149;Martaizé;3.5;11.1;13.7;76;20.8;184;50.5;105;28.7;45;12.3;25;6.9
86150;Massognes;8.6;6.9;18.7;70;26.1;129;47.9;70;26;40;15;29;10.7
86151;Maulay;10;10.9;14.4;49;27.3;86;47.9;44;24.7;24;13.4;13;7.2
86152;Mauprévoir;6.1;14.3;10.9;105;18.3;250;43.7;218;38;128;22.4;84;14.6
86153;Mazerolles;10.7;7.2;19.3;245;28.1;458;52.6;168;19.3;69;7.9;46;5.3
86154;Mazeuil;6.8;10.2;12.3;58;23.1;126;50.1;67;26.8;30;12;21;8.5
86156;Messemé;14;4.2;24.3;72;30.1;130;54;38;15.9;18;7.5;12;5
86157;Mignaloux-Beauvoir;10.1;9.8;18;1651;31.9;2587;50;938;18.1;397;7.7;261;5
86158;Migné-Auxances;10.9;7.3;18;1760;28.4;3135;50.6;1302;21;578;9.3;362;5.8
86159;Millac;5.8;12.3;9.1;88;17.7;241;48.7;166;33.6;76;15.3;50;10.1
86160;Mirebeau;7.2;20;16.7;575;26.8;1010;47.2;557;26;295;13.8;207;9.7
86161;Moncontour;6.6;21.3;15.3;225;22.8;471;47.7;291;29.5;145;14.7;101;10.2
86162;Mondion;3.1;6.2;15.1;28;24;46;39.3;43;36.7;17;14.3;11;9.8
86163;Montamisé;10.2;7.8;18.7;1072;29;1856;50.2;770;20.8;323;8.7;177;4.8
86164;Monthoiron;9.5;7;18.9;190;28.2;341;50.7;142;21.1;51;7.6;32;4.8
86165;Montmorillon;5.1;17.8;10.6;1179;19.9;2668;45.1;2072;35;1104;18.7;792;13.4
86167;Monts-sur-Guesnes;6.5;38.7;19.9;266;29.2;369;40.5;276;30.3;168;18.4;127;13.9
86169;Morton;12.8;7.1;26;118;32.9;183;51.1;57;16;26;7.1;17;4.9
86170;Moulismes;8.5;8.9;14.9;87;23.8;193;52.9;85;23.3;39;10.8;26;7.1
86171;Moussac;5.3;14.1;10.2;72;16.8;230;53.4;128;29.8;64;15;48;11.2
86172;Mouterre-sur-Blourde;2;60.9;13.4;32;19.2;61;37.3;71;43.4;59;35.8;45;27.6
86173;Mouterre-Silly;5.1;10.6;12.5;146;22.8;322;50.4;172;26.9;86;13.5;59;9.2
86174;Naintré;9.7;9.1;17.6;1600;26.9;2850;48;1494;25.1;727;12.2;446;7.5
86175;Nalliers;8.1;11.8;16.8;67;21.9;154;50.7;83;27.3;48;15.8;34;11.2
86176;Nérignac;4;16.2;6.5;19;15.4;59;48;45;36.6;30;24.4;20;16.3
86177;Neuville-de-Poitou;8.8;13.1;18.4;1510;27.8;2661;49;1258;23.2;639;11.8;459;8.5
86178;Nieuil-l'Espoir;9.2;10.4;19.3;809;29.6;1409;51.6;511;18.7;237;8.7;150;5.5
86180;Nouaillé-Maupertuis;9.5;9.9;17.7;776;26.5;1491;50.9;659;22.5;254;8.7;180;6.2
86181;Nueil-sous-Faye;7.5;16.5;12.7;42;19.3;94;43.6;80;37.1;41;19;28;13.1
86182;Orches;8.7;9.1;12.1;74;20.9;193;54.3;88;24.8;50;14;31;8.6
86183;Les Ormes;9.3;7.3;17.6;456;28.2;800;49.6;359;22.2;156;9.7;86;5.3
86184;Ouzilly;11.7;6.8;20.9;291;30.5;518;54.3;145;15.2;67;7;43;4.5
86186;Oyré;10.5;7.5;17.1;254;26.4;477;49.7;229;23.8;65;6.7;41;4.3
86187;Paizay-le-Sec;11.4;6.4;18.7;133;28.5;267;57.3;66;14.2;33;7.2;24;5.1
86189;Payroux;3.8;29.9;7.7;55;11.9;256;55.1;153;33;70;15.1;50;10.8
86190;Persac;6.7;10.7;15.9;163;22.7;334;46.4;222;30.9;111;15.4;72;10
86191;Pindray;7.9;10.5;13.1;44;18.2;120;49.5;79;32.3;36;14.7;23;9.7
86192;Plaisance;8.9;10.9;19;50;28.2;77;43.7;50;28.2;23;13.2;12;6.9
86193;Pleumartin;6.4;17.4;15.1;280;23.2;565;46.9;359;29.9;188;15.6;138;11.4
86194;Poitiers;11.2;6.8;14;37427;41.5;38702;42.9;14111;15.6;7221;8;4939;5.5
86195;Port-de-Piles;11.7;6.3;20.9;161;29;278;50.1;117;21;61;10.9;35;6.2
86196;Pouançay;7.1;8.5;16.6;67;28.8;116;49.9;50;21.3;11;4.6;6;2.5
86197;Pouant;4;8.1;13.5;94;22.8;224;54.3;94;22.9;32;7.8;25;6.1
86198;Pouillé;14.1;6.2;22.2;231;32;418;57.9;74;10.2;32;4.4;18;2.5
86200;Pressac;7;10.3;11.8;110;19.9;251;45.2;194;34.9;88;15.8;60;10.9
86201;Prinçay;7;12.5;11.5;47;22.8;106;51.2;54;26;26;12.5;20;9.6
86202;La Puye;8.4;42.4;15.1;119;19.8;252;41.9;231;38.4;148;24.6;116;19.2
86203;Queaux;8.1;13;14.4;112;20.6;273;50;161;29.5;81;14.8;53;9.8
86204;Quinçay;8.9;12.1;17.9;567;26.8;1085;51.3;461;21.8;185;8.7;143;6.8
86205;Ranton;6.9;18.2;15.2;48;23.5;108;52.9;48;23.5;16;7.8;11;5.4
86206;Raslay;14;2.6;18.5;37;27.4;70;51.1;29;21.5;15;11.1;11;8.1
86207;La Roche-Posay;7.1;12;14.4;338;21.5;663;42.3;569;36.2;311;19.8;177;11.3
86209;Roches-Prémarie-Andillé;12.4;4.7;19.5;597;28.1;1113;52.4;414;19.5;156;7.4;83;3.9
86210;Roiffé;12.4;6;20.9;212;28.4;407;54.5;127;17;50;6.7;31;4.1
86211;Romagne;8.2;9.6;16;189;22.6;411;49.1;237;28.3;122;14.6;70;8.4
86213;Rouillé;10.8;9.2;18.7;751;29.9;1195;47.6;564;22.5;276;11;193;7.7
86214;Saint-Benoît;6.8;10.6;14.2;2111;28.9;3227;44.2;1969;26.9;1012;13.9;671;9.2
86217;Saint-Christophe;5;12.8;11.2;72;26;136;49.1;69;24.9;36;12.9;24;8.7
86218;Saint-Clair;6.6;7.4;17.7;49;24.4;91;45;62;30.6;25;12.4;17;8.6
86220;Saint-Gaudent;5.9;9.2;9.5;66;21.2;143;45.7;103;33;37;11.9;21;6.7
86221;Saint-Genest-d'Ambière;9.4;6.4;18.6;329;27.6;637;53.3;228;19.1;96;8;63;5.3
86222;Saint-Georges-lès-Baillargeaux;9.7;9;18.5;1209;28.3;2184;51.1;878;20.5;396;9.3;266;6.2
86223;Saint-Germain;4.2;13.4;10;164;18.4;418;46.8;311;34.8;156;17.5;104;11.7
86224;Saint-Gervais-les-Trois-Clochers;7.6;17;17.6;337;25.5;616;46.5;371;28;208;15.7;157;11.8
86225;Saint-Jean-de-Sauves;5.2;18.5;16.4;336;25.2;637;47.9;358;26.9;228;17.1;148;11.1
86226;Saint-Julien-l'Ars;10.5;5.3;18.2;790;27.6;1510;52.7;563;19.7;214;7.5;124;4.3
86227;Saint-Laon;7.6;10.2;14;32;23.5;68;50.7;35;25.7;15;11;11;8.1
86228;Saint-Laurent-de-Jourdes;11.4;5.7;25;63;31.6;100;50;37;18.4;18;9.2;10;5.1
86229;Saint-Léger-de-Montbrillais;12.1;11.7;16.3;83;24.5;181;53.1;76;22.3;37;10.7;20;6
86230;Saint-Léomer;12.2;9.4;15.3;36;21.2;80;47.1;54;31.8;25;14.7;10;5.9
86233;Valdivienne;10.3;9.3;18.9;750;27.4;1405;51.3;585;21.3;298;10.9;184;6.7
86234;Saint-Martin-l'Ars;7;15;8.2;59;15.7;162;43.1;155;41.3;73;19.4;47;12.5
86235;Saint-Maurice-la-Clouère;9.2;7;21;389;29.9;681;52.3;232;17.8;102;7.9;69;5.3
86236;Saint-Pierre-de-Maillé;6.3;25.1;10.7;161;18.6;398;46;307;35.4;187;21.6;144;16.6
86237;Saint-Pierre-d'Exideuil;5;8;15;176;23.1;383;50.2;204;26.7;87;11.5;55;7.2
86239;Sainte-Radégonde;9.7;5.8;18.6;44;25;88;49.4;46;25.6;20;11;16;8.7
86241;Saint-Rémy-sur-Creuse;8.9;11;17.3;99;22.9;219;50.6;114;26.5;53;12.3;28;6.6
86242;Saint-Romain;5.5;8.9;14.5;96;24.4;175;44.5;122;31.2;52;13.2;31;8
86244;Saint-Sauvant;10.7;11.3;18.4;343;26.7;623;48.6;317;24.7;140;10.9;92;7.1
86245;Senillé-Saint-Sauveur;7.5;14.3;15.2;410;23.6;833;48;493;28.4;209;12.1;155;8.9
